id,created_at,text
1258014367313989600,Wed May 06 12:42:52 +0000 2020,Tune in at 8pm (GMT) on our Facebook as Icelandic @mammutband rocks the livestream - direct from Iceland straight t… https://t.co/5DKJt9kDll
1254756903411949600,Mon Apr 27 12:58:52 +0000 2020,Saddle up for a Q&amp;A about the Icelandic horse! 🐴 Tune in on Facebook today at 7 pm (GMT) to learn about what makes… https://t.co/FKGxU4ylVH
1254714124774379500,Mon Apr 27 10:08:53 +0000 2020,We are proud to partner with @DBSchenker, the world’s leading global logistics provider, to provide cargo flights,… https://t.co/5xBLFIbgCZ
1253664256509325300,Fri Apr 24 12:37:05 +0000 2020,Whale hello there! We invite you to a whale-watching tour that won‘t make you seasick. Join us live on Facebook at… https://t.co/VGKzj1GQx5
1240247134387044400,Wed Mar 18 12:02:14 +0000 2020,@jesicablythe Hi there,  pls provide us with your booking reference number so we can take a look at it.
1240022419290460200,Tue Mar 17 21:09:17 +0000 2020,@mieuxvivrerued1 Hi there,  Your travel agent should be able to make the change for you. We just left them a commen… https://t.co/TSMewlwozx
1239952385499451400,Tue Mar 17 16:31:00 +0000 2020,@AVMitchell2010 Hello Austin!   We apologize for the delayed response.  Where did you buy your ticket?
1239927095666540500,Tue Mar 17 14:50:30 +0000 2020,@Tmcconn5 Hi Terri, Please accept our sincerest apologies for the delayed reply.  Let us know if you are still in need of assistance.
1239925648233201700,Tue Mar 17 14:44:45 +0000 2020,@Paulpre6 Hi Paul, Please accept our sincerest apologies for the delayed reply.  Let us know if you are still in need of assistance.
1239918631628267500,Tue Mar 17 14:16:53 +0000 2020,@maddypdx Hello, Please accept our sincerest apologies for the delayed reply.  Let us know if you are still in need of assistance.
1239890842288033800,Tue Mar 17 12:26:27 +0000 2020,@TheDagel Hi Jason, Please accept our sincerest apologies for the delayed reply.  Let us know if you are still in need of assistance.
1239875104470900700,Tue Mar 17 11:23:55 +0000 2020,@elisarahbeth If there is anything else we can do for you, please let us know.
1239875016260571100,Tue Mar 17 11:23:34 +0000 2020,@elisarahbeth All done, we send your reservation to finalize changes with your ticket. I believe today you'll receive your updated tickets.
1239868365335904300,Tue Mar 17 10:57:08 +0000 2020,@dlc42k Hello, Sorry for our delayed reply. Please let us know if you are still in need of assistance.
1239860803878125600,Tue Mar 17 10:27:05 +0000 2020,@crossborder Or Economy Light, Standard or Saga Premium, have non-refundable fare but you are entitled to a refund… https://t.co/AByXR2WEFw
1239860603805630500,Tue Mar 17 10:26:18 +0000 2020,@crossborder Hi David, Please accept our sincerest apologies for the delayed reply. If you wish to change your book… https://t.co/q41uIl4zCk
1239856542326947800,Tue Mar 17 10:10:09 +0000 2020,@elisarahbeth Okay, we sent you payment link to complete changes in your reservation, pls let us know when you're d… https://t.co/TsHlnOmgBz
1239851984729112600,Tue Mar 17 09:52:03 +0000 2020,@elisarahbeth Fare difference is 205eur for both tickets, pls let me know you wish to proceed with change. Date cha… https://t.co/24CF3PJ8yB
1239846011507486700,Tue Mar 17 09:28:19 +0000 2020,@elisarahbeth Do you prefer to change your travelling dates? Thank you, Anastasia
1239842038843093000,Tue Mar 17 09:12:31 +0000 2020,@elisarahbeth Hi Sara, could you please advise your booking reference?
1239793119450841000,Tue Mar 17 05:58:08 +0000 2020,@Trey39759782 Hi Trey, We sincerely apologize for any disruption. Please send us a DM if you still require assistan… https://t.co/cIcKlkBzTT
1239654407723196400,Mon Mar 16 20:46:57 +0000 2020,@parker_s1 If you are still in need of assistance, please send us your booking number in a PM so we can take a look.
1239654225472258000,Mon Mar 16 20:46:13 +0000 2020,@parker_s1 Due to the travel restrictions, Icelandair might have to cancel flights in the following days. You will… https://t.co/zHjVO9lCHg
1239654084770173000,Mon Mar 16 20:45:40 +0000 2020,@parker_s1 Our current statements and policies regarding changes and cancellations can be reviewed here: https://t.co/qA3CxB5xSx
1239654060892008400,Mon Mar 16 20:45:34 +0000 2020,@parker_s1 Hi Stuart, our apologies for the delayed reply. We understand your concerns regarding travelling at this… https://t.co/G2HKomgomN
1239601312905531400,Mon Mar 16 17:15:58 +0000 2020,@fperezroa Hi Felipe, Please accept our sincerest apologies for the delayed reply. If you wish to change your booki… https://t.co/RnPRetJAal
1239599144903286800,Mon Mar 16 17:07:21 +0000 2020,@Leana_N Hi Leana, You can change your booking here: https://t.co/MCsa3puSCF Or Economy Light, Standard or Saga Pre… https://t.co/yU4hS7nD27
1239595387050229800,Mon Mar 16 16:52:25 +0000 2020,@Gentry93Pierce Hi Pierce, Sorry for our delayed reply. Please send us your booking number if you are still in need for assistance.
1239595008828850200,Mon Mar 16 16:50:55 +0000 2020,@lyris_1 Hi, It is possible to change your booking according to our policy online through ´manage booking´(except f… https://t.co/JgQkJPYp7i
1239581523189391400,Mon Mar 16 15:57:20 +0000 2020,@rghooper Hi, Sorry for our delayed reply. Please send us your booking number if you are still in need for assistance.
1239580310133706800,Mon Mar 16 15:52:30 +0000 2020,@DianeUnderhill6 Hi Diane, Sorry for our delayed reply. Please send us your booking number in a PM if you are still in need for assistance.
1239574193303441400,Mon Mar 16 15:28:12 +0000 2020,@taylormmadigan Hi Taylor. We apologize for the late reply. We are experiencing something unheard of. The quickest… https://t.co/DtpNgauuRB
1239573552497647600,Mon Mar 16 15:25:39 +0000 2020,@zuckerforwv Hi Stephanie, Sorry for our delayed reply. Please send us your booking number if you are still in need for assistance.
1239573146002473000,Mon Mar 16 15:24:02 +0000 2020,@SpartanPeach911 Hi, Sorry for the late reply.  Our flights to Boston are currently maintained. We ask you to check… https://t.co/acB5JzojDc
1239570120378331100,Mon Mar 16 15:12:01 +0000 2020,@amandakrutsick Hi Amanda, Sorry for the late response, our lines are busy. Can we assist you in any way?
1239561510873174000,Mon Mar 16 14:37:48 +0000 2020,@lesliemelissa_ Hi Leslie, sorry for our delayed reply. Please send us your booking number if you are still in need… https://t.co/lWz7qRKfS5
1239499014611099600,Mon Mar 16 10:29:28 +0000 2020,@SummerHope7 Hi Summer Sun, kindly send us your booking reference in a private DM so we can assist. We thank you fo… https://t.co/qUah1g9FIy
1239475479054372900,Mon Mar 16 08:55:57 +0000 2020,@bostorich Hi Ariel, thank you for contacting us. We see that you booked your tickets through a third party. Please… https://t.co/TM0IjjcT3h
1239386774318862300,Mon Mar 16 03:03:28 +0000 2020,@Paz_Stevens Hi there, our sincere apologies for the delayed response.  Kindly share with us your 6 alpha-numeric c… https://t.co/FCDipOaGuQ
1239381385066012700,Mon Mar 16 02:42:03 +0000 2020,@landjcarr Hi there, our sincere apologies for the delayed response.  Kindly share with us your 6 alpha-numeric cha… https://t.co/QsLcZApYFj
1239298749446393900,Sun Mar 15 21:13:41 +0000 2020,@sarahkhomewood Hi Sarah, we apologize for the delayed response. Due to the high volume of messages, our response t… https://t.co/wIZX9fKl6S
1239272947749093400,Sun Mar 15 19:31:09 +0000 2020,@yominkim Hi there, please accept our sincerest apologies for the delayed reply.  Here is a link to lost and found… https://t.co/JjN6cMRDNe
1239246779939541000,Sun Mar 15 17:47:11 +0000 2020,@imjasonshen Hi Jason. Please share with us your booking reference in a private message so we can assist.
1239230780653604900,Sun Mar 15 16:43:36 +0000 2020,@Gary_Chalmerrs Unfortunately not, you will need to contact the third party.
1239228183037251600,Sun Mar 15 16:33:17 +0000 2020,Update: 𝗖𝗵𝗮𝗻𝗴𝗲 𝘆𝗼𝘂𝗿 𝗯𝗼𝗼𝗸𝗶𝗻𝗴 𝘆𝗼𝘂𝗿𝘀𝗲𝗹𝗳: https://t.co/k5FxpRfKLA Now you can change your ticket online using your 6-di… https://t.co/7wywrGaCva
1239216919141666800,Sun Mar 15 15:48:31 +0000 2020,@skadooshle Hi there, we apologize for the delayed response. Due to the high volume of messages, our response time… https://t.co/ggEOPhXuon
1239213041092309000,Sun Mar 15 15:33:07 +0000 2020,@dvergur Góðan dag. Afsakaðu innilega sein svör, en vegna álags er svartími okkar ekki sá sem við stefnum að. Vinsa… https://t.co/DUKpweHJgT
1239209091219759000,Sun Mar 15 15:17:25 +0000 2020,@adaliaellis Hi there. We sincerely apologize for the late response. Please send us a private message so we can tak… https://t.co/SviFnXyDWL
1239204556199903200,Sun Mar 15 14:59:24 +0000 2020,@adaliaellis Hi there, please accept our sincerest apologies for the delayed reply. We need information on what fli… https://t.co/xGrOfUNQCO
1239199336506032000,Sun Mar 15 14:38:39 +0000 2020,@Madhulika_V Hi Madhulika. We sincerely apologize for the delayed reply. Thank you for your patience. We have repli… https://t.co/NNcucXRhpo
1239185972421636000,Sun Mar 15 13:45:33 +0000 2020,@beginswithE Hi Elaine. We have replied to your DMs.
1239181290055913500,Sun Mar 15 13:26:57 +0000 2020,@SanityOnTheRun Hi Jill, kindly send us your booking reference through a PM so we can better assist. Thank you!
1239179012406153200,Sun Mar 15 13:17:54 +0000 2020,@trappermarkelz Hi Trapper, we kindly encourage you to contact Expedia, as you are under their Terms and Conditions. Thank you!
1239177653195767800,Sun Mar 15 13:12:29 +0000 2020,@emilyjackowitz @EmmaMcKayyy Hi, Please accept our sincerest apologies for the delayed reply. The fastest way to ch… https://t.co/Q0U54F8ZRc
1239173833795555300,Sun Mar 15 12:57:19 +0000 2020,@RossWilcock Hi Ross, We are currently operating to Glasgow. As the situation is very dynamic please follow our tra… https://t.co/nbKDuCXWyC
1239155823613444000,Sun Mar 15 11:45:45 +0000 2020,@Gary_Chalmerrs @LO_Monaghan @douglasweaver09 @CheapOair Hi there, Please accept our sincerest apologies for the de… https://t.co/h2qZVghaKZ
1239147448049832000,Sun Mar 15 11:12:28 +0000 2020,@yitzisupdate Hi there, thank you for your continued patience. We have replied to your private DM.
1239134006056226800,Sun Mar 15 10:19:03 +0000 2020,@MQ_Adventures Hi, our apologies for not being able to respond to you prior to departure. If you are still in need… https://t.co/IyiLYvi601
1239123428906545200,Sun Mar 15 09:37:01 +0000 2020,@jaysee80 Hi Justin, We are sorry for the inconvenience. Please provide us your Booking details in a private messag… https://t.co/wql8rrN2fH
1238853872409600000,Sat Mar 14 15:45:54 +0000 2020,@Patsy_Quinn Hello Peter, as per latest information transit in Iceland is not allowed for non-US citizens. Please r… https://t.co/Z8UJR9KcO8
1238818533993091000,Sat Mar 14 13:25:29 +0000 2020,@knsh55a Hi Jim. Our sincere apologies for the late response. We have responded to your private message.
1238808812955582500,Sat Mar 14 12:46:51 +0000 2020,@DavidDunkin Hello David. We sincerely apologize for the late response. We have responded to your private message.
1238808261262037000,Sat Mar 14 12:44:40 +0000 2020,@M_R_Rosenberg Hello Mike. We are very sorry for the late response. We have now responded to your private message.
1238806632500519000,Sat Mar 14 12:38:11 +0000 2020,@OliviaS25252985 @sassybritt217 Hi Olivia. Our sincere apologies for the late response. If you are still in need of… https://t.co/pWGRL981AE
1238801217385566200,Sat Mar 14 12:16:40 +0000 2020,@Doddason Sæl Kári. Við biðjumst afsökunar á seinum svörum en mikið álag hefur verið hjá okkur síðustu daga. Vinsam… https://t.co/3JE3H6Bpt8
1238791412247904300,Sat Mar 14 11:37:42 +0000 2020,@Gary_Chalmerrs @LO_Monaghan @CheapOair You need to contact them as they are the ones who can modify your booking.… https://t.co/O8YQIdsXlY
1238788275336290300,Sat Mar 14 11:25:15 +0000 2020,@SherillforReal Hi Sherill, how can we assit you?
1238781687351427000,Sat Mar 14 10:59:04 +0000 2020,@SMabardi Hi Susan. Our sincere apologies for the late response. We have responded to your private message.
1238780314518007800,Sat Mar 14 10:53:37 +0000 2020,@sribrady12 Hi Sri. We have replied to your DMs. Information can be found on our website: https://t.co/MjCle5Hg1E https://t.co/gskSTY0yt7
1238778710943293400,Sat Mar 14 10:47:14 +0000 2020,@dzffffff @StudentUniverse Hi Darryl. We have replied to your DM. https://t.co/gskSTY0yt7
1238766250530136000,Sat Mar 14 09:57:43 +0000 2020,@AnnabelleKopack Hi Annie. We have replied to your DMs.
1238735472102424600,Sat Mar 14 07:55:25 +0000 2020,@Stormbrise Hi Marietta. We apologize for the late reply, this is due to an extremely high volume of incoming messa… https://t.co/UgVs9APLPh
1238732401771249700,Sat Mar 14 07:43:13 +0000 2020,@Sparkuus Hi Brian. We have replied to your DMs.
1238716314736373800,Sat Mar 14 06:39:18 +0000 2020,@nicolejdinicola Hi Nicole. Our apologies for the late response. We have responded to your private message.
1238641457080209400,Sat Mar 14 01:41:50 +0000 2020,@Allison73121519 Hi Allison, our sincere apologies for the delayed response.  We have responded to your DM.
1238636840078499800,Sat Mar 14 01:23:30 +0000 2020,@WandererBrian Hi Brian, our sincere apologies for the delayed response.  Kindly share with us your 6 alpha-numeric… https://t.co/WfZh4k5foX
1238522972928868400,Fri Mar 13 17:51:02 +0000 2020,2/2 ✈️Include your booking ref in communications. ✈️If you sent us a request, please refrain from contacting us mul… https://t.co/xSvV3RoGXl
1238522592253927400,Fri Mar 13 17:49:31 +0000 2020,1/2 We assure you that we have all hands on deck. Here's how you can help:  ✈️Read our FAQs:… https://t.co/tQxND7Nen3
1238475996187279400,Fri Mar 13 14:44:21 +0000 2020,@DemijadeM Hi Demi-Jade. We are sorry to hear about your baggage. If you are still in need of assistance, please se… https://t.co/ktvPrmQi6d
1238475660554915800,Fri Mar 13 14:43:01 +0000 2020,@michaelagarland Hi Michaela. We apologize for the late reply, this is due to an extremely high volume of incoming… https://t.co/zYdBO0GV3k
1238473355776450600,Fri Mar 13 14:33:52 +0000 2020,@o_mommaosh Hi Mary. We apologize for the late response. Our current statements and policies regarding changes and… https://t.co/aYw8SIM6pX
1238461976252166100,Fri Mar 13 13:48:39 +0000 2020,@autumngranza @Expedia Hi there. Please share with us your booking reference in a direct message so we can further assist.
1238457578876735500,Fri Mar 13 13:31:10 +0000 2020,@Jay_TheShark Hi Jason, we sincerely apologize for the delayed response. Due to the high volume of messages, our re… https://t.co/tDNp6RUiHQ
1238455792354898000,Fri Mar 13 13:24:04 +0000 2020,@MrsTheDagel Hi Jessica. Our sincere apologies for the late response.  Our current statements and policies regardin… https://t.co/74zQd2Zb6s
1238450871505125400,Fri Mar 13 13:04:31 +0000 2020,@JEMehalick Hi Janice, we apologize for the delayed response. Due to the high volume of messages are response time… https://t.co/APrTamCgCb
1238447582470459400,Fri Mar 13 12:51:27 +0000 2020,@SandraR29515263 Hi Sandra, we apologize for the delayed repsonse, due to the high volume of messages our response… https://t.co/Bj4K25QIOf
1238447220908789800,Fri Mar 13 12:50:01 +0000 2020,@MaxineNikita Hi Maxine, we apologize for the delayed response. We have replied to your private message we look for… https://t.co/4UJcXwvCap
1238437784869798000,Fri Mar 13 12:12:31 +0000 2020,@lovelyastrie Hi Astrie, there is no such regulation at the moment, we advise check the Icelandic Directorate of He… https://t.co/M1x9RSs3gc
1238433047424442400,Fri Mar 13 11:53:42 +0000 2020,@TorvaldUruz Hi there, we apologize for the delayed response. We can certainly look into your booking for you. Coul… https://t.co/dRuRb7JBtX
1238413142893437000,Fri Mar 13 10:34:36 +0000 2020,@UnionMaiden Hi Eileen. We have responded to your direct message.
1238383051643781000,Fri Mar 13 08:35:02 +0000 2020,@clairefraser123 Hi Claire, we have replied to your DM. Thank you for your patience.
1238333748644581400,Fri Mar 13 05:19:07 +0000 2020,@Johnny_C21 Hi John, please give us your booking reference in DM so we can take a look. https://t.co/gskSTY0yt7
1238231382490599400,Thu Mar 12 22:32:21 +0000 2020,@mwkitching Hi Michael, As of now flight is operating as planned. Please follow our travel alert: https://t.co/MjCle5Hg1E.
1238228018398662700,Thu Mar 12 22:18:59 +0000 2020,@Phillip10590171 Hi Philip, As a US citizen you are not affected by the travel ban. Please follow our travel alert… https://t.co/IvMCgq0pUE
1238226875970773000,Thu Mar 12 22:14:27 +0000 2020,@yellowjersey1 As of now you will not be affected, as the travel ban applies only for Europeans in the Schengen area.
1238226311044268000,Thu Mar 12 22:12:12 +0000 2020,@fragileuk1 Hi, as of now flights to New York are planned to be operated as scheduled. Please follow our travel ale… https://t.co/llpRIFrBGa
1238223511375753200,Thu Mar 12 22:01:04 +0000 2020,@yellowjersey1 Hi, depending on your citizenship the travel ban will apply or not. Please follow our travel alert u… https://t.co/SRGJXEHIN9
1238221980823928800,Thu Mar 12 21:54:59 +0000 2020,@ClimbArmy Hi Trevor, This is dependent on your citizenship and destination. Could you please provide us with your… https://t.co/K1I3CB3a7C
1238220738454343700,Thu Mar 12 21:50:03 +0000 2020,@PaperStreetDigi Hi, US citizens are not affected by the travel ban and flights to the US are operated depending on… https://t.co/PQ8DGnKA47
1238218383725912000,Thu Mar 12 21:40:42 +0000 2020,@April_McKeown18 Hi April, the travel ban does not apply for US citizens. Please follow our travel alert under https://t.co/MjCle5Hg1E .
1238213870147207200,Thu Mar 12 21:22:46 +0000 2020,@mr_lorne Hi Lorne. We apologize for the late reply, this is due to the high volume of incoming messages due to the… https://t.co/JxIy6djOi6
1238212639517540400,Thu Mar 12 21:17:52 +0000 2020,@tobywinn @tswizzleokur Flights will still be operating to the US, as travel ban applies not to US citizens. Please… https://t.co/0ycuijbicq
1238208030681989000,Thu Mar 12 20:59:33 +0000 2020,@sassyred720 Hi Emma, as of now flights to to Washington DC will operated as scheduled. As the situation is still d… https://t.co/8GoJAAlM0i
1238169282686726100,Thu Mar 12 18:25:35 +0000 2020,@dinogo22 Hi Diane. We thank you for your patience. We apologize for the late reply, this is due to the extremely h… https://t.co/JlEUryfv8u
1238152973886410800,Thu Mar 12 17:20:47 +0000 2020,@pjdsfe @CaddieK @Wildirish216 @ScottPresler @realDonaldTrump Hi Patty, we apologize for the delayed response. Due… https://t.co/LCBDIuBZ3E
1238150888696447000,Thu Mar 12 17:12:30 +0000 2020,@Tcmd17 Hi Teresa, we apologize for the delayed response. Due to the high volume of messages, we are unable to resp… https://t.co/XRqk6QvCPm
1238150541848576000,Thu Mar 12 17:11:07 +0000 2020,@Leana_N Hi Leana, This would still be possible, if you are a US citizen. As the situation is still developing our… https://t.co/JrFCFqA2WK
1238137084893945900,Thu Mar 12 16:17:39 +0000 2020,@SomaPsycheYogi Hi Inge, we will reply to your PM shortly.
1238131804630122500,Thu Mar 12 15:56:40 +0000 2020,Traveling during the COVID-19 outbreak can raise many questions. Your safety is our priority. We want to share some… https://t.co/WBQIn7ZsbG
1238097649284325400,Thu Mar 12 13:40:56 +0000 2020,@VariabilityBlog Hi Victor, As Iceland is part of the Schengen area there is an impact for passengers. Please find… https://t.co/sjruZOE0Q7
1238091681045545000,Thu Mar 12 13:17:14 +0000 2020,@grildur Það er gott að heyra, Hildur. Við þökkum þolinmæðina.
1238051569477836800,Thu Mar 12 10:37:50 +0000 2020,Uncertain times mean many questions. Thank you for your patience – be assured, our team is working on your answers.… https://t.co/5YJFrSrS7y
1237972948323106800,Thu Mar 12 05:25:25 +0000 2020,@PunkGunni Sæll Gunni, endilega sendu okkar bókunarnúmerið þitt í einkaskilaboðum svo að við getum skoðað þetta nánar.
1237972588573401000,Thu Mar 12 05:24:00 +0000 2020,@grildur Sæl Hildur, vegna COVID-19 höfum við þurft að gera breytingar á flugáætlun okkar, ef að breytingin er ekki… https://t.co/EYvt59HbxW
1237971449333383200,Thu Mar 12 05:19:28 +0000 2020,@spot5 Hi there, then the change would be made according to the rule of the fare you are booked on.
1237915532214636500,Thu Mar 12 01:37:16 +0000 2020,@Bring_Me_Bread If you send us your booking reference in DM we can take a look for you. https://t.co/gskSTY0yt7
1237895674831593500,Thu Mar 12 00:18:22 +0000 2020,@Bring_Me_Bread Hi there, Our current statements and policies regarding changes and cancellations can be reviewed h… https://t.co/iksJMatlDX
1237835047811666000,Wed Mar 11 20:17:27 +0000 2020,@Inga_Ros Sæl Inga, þú getur séð allar upplýsingar um breytingar og afbókanir vegna COVID-19 á síðunni okkar hér:… https://t.co/d9eUSsakG3
1237815984565751800,Wed Mar 11 19:01:42 +0000 2020,@YourTrvlHndbk You are welcome.  The guidelines are listed here: https://t.co/CTD6ppBDMF.
1237729316676526000,Wed Mar 11 13:17:19 +0000 2020,@graciepearlman Hi Gracie, our sincere apologies. Can you please send us DM with your booking reference number and… https://t.co/oiWafRRFT0
1237668179591270400,Wed Mar 11 09:14:23 +0000 2020,@AllysonPulleyn Hi Allyson, please contact our package department and they will look into this for you https://t.co/NOhaNKiJ3G.
1237590327650734000,Wed Mar 11 04:05:02 +0000 2020,@eclevine7 Hi Emma. We are sorry to hear about your experience. Please send us a DM with your booking number and fu… https://t.co/4TjXnyYUAT
1237571311687225300,Wed Mar 11 02:49:28 +0000 2020,@RyanD344 Hi Ryan. The situation is being constantly monitored. Our current statements and policies regarding chang… https://t.co/nuRdTkJKeg
1237555078380187600,Wed Mar 11 01:44:58 +0000 2020,@Val0uuuuu_ Hi there. Kindly share with us your 6 alpha-numeric character booking reference or 13 letter ticket num… https://t.co/KE3qG52ljP
1237405477987930000,Tue Mar 10 15:50:30 +0000 2020,@YourTrvlHndbk Hi Mel, you can see all the details on our fares through our website here: https://t.co/ndHN6eCHzf
1237184054560260000,Tue Mar 10 01:10:39 +0000 2020,@SEHughes11 Hi Samantha. Here you can see the high-risk areas: https://t.co/Z9QBeq3pCI
1237155720254107600,Mon Mar 09 23:18:03 +0000 2020,@mjmeem @Delta Hi Mira. Please share with us your booking details in a DM so we can look into this for you. Thank y… https://t.co/wIod8UdV8a
1237151823703744500,Mon Mar 09 23:02:34 +0000 2020,@echo_sid Hi Anubhav. Do not hesitate to share with us your booking reference in a DM if you still need assistance.… https://t.co/pZzbQyIK78
1237151376242880500,Mon Mar 09 23:00:47 +0000 2020,@maggim Hi Maggi. We are sorry to hear that. Do not hesitate to share with us your booking reference in a DM if you… https://t.co/37Lo0npAva
1237150193520345000,Mon Mar 09 22:56:05 +0000 2020,@EVE_Tetsel Hi Tetsel. Yes, if you are traveling to Iceland from a high-risk area, Icelandic authorities recommend… https://t.co/SvXlJhocw8
1237148839972405200,Mon Mar 09 22:50:43 +0000 2020,@CatarinaCarmo19 Hi Catarina. We are sorry to hear this. Please share with us your booking reference and some furth… https://t.co/mxdfbaeNvM
1237147595388133400,Mon Mar 09 22:45:46 +0000 2020,@theonlyDutke Hi Adam. We are sorry to hear that. Do not hesitate to share with us your booking details in a DM so… https://t.co/dOILNqzqcW
1237091780237103000,Mon Mar 09 19:03:59 +0000 2020,@SEHughes11 Hi Samantha, you can see all information on changes due to the COVID-19 on our website here: https://t.co/m6VbIX6P5e
1236930459864576000,Mon Mar 09 08:22:57 +0000 2020,@efranklinauthor Hi Emily. This situation is ongoing and our teams are constantly monitoring its progression, as ar… https://t.co/ONYa00cXIQ
1236862930492297200,Mon Mar 09 03:54:37 +0000 2020,@haddad_lyn Hi Lyn, We are very sorry to hear this, you can send us a DM and we can look into this matter for you. https://t.co/gskSTY0yt7
1236840157887844400,Mon Mar 09 02:24:07 +0000 2020,@yitzisupdate If a flight gets cancelled then we can certainly offer a full refund of the fare.
1236837307178680300,Mon Mar 09 02:12:48 +0000 2020,@BRCTweets Hi Barbara, We are sorry to have let you down, we are constantly reviewing our policy so please do send… https://t.co/LVHN8wzGr6
1236812218311815200,Mon Mar 09 00:33:06 +0000 2020,@JesseBWendel Hi Jesse, We sincerely apologize for the difficulties reaching us, please send us a DM with your book… https://t.co/JGvxlqaxMW
1236802587350859800,Sun Mar 08 23:54:50 +0000 2020,@swangnswang Hi Nichole, Yes, that is correct, if you need further assistance then please send us your booking refe… https://t.co/eGoRDQr6me
1236627774317740000,Sun Mar 08 12:20:11 +0000 2020,@dontneedtweets Hi there! The flight from Orlando today is on time.
1236463810891993000,Sun Mar 08 01:28:39 +0000 2020,@alenpalander Hi Alen, We are very sorry to hear this, can you please send us further details via DM so we can investigate?
1236447109169152000,Sun Mar 08 00:22:17 +0000 2020,@SageRobinson Hi Sage, please so send us a DM with your booking information and we can look into this for you. https://t.co/gskSTY0yt7
1236427873088688000,Sat Mar 07 23:05:51 +0000 2020,@cbreitkreutz Hi Cathy, thank you for your message, we recommend contacting our package team directly here;… https://t.co/5r4LmBFPU6
1236421860075561000,Sat Mar 07 22:41:57 +0000 2020,@PeijieGao Hi Peijie, apologies for the delayed response.  Kindly share with us your 6 alpha-numeric character book… https://t.co/eT0OmGWQAA
1236421524984381400,Sat Mar 07 22:40:37 +0000 2020,@matt10ore Hi Matthew, for now, standard fare rules would apply to those travel dates. But as the situation is stil… https://t.co/4IEAACKMoJ
1236417580358869000,Sat Mar 07 22:24:57 +0000 2020,@wecooking Hi SC, Please do send us your booking reference via a DM and we would be happy to check this for you.
1236415439758033000,Sat Mar 07 22:16:26 +0000 2020,@silentthree Hi David, Thank you for your message. Difference in fare is dependant on how many seats are available… https://t.co/4wpjTqfUH8
1236414312153059300,Sat Mar 07 22:11:58 +0000 2020,@MalinMartnes Hi Malin, apologies for the delayed response. Kindly share with us the case number attached to your r… https://t.co/ay95oHixkH
1236385340459450400,Sat Mar 07 20:16:50 +0000 2020,@jukkan Hi Jukka, apologies for the delayed response.  Kindly share with us your 6 alpha-numeric character booking… https://t.co/8h3MYy3X9s
1236384869330104300,Sat Mar 07 20:14:58 +0000 2020,@sadieblach Hi Sadie, apologies for the delayed response.  Kindly share with us your 6 alpha-numeric character book… https://t.co/olck9eWV4d
1236384160547254300,Sat Mar 07 20:12:09 +0000 2020,@ericruise_ Hi there, apologies for the delayed response.  Kindly share with us your 6 alpha-numeric character book… https://t.co/HYNpfMhZrF
