id,created_at,text
1259666071994466300,Mon May 11 02:06:09 +0000 2020,@yxtay Congratulations YuXuan! Here's hoping more success will come your way! - MG
1253320219398824000,Thu Apr 23 13:50:00 +0000 2020,@Firadaus11 Great to see that you liked it. Enjoy your swag! -TP
1253268622656618500,Thu Apr 23 10:24:58 +0000 2020,@SurajKu28969743 Cool, keep us posted! -JR
1253264769211150300,Thu Apr 23 10:09:40 +0000 2020,@SurajKu28969743 Hi Suraj, sorry to hear that. Have you tried to contact the Coursera support team here https://t.co/wKHcqLM9ff. -JR
1253231928754483200,Thu Apr 23 07:59:10 +0000 2020,@firmanfathoni_ @GoogleCloud_ID @googledevs @Google @qwiklabs Thank you for sharing this photo. Happy that you enjoy it, Firman. -TP
1253229081497424000,Thu Apr 23 07:47:51 +0000 2020,@despens Thank you for reporting the issue, we'll have the team check it out as soon as possible. -LH
1253226475513413600,Thu Apr 23 07:37:30 +0000 2020,@despens Hey Dragan, does this issue also occur if you clear the cache and cookies and disable all browser extensio… https://t.co/HhzN2t6X2p
1253220563927076900,Thu Apr 23 07:14:00 +0000 2020,@srikanthkarra Amazing work Srikanth, well done! Thanks for sharing! 😃 -GW
1253200782926758000,Thu Apr 23 05:55:24 +0000 2020,@iqrar99_ Oh they are so cool! Thanks for attending the event! -JR
1253181514860421000,Thu Apr 23 04:38:50 +0000 2020,@thivy Hi there, sorry to hear that. Can you try to register through an incognito window and see if it works? -JR
1253062058628862000,Wed Apr 22 20:44:10 +0000 2020,RT @KubernetesPod: For our 100th episode extravaganza we welcome back Paris Pittman (@ParisInBmore) to reflect on how the #Kubernetes commu…
1253061933240107000,Wed Apr 22 20:43:40 +0000 2020,RT @uhoelzle: Anthos now is GA on AWS, with Azure coming soon.  And that's just the start: also coming soon are support for VMs (not just c…
1253048005499990000,Wed Apr 22 19:48:19 +0000 2020,RT @googlecloud: To help healthcare organizations deal with the unique needs that are emerging in response to COVID-19, we're announcing: ✅…
