id,created_at,text
1259460680597430300,Sun May 10 12:30:00 +0000 2020,Heute wird in vielen Ländern #Muttertag gefeiert. In liebevoller Dankbarkeit denke ich an alle Mütter und vertraue… https://t.co/sfQtIEiinm
1259430480514027500,Sun May 10 10:30:00 +0000 2020,Im #Tagesevangelium (Joh 14,1-12) zeigt uns Jesus zwei Mittel gegen die Verwirrung des Herzens: sich nicht auf sich… https://t.co/P7Dt2nBsfV
1253617174989717500,Fri Apr 24 09:30:00 +0000 2020,Jesus formte das Herz der Apostel, damit sie den Menschen dienen. Er lehrte sie diese pastorale Haltung, das heißt… https://t.co/lZH60XXWYj
1253602765860999200,Fri Apr 24 08:32:44 +0000 2020,#Betenwirgemeinsam für die Lehrenden, die sehr viel arbeiten müssen, um den Unterricht über Internet oder andere Me… https://t.co/NPXcDNJaFu
1253284986649817000,Thu Apr 23 11:30:00 +0000 2020,Diese Pandemie zeigt uns, dass es keine Unterschiede und Grenzen zwischen den Betroffenen gibt. Wir sind alle zerbr… https://t.co/qBBcsr4Mbs
1253264853395017700,Thu Apr 23 10:10:00 +0000 2020,Es gibt Familien in Not, die nicht arbeiten können und nichts zu essen haben, und dann nehmen die Wucherer ihnen no… https://t.co/9JNiokClX1
1253257269606854700,Thu Apr 23 09:39:52 +0000 2020,Das Geheimnis Petri ist das Gebet Jesu: Jesus betet für Petrus, dass sein Glaube nicht erlischt. Und was er für Pet… https://t.co/yR2xSnPBZ6
1252922598247116800,Wed Apr 22 11:30:00 +0000 2020,Der internationale Tag der Erde ist eine Gelegenheit, die Verpflichtung zu bekräftigen, unser gemeinsames Haus zu l… https://t.co/1wUtGVSRtD
1252915052421828600,Wed Apr 22 11:00:01 +0000 2020,Lassen wir die Liebe Gottes, der seinen Sohn gesandt hat, in unser Herz hinein, um mit dem Licht des Heiligen Geist… https://t.co/18EF1I3E4t
1252907499348353000,Wed Apr 22 10:30:00 +0000 2020,Im Stand der Sünde sind wir wie „menschliche Fledermäuse“, die sich nur in der Nacht bewegen. Im Dunkeln zu leben i… https://t.co/re9lZAFJKk
1252903572242600000,Wed Apr 22 10:14:24 +0000 2020,In dieser Zeit, die von uns große Einheit verlangt, wollen wir für Europa beten, dass es ihm gelinge, die geschwist… https://t.co/30ZIo6B0mQ
1252560211572928500,Tue Apr 21 11:30:00 +0000 2020,In der Prüfung, die wir gerade durchmachen, wurden wir uns unserer Zerbrechlichkeit bewusst. Wir brauchen den Herrn… https://t.co/BEyOrfKqL1
1252540077672202200,Tue Apr 21 10:10:00 +0000 2020,Vieles kann unsere Gemeinschaften spalten: Geld, Eitelkeit, Geschwätz. Der Heilige Geist befreit uns davon. Er ist… https://t.co/SOPdaM45oT
1252536259454668800,Tue Apr 21 09:54:49 +0000 2020,Zurzeit herrscht sehr viel Stille. Diese Stille ist ein wenig neu für uns im Alltag. Möge sie uns lehren zuzuhören… https://t.co/BX6kUHumbG
1252197823283630000,Mon Apr 20 11:30:00 +0000 2020,Die Antwort der Christen in den Stürmen des Lebens und der Geschichte kann nur Barmherzigkeit sein: mitfühlende Lie… https://t.co/NYIRnVcXpO
1252171505976443000,Mon Apr 20 09:45:25 +0000 2020,Christ sein heißt nicht nur, die Gebote zu erfüllen, sondern „von oben geboren zu werden“ und zuzulassen, dass der… https://t.co/MuJZ6XEWmb
1252164018300760000,Mon Apr 20 09:15:40 +0000 2020,#Betenwirgemeinsam für die Männer und Frauen, die zur Politik berufen sind. Die Politik ist eine hohe Form der Näch… https://t.co/9l6M1xb4Cv
1251842988256358400,Sun Apr 19 12:00:01 +0000 2020,Der Herr wartet darauf, dass wir ihm unser Elend bringen, damit er uns seine Barmherzigkeit zeigen kann.… https://t.co/7ZUzjmhtYi
1251835434461585400,Sun Apr 19 11:30:00 +0000 2020,Gottes treue und geduldige Barmherzigkeit wird nicht müde, seine Hand nach uns auszustrecken. Er möchte, dass wir i… https://t.co/6vpzeQ0Jqr
1251827887180673000,Sun Apr 19 11:00:00 +0000 2020,Heute lässt die entwaffnete und entwaffnende Liebe Jesu das Herz von Thomas wieder auferstehen. Wie der Apostel öff… https://t.co/1tGyVHySI4
1251443561591079000,Sat Apr 18 09:32:50 +0000 2020,Woher kommt der Mut der Apostel? Es ist eine Gabe des Heiligen Geistes. Die Offenheit und der Mut sind eine Gabe, d… https://t.co/NCJNEpJsP1
1251425960190259200,Sat Apr 18 08:22:53 +0000 2020,Denken wir an die schwierige Arbeit der Beschäftigten im Gesundheitswesen, der Krankenpfleger, Schwestern und Ärzte… https://t.co/1q0XToKHbl
1251092180233597000,Fri Apr 17 10:16:34 +0000 2020,Die Jünger sind in der Vertrautheit mit dem Herrn gewachsen. Der Herr lehre auch uns diese Vertrautheit mit ihm. Di… https://t.co/VvtficQ2qW
1251066284336451600,Fri Apr 17 08:33:40 +0000 2020,#Betenwirgemeinsam für alle schwangeren Frauen, die sich als werdende Mütter fragen: „In welcher Welt wird mein Kin… https://t.co/gllGQ9DiNJ
1250747035894141000,Thu Apr 16 11:25:05 +0000 2020,„Die Freude am Herrn ist eure Stärke“ (Neh 8,10). Die große Stärke, mit der wir als Zeugen des Lebens weitergehen k… https://t.co/l9an1TgRQ9
1250724478801281000,Thu Apr 16 09:55:27 +0000 2020,Das #Tagesevangelium (Lk 24,35-48) ist eine meiner Lieblingsstellen: „Sie konnten es vor Freude nicht glauben“ (V.… https://t.co/fKmlGVzUNQ
1250699084203204600,Thu Apr 16 08:14:33 +0000 2020,#Betenwirgemeinsam auch für die Apothekerinnen und Apotheker, die zusammen mit Ärzten und Pflegekräften sehr viel a… https://t.co/gyCLB3SOWD
1250385883301208000,Wed Apr 15 11:30:00 +0000 2020,Kinder Gottes werden die genannt, die die Kunst des Friedens erlernt haben und sie zur Anwendung bringen, die wisse… https://t.co/3VMBSaFRq4
1250354655667912700,Wed Apr 15 09:25:55 +0000 2020,Gottes Treue ist eine geduldige Treue mit seinem Volk. Er hört zu, führt, legt behutsam dar und entflammt die Herze… https://t.co/VXpRgO45mk
1250341247849386000,Wed Apr 15 08:32:38 +0000 2020,#Betenwirgemeinsam für die älteren Menschen, die allein sind oder in Altenheimen wohnen und davor Angst haben, alle… https://t.co/jhl927xwNt
1250023496467579000,Tue Apr 14 11:30:00 +0000 2020,Die Auferstehung Jesu sagt uns, dass der Tod nicht das letzte Wort hat, sondern das Leben. Wenn Christus auferstand… https://t.co/CsPaRSuNhF
1249997296986660900,Tue Apr 14 09:45:54 +0000 2020,Sich bekehren heißt zur Treue zurückkehren. Bitten wir heute um die Gnade, weniger selbstsicher als vielmehr treu z… https://t.co/VimWGn6ixG
1249981505797083100,Tue Apr 14 08:43:09 +0000 2020,#BetenwirGemeinsam, dass der Herr uns die Gnade der Einheit untereinander gebe. In den Schwierigkeiten dieser Zeit… https://t.co/vtNZixIat7
1249661107331006500,Mon Apr 13 11:30:00 +0000 2020,Im #Evangeliumvonheute haben wir von den Frauen gehört, die den Aposteln die Botschaft der Auferstehung Jesu bracht… https://t.co/xFlY7XbPSB
1249634656741359600,Mon Apr 13 09:44:53 +0000 2020,Entweder setzen wir auf das Leben, auf die Auferstehung der Völker, oder wir setzen auf den Gott des Geldes und keh… https://t.co/CvJr2JMsZs
1249627026849489000,Mon Apr 13 09:14:34 +0000 2020,#Betenwirgemeinsam für die Regierenden, die Wissenschaftler und die Politiker, die beginnen, den Ausstieg in die Ze… https://t.co/pfLIFWE8bC
1249298720471920600,Sun Apr 12 11:30:00 +0000 2020,Liebe Brüder und Schwestern, Gleichgültigkeit, Egoismus, Spaltung und Vergessen sind wahrlich nicht die Worte, die… https://t.co/GD7gyofeIA
1249291170985005000,Sun Apr 12 11:00:00 +0000 2020,In dieser Nacht ist nun die Stimme der Kirche erklungen: »Er lebt, der Herr, meine Hoffnung!«. Es geht hier um eine… https://t.co/GWUYmDLKWy
1249079776683249700,Sat Apr 11 21:00:00 +0000 2020,Setzen wir uns dafür ein, dass die Todesschreie verstummen, genug der Kriege! Die Abtreibungen, die das unschuldige… https://t.co/ixpkuaiRZ9
1249078374745727000,Sat Apr 11 20:54:25 +0000 2020,Habt keine Angst, fürchtet euch nicht – das ist die Botschaft der Hoffnung. Sie gilt uns, heute. Es sind die Worte,… https://t.co/OGdwCE7XRK
1249077260273029000,Sat Apr 11 20:50:00 +0000 2020,Heute Nacht erlangen wir ein Grundrecht: das Recht auf Hoffnung. Es ist eine neue, lebendige Hoffnung, die von Gott… https://t.co/MhmGAcYR6A
1248958983508906000,Sat Apr 11 13:00:00 +0000 2020,Blicken wir auf das Grabtuch von Turin, so erkennen wir die Gestalt des Gottesknechtes, die in der Passion Jesu rea… https://t.co/isIGq2BiJt
1248898584260550700,Sat Apr 11 09:00:00 +0000 2020,Dieses von den Wunden entstellte Antlitz vermittelt einen tiefen Frieden. Sein Blick sucht nicht unsere Augen, sond… https://t.co/8rQaCAPXx8
1248505998408474600,Fri Apr 10 07:00:00 +0000 2020,Sieh dir die geöffneten Arme des gekreuzigten Christus an, lass dich immer von neuem retten. #Betenwirgemeinsam… https://t.co/VMjFuBeiqP
1248211557621698600,Thu Apr 09 11:30:00 +0000 2020,#Betenwirgemeinsam. Die liturgischen Feiern der Heiligen Woche:  https://t.co/ybRlA0S5xR https://t.co/0WafVJWQsu
1248176587696156700,Thu Apr 09 09:11:03 +0000 2020,Liebe Brüder im Priesteramt, wir wurden gesalbt, um zu salben und unser Leben hinzugeben. Bitten wir heute um die D… https://t.co/1uPeT68tsK
1247856720258318300,Wed Apr 08 12:00:00 +0000 2020,Vom geöffneten Herzen des Gekreuzigten gelangt Gottes Liebe zu einem jeden von uns. Lassen wir seinen Blick auf uns… https://t.co/rHnFgzOhzu
1247818969530003500,Wed Apr 08 09:30:00 +0000 2020,Werden wir uns des kleinen Judas bewusst, den jeder von uns in sich hat. Jeder hat die Fähigkeit, zwischen Loyalitä… https://t.co/rxynatGPxn
1247793019203379200,Wed Apr 08 07:46:53 +0000 2020,Beten wir heute für die Menschen, die in dieser Zeit mit den Bedürftigen Geschäfte machen, von der Not der anderen… https://t.co/BZiGmTn9Eb
1247494331394445300,Tue Apr 07 12:00:00 +0000 2020,Verweilen wir in diesen heiligen Tagen zu Hause vor dem Gekreuzigten, an dem sichtbar wird, wie sehr Gott uns liebt… https://t.co/1zW74NNsd0
1247461208824791000,Tue Apr 07 09:48:23 +0000 2020,Im Leben kommt es immer wieder vor, dass wir fallen; ein jeder von uns ist ein Sünder. Was aber zählt ist die Haltu… https://t.co/uvmKQ1ecZ2
1247440024586633200,Tue Apr 07 08:24:12 +0000 2020,In diesen Tagen der #Fastenzeit haben wir gesehen, welche Verfolgung Jesus erdulden musste, wie er aus blinder Wut… https://t.co/1jFzu3vrLQ
1247131946494447600,Mon Apr 06 12:00:01 +0000 2020,Das Drama, das wir gerade durchleben, drängt uns, die ernsten Dinge ernst zu nehmen und uns nicht in Belanglosigkei… https://t.co/duBkhVDjv2
1247105518063235000,Mon Apr 06 10:15:00 +0000 2020,Wir werden nach unserem Umgang mit den Armen beurteilt werden. Wenn Jesus sagt: „Die Armen habt ihr immer bei euch“… https://t.co/OsP395yjay
1247071099617190000,Mon Apr 06 07:58:14 +0000 2020,In überfüllten Gefängnissen besteht die Gefahr, dass diese Pandemie in einer großen Katastrophe endet.… https://t.co/kyGcJMZOwK
1246784657556988000,Sun Apr 05 13:00:01 +0000 2020,Liebe Jugendliche, fühlt euch berufen, euer Leben einzusetzen. Habt keine Angst, es für Gott und die anderen zu geb… https://t.co/baVhU6eLgR
1246777104642928600,Sun Apr 05 12:30:00 +0000 2020,Gott hat uns gerettet, indem er uns dient. Wir denken im Allgemeinen, dass wir es sind, die Gott dienen. Nein, er i… https://t.co/XyhitgYUf5
1246769555688448000,Sun Apr 05 12:00:00 +0000 2020,Jesus erlebte die totale Verlassenheit, die ihm an sich ganz fremd ist, um mit uns vollkommen solidarisch zu sein.… https://t.co/4HKPFNpCe1
1246762004301459500,Sun Apr 05 11:30:00 +0000 2020,Der Vater hat den Dienst Jesu mitgetragen: Er beseitigte das Böse nicht, das über seinen Sohn hereinbrach, sondern… https://t.co/HGLTg71y8D
1246754629217661000,Sun Apr 05 11:00:41 +0000 2020,Es fehlen einem die Worte: Gott hat uns gerettet, indem er zuließ, dass unser Böses sich gegen seinen Sohn richtete… https://t.co/zk8xLp06KW
1246444916038750200,Sat Apr 04 14:30:00 +0000 2020,#Betenwirgemeinsam  https://t.co/Kkfu3iG0yv https://t.co/kuCnG5qmZn
1246407167386644500,Sat Apr 04 12:00:00 +0000 2020,Allein sind wir nicht in der Lage, den Staub zu entfernen, der unsere Herzen beschmutzt. Nur Jesus, der unser Herz… https://t.co/GFIN1PszYL
1246379367598633000,Sat Apr 04 10:09:32 +0000 2020,Wir sollten gewohnheitsmäßig auf das Fortschreiten der Versuchung in uns achtgeben, das unser Herz vom Guten zum Bö… https://t.co/eIrVtMusOi
1246366879943397400,Sat Apr 04 09:19:55 +0000 2020,In dieser Zeit des Leidens erfahren die Menschen, dass ihnen viel Gutes getan wird. Es gibt aber auch manche Vorste… https://t.co/PjL8fS6eky
1246139465560703000,Fri Apr 03 18:16:15 +0000 2020,Liebe Freunde, guten Abend! Heute Abend habe ich die Möglichkeit, euch daheim zu besuchen auf eine etwas andere Wei… https://t.co/S8xeSfQGHo
1246044779189694500,Fri Apr 03 12:00:00 +0000 2020,Heute möchte ich allen jungen Müttern danken, die sich mit verständlichen Ängsten auseinandersetzen müssen, und auc… https://t.co/a9oyG8OrOJ
1246015696456372200,Fri Apr 03 10:04:26 +0000 2020,An diesem Freitag wollen wir an die Schmerzen Marias,der Schmerzensmutter,denken und sagen:„Danke,dass du zugestimm… https://t.co/DK8YMpFa45
1245987023174983700,Fri Apr 03 08:10:30 +0000 2020,Bereits jetzt denken einige an die Zeit nach der Epidemie, an die Probleme, die dann auf uns zukommen werden: Armut… https://t.co/xUoxsIBy6Q
1245723914438758400,Thu Apr 02 14:45:00 +0000 2020,https://t.co/zPPPqj3xNX
1245686778473984000,Thu Apr 02 12:17:26 +0000 2020,#Betenwirgemeinsam auch für die Schwierigkeiten, vor denen in diesen Tagen die Familien mit Kindern mit #Autismus u… https://t.co/dJSucHAl1G
1245647872881594400,Thu Apr 02 09:42:50 +0000 2020,Unser christliches Leben sei wie das unseres Vaters Abraham: der Erwählung durch Gott bewusst gehe es freudig den W… https://t.co/jqCPT3wv0G
1245621336354873300,Thu Apr 02 07:57:23 +0000 2020,Diese Tage voll Schmerz und Traurigkeit lassen viele verdeckte Probleme unserer Gesellschaft hervortreten. Bitten w… https://t.co/godVSb3YC3
1245312453342376000,Wed Apr 01 11:30:00 +0000 2020,Was bedeutet ein "reines" Herz? Die Reinigung des Herzens ist ein Prozess der Befreiung und des Verzichts. Wer ein… https://t.co/QvTW9EHSkd
1245298317820678100,Wed Apr 01 10:33:50 +0000 2020,„Wenn ihr in meinem Wort bleibt, seid ihr wahrhaft meine Jünger“ (Joh 8,31). Der Jünger ist ein freier Mensch, weil… https://t.co/8CDtMd5Ku3
1245264021361692700,Wed Apr 01 08:17:33 +0000 2020,#Betenwirgemeinsam für alle, die in den Medien arbeiten – für die Kommunikation und für die Information, auf dass d… https://t.co/rBikv4A3cT
1244957616175894500,Tue Mar 31 12:00:00 +0000 2020,Der Herr befreit und heilt das Herz, wenn wir demütig und vertrauensvoll zu ihm rufen. #Fastenzeit
1244929966971773000,Tue Mar 31 10:10:08 +0000 2020,Jesus hat unsere Sünden auf sich genommen, ja sich selbst für uns zur Sünde gemacht. Dies ist nicht leicht zu verst… https://t.co/U3J7rFXFvh
1244905699475325000,Tue Mar 31 08:33:42 +0000 2020,#Betenwirgemeinsam für die Obdachlosen in dieser Zeit, in der wir alle zu Hause bleiben sollen, dass die Gesellscha… https://t.co/HcwioTk80N
1244602777419911200,Mon Mar 30 12:30:00 +0000 2020,Wenn wir vor dem gekreuzigten Jesus verweilen, erkennen wir diese völlige Liebe, die uns unsere Würde zurückgibt und uns trägt. #Fastenzeit
1244597743470776300,Mon Mar 30 12:10:00 +0000 2020,Der Herr verhilft der Unschuldigen zu Gerechtigkeit und schenkt der Sünderin Vergebung. Er verurteilt die Korrupten… https://t.co/QpjRhcYeny
1244594169856905200,Mon Mar 30 11:55:48 +0000 2020,#Betenwirgemeinsam für die vielen Menschen, die, verschreckt von dieser Pandemie, nicht in der Lage sind, entsprech… https://t.co/I0cuCFvwES
1244247941126041600,Sun Mar 29 13:00:00 +0000 2020,Wir sind eine große Menschheitsfamilie. Beenden wir alle kriegerischen Feindseligkeiten. Der gemeinsame Einsatz geg… https://t.co/RHNdxrOrPD
1244210190397984800,Sun Mar 29 10:30:00 +0000 2020,Im #Tagesevangelium (Joh 11,1-45) sagt Jesus: „Ich bin die Auferstehung und das Leben.“ … Er sagt uns: Habt festen… https://t.co/yNLQaSGiPl
1244202642626076700,Sun Mar 29 10:00:00 +0000 2020,„Jesus war im Innersten bewegt und weinte“ (vgl. Joh 11,33.35). Bitten wir heute angesichts so vieler Menschen, die… https://t.co/H86Kt4rEiw
1244195267919954000,Sun Mar 29 09:30:42 +0000 2020,Ich denke an die vielen weinenden Menschen. Auch wir wollen sie von Herzen begleiten, und es wird uns nicht schaden… https://t.co/ZpEm6N46OW
1243915754300301300,Sat Mar 28 15:00:01 +0000 2020,In dieser #Fastenzeit lade ich euch ein, euch vor den Gekreuzigten hinzustellen, dort zu verweilen, ihn anzublicken… https://t.co/YiNDAYsGsR
1243899171159052300,Sat Mar 28 13:54:07 +0000 2020,Es ist nicht die Zeit deines Urteils, sondern unseres Urteils: die Zeit zu entscheiden, was wirklich zählt und was… https://t.co/YLtmRTdmnZ
1243873034005594000,Sat Mar 28 12:10:16 +0000 2020,Das Volk Gottes hat ein Gespür dafür zu wissen, wo der Heilige Geist ist. Es vermag die Wege des Heils zu erkennen.… https://t.co/vQ2Pq0LTJX
