id,created_at,text
1259649496159527000,Mon May 11 01:00:17 +0000 2020,Let’s go. #TheLastDance https://t.co/CH8ziDkMgM
1259609902047203300,Sun May 10 22:22:57 +0000 2020,RT @GeoffRBennett: NEWS: A senior admin official tells @KellyO that @Mike_Pence “continues to test negative” and there is “no restriction”…
1259606674274431000,Sun May 10 22:10:08 +0000 2020,A special #MothersDay Edition of Facebook Live Story Time with @ChristinaGeist starts shortly (6:30 p.m. ET) on her… https://t.co/WNY4gzZSSI
1259584148601258000,Sun May 10 20:40:37 +0000 2020,Big thanks to Don Anthony for doing the gig. He’s great if you’re in the market! https://t.co/8KYwJIctRu
1258944220792082400,Sat May 09 02:17:46 +0000 2020,RT @NBCNews: BREAKING: Roy Horn, of "Siegfried &amp; Roy," has died from complications related to COVID-19, according to his partner Siegfried…
1258920401939431400,Sat May 09 00:43:08 +0000 2020,@leah0813 Hey, guys! Thanks for poking out the mug, Leah. See you on Sunday.
1258793783535317000,Fri May 08 16:19:59 +0000 2020,RT @NBCNews: JUST IN: Member of VP Pence's staff has tested positive for coronavirus, according to an administration official. https://t.co…
1258764784260055000,Fri May 08 14:24:45 +0000 2020,Somebody got tired of hearing all the hype about the Murder Hornet. https://t.co/gDIVFH1VDf
1258761072657469400,Fri May 08 14:10:01 +0000 2020,Today is Graduation Day at @VanderbiltU! Not exactly how you’d imagined it, I know, but that diploma you earned sti… https://t.co/A6howRjZ0j
1258738766132531200,Fri May 08 12:41:22 +0000 2020,RT @BeschlossDC: VE-Day in Times Square, 75 years ago today:      #AP https://t.co/eivxz9qZq3
1258736778594455600,Fri May 08 12:33:28 +0000 2020,🚨 The U.S. unemployment rate is 14.7%, highest since the end of the Great Depression. https://t.co/iX1IFMAcDE
1258715119267315700,Fri May 08 11:07:24 +0000 2020,RT @SenatorTimScott: THREAD: Every.single.time. The excuses pour in – “he looked suspicious”… “we thought he was committing a crime”…The fa…
1258556523002937300,Fri May 08 00:37:12 +0000 2020,RT @NBCNews: BREAKING: Father and son arrested and charged with murder in shooting death of Ahmaud Arbery in Georgia. https://t.co/WyNx6YJz…
1258495946515722200,Thu May 07 20:36:30 +0000 2020,RT @alivitali: Asked what she'd say to Biden if he was watching, READE: “I wanna say: you and I were there, Joe Biden. Please step forward…
1258492954584535000,Thu May 07 20:24:36 +0000 2020,RT @NBCNews: Coronavirus cases in US total 1,248,609, with at least 75,426 deaths.   (Data as of 2:19 p.m. ET, May 7)
1258484166926176300,Thu May 07 19:49:41 +0000 2020,@aseitzwald @lucia_graves Congrats, Alex! And welcome, Phoebe! 🎉
1258471770073510000,Thu May 07 19:00:25 +0000 2020,RT @carolelee: As White House braces for a devastating jobs report Friday, officials considering pushing tax deadline back again, to potent…
1258468273236082700,Thu May 07 18:46:32 +0000 2020,RT @Tom_Winter: BREAKING / NBC News: The Department of Justice has told the court they are dropping the case against former Trump national…
1258439494497448000,Thu May 07 16:52:10 +0000 2020,RT @NBCNews: DEVELOPING: Potentially historic May snowstorm headed for the northeast US and New England. In addition to snow, 75M people wi…
1258432265987731500,Thu May 07 16:23:27 +0000 2020,RT @DavidAFrench: I took a deep dive into the Ahmaud Arbery killing in Georgia, including examining the unbelievable "citizen's arrest" def…
1258429468764504000,Thu May 07 16:12:20 +0000 2020,RT @MikeDelMoro: NBC’s @PeterAlexander reports the person who tested positive is one of the president’s personal valets, who works in the W…
1258417026323878000,Thu May 07 15:22:53 +0000 2020,RT @JesseRodriguez: White House confirms that a member of the US Navy who serves as one of President Donald Trump's personal valets has tes…
1258377206314807300,Thu May 07 12:44:40 +0000 2020,RT @byHeatherLong: New unemployment claims filed in the past 7 weeks:  Week ending... March 21: 3.3 million March 28: 6.9 million (**a reco…
1258374114152263700,Thu May 07 12:32:22 +0000 2020,RT @CNBCnow: BREAKING: US weekly jobless claims total 3.169 million, vs 3.05 million expected https://t.co/VeR0fB94uW
1258361176506994700,Thu May 07 11:40:58 +0000 2020,RT @TomBeaumont: .⁦@AP⁩ Exclusive: Administration shelves CDC guide to reopening country: “The rejected reopening guidance was described by…
1258057042591395800,Wed May 06 15:32:27 +0000 2020,RT @mikememoli: New @MonmouthPoll:  Biden 50 Trump 41 Other 3 Undecided 5  Biden 47 Trump 40 Amash 5  Undecided 6
1258024543165317000,Wed May 06 13:23:18 +0000 2020,@JuliaEAinsley @morningmika Welcome back, Julia! Miss Mary Wells is an angel indeed.
1258015805075308500,Wed May 06 12:48:35 +0000 2020,RT @CNBCnow: BREAKING: US private payrolls drop by 20.2 million in April, the worst job loss in the history of ADP report https://t.co/T3xq…
1258013820003508200,Wed May 06 12:40:42 +0000 2020,NEW Reuters/IPSOS head-to-head:  Biden    43% Trump   41%  @POTUS job performance:  Approve        42% Disapprove… https://t.co/6KAcUkqPYF
1258002795107582000,Wed May 06 11:56:53 +0000 2020,“If asked, I would be honored to serve alongside Joe Biden...” https://t.co/ASnWcqbNlg
1257996062658302000,Wed May 06 11:30:08 +0000 2020,RT @RepValDemings: I’ll be joining @Morning_Joe in just a few minutes to talk about the COVID situation in Florida, and more.  Looking forw…
1257804019965321200,Tue May 05 22:47:01 +0000 2020,RT @NBCNews: LATEST: As of 6 p.m. ET, May 5, there are 1,203,922 confirmed coronavirus cases in the US, and 70,891 deaths. https://t.co/MOK…
1257709061660905500,Tue May 05 16:29:42 +0000 2020,RT @NBCNews: BREAKING: New York state is reporting more than 1,700 previously undisclosed deaths at nursing homes and adult care facilities…
1257646627440988200,Tue May 05 12:21:36 +0000 2020,RT @JonLemire: “If you include New York, it looks like a plateau moving down.”  “If you exclude New York, it’s a plateau slowly moving up.”…
1257634807460311000,Tue May 05 11:34:38 +0000 2020,RT @MikeDelMoro: Opposition to reopening among Americans in new WaPo/U.Md. poll:  82% movie theaters 78% gyms 74% dine-in restaurants 70% g…
1257387703630512000,Mon May 04 19:12:44 +0000 2020,@jwcortes Thank you, JW! Hope you’re doing well, my friend.
1257315671064510500,Mon May 04 14:26:30 +0000 2020,RIP, Coach Shula. 🙏 https://t.co/cRhhl0x40H
1257313886006468600,Mon May 04 14:19:24 +0000 2020,RT @WillieGeist: ICYMI on #SundayTODAY: Our Highs of the Week, including weatherman @PaulFox13 working from home and joined on live televis…
1257311672231846000,Mon May 04 14:10:37 +0000 2020,RT @WillieGeist: ICYMI on #SundayTODAY: A favorite "Sunday Sitdown" with @Shaq, on winning those three titles with Kobe... how he became on…
1257310257702830000,Mon May 04 14:04:59 +0000 2020,RT @WillieGeist: ICYMI on #SundayTODAY: @MollyHunter with scientists measuring the sounds the natural world is making, as humans have gone…
1257309617593278500,Mon May 04 14:02:27 +0000 2020,RT @WillieGeist: ICYMI on #SundayTODAY: Great @AnneNBCNews piece taking us inside New York's famed @MetMuseum for a look around the empty g…
1257308320378941400,Mon May 04 13:57:17 +0000 2020,RT @WillieGeist: ICYMI on #SundayTODAY: @DrPaulOffit, co-inventor of the rotavirus vaccine, says "we are in the midst of doing a grand nati…
1257307074561667000,Mon May 04 13:52:20 +0000 2020,RT @WillieGeist: ICYMI on #SundayTODAY: Our tribute to the late Tadashi Tsufura, who was sent to an internment camp as a boy during World W…
1257282783984136200,Mon May 04 12:15:49 +0000 2020,@CiderRobert Well done, Robert. Happy Birthday!
1257274592655216600,Mon May 04 11:43:16 +0000 2020,@esglaude Thank you so much, my friend. Looking forward to be back around that table with you. 🙏
1257274003976224800,Mon May 04 11:40:56 +0000 2020,@billyeichner Thank you, William! We’re watching lots of “B.O.T.S.” during lockdown.
1257272421951905800,Mon May 04 11:34:39 +0000 2020,RT @denisleary: Today is #InternationalFirefightersDay. Our firefighters and EMTs are working overtime on the frontlines to keep us safe. H…
1257266094651441200,Mon May 04 11:09:30 +0000 2020,RT @NBCNews: NEW: J. Crew files for bankruptcy as the retailer succumbs to the economic fallout from the coronavirus pandemic. https://t.co…
1257121577176633300,Mon May 04 01:35:14 +0000 2020,Thank you, Brian! Coupla good looking mugs right there, my man. https://t.co/Z2FiK59xyl
1257082014039187500,Sun May 03 22:58:02 +0000 2020,@rikkijklieman @CommissBratton Thank you, Rikki and The Commish!
1257081254924730400,Sun May 03 22:55:01 +0000 2020,Thank you, Angela... for both of those. #SundayTODAY https://t.co/NvlaaUfJVd
1257080715050614800,Sun May 03 22:52:52 +0000 2020,Thank you for all of the kind birthday wishes today. I’m happy to be wearing #45. https://t.co/YzJGmwPlZd
1257056042879516700,Sun May 03 21:14:50 +0000 2020,@JaniceDean @christinageist Thank you, Janice! Hope you're doing well.
1257055705879720000,Sun May 03 21:13:29 +0000 2020,Thank you, Cat! As everyone at the @Morning_Joe holiday party has heard when you grab the mic, it's clear who the r… https://t.co/RWu3LYwaSD
1257054880335908900,Sun May 03 21:10:13 +0000 2020,@JoeNBC Thank you, Joe! I'll split the cake with Mika (May 2nd) again this year.🎂
1257053890245267500,Sun May 03 21:06:17 +0000 2020,@kurtbardella Sounds good to me. Thank you, Kurt.
1257053841033437200,Sun May 03 21:06:05 +0000 2020,@PatrickMillsaps @TheRock Thank you, Patrick!
1257053693356228600,Sun May 03 21:05:30 +0000 2020,@kasie Thank you, Kase!
1257053034774962200,Sun May 03 21:02:53 +0000 2020,@IAmSophiaNelson @TODAYshow @Morning_Joe That's very kind of you, Sophia. Thank you for the birthday wishes!
1257018638172934100,Sun May 03 18:46:12 +0000 2020,@MorganRadford Thank you, Morgan! Miss sitting next to you in that studio, my friend.
1257018548872007700,Sun May 03 18:45:50 +0000 2020,This is an outrageous, downright offensive comparison for the Godfather, and I'm honored to accept it today. Thank… https://t.co/r1oUP21tOy
1257018139625377800,Sun May 03 18:44:13 +0000 2020,This was a fun surprise. Thank you, @ChristinaGeist and kids. https://t.co/rO877wD2kZ
1257017259324735500,Sun May 03 18:40:43 +0000 2020,ICYMI on #SundayTODAY: A favorite "Sunday Sitdown" with @Shaq, on winning those three titles with Kobe... how he be… https://t.co/XajCK1LMLg
1257016468484612000,Sun May 03 18:37:34 +0000 2020,ICYMI on #SundayTODAY: Our Highs of the Week, including weatherman @PaulFox13 working from home and joined on live… https://t.co/ZpPxuuwQpS
1257015876437581800,Sun May 03 18:35:13 +0000 2020,ICYMI on #SundayTODAY: Our tribute to the late Tadashi Tsufura, who was sent to an internment camp as a boy during… https://t.co/XakmBbKDjq
1257015420084801500,Sun May 03 18:33:25 +0000 2020,ICYMI on #SundayTODAY: @MollyHunter with scientists measuring the sounds the natural world is making, as humans hav… https://t.co/Vg3OyIV66W
1257014916415922200,Sun May 03 18:31:24 +0000 2020,ICYMI on #SundayTODAY: Great @AnneNBCNews piece taking us inside New York's famed @MetMuseum for a look around the… https://t.co/BdYEsHraer
1257013925595558000,Sun May 03 18:27:28 +0000 2020,ICYMI on #SundayTODAY: @DrPaulOffit, co-inventor of the rotavirus vaccine, says "we are in the midst of doing a gra… https://t.co/RVR0bx0J1H
1256923540068225000,Sun May 03 12:28:19 +0000 2020,Next on #SundayTODAY, a break from our coronavirus coverage for a favorite “Sunday Sitdown” with @Shaq... and my mi… https://t.co/XCgOmvBEkN
1256916237407453200,Sun May 03 11:59:18 +0000 2020,Good morning! ☀️ Another busy #SundayTODAY is next on @NBC. https://t.co/OmWAyHSXhs
1256874879632248800,Sun May 03 09:14:57 +0000 2020,RT @nytimes: Gunshots fired from North Korea struck a guard post in South Korea on Sunday inside the Demilitarized Zone separating the 2 co…
1256772752683532300,Sun May 03 02:29:08 +0000 2020,@JoeNBC They don’t call us the Oracles of Oneonta for nothing.
1256744372575617000,Sun May 03 00:36:22 +0000 2020,RT @TheBushCenter: A Message from President George W. Bush  @TheCalltoUnite https://t.co/FIn9wuOPTF
1256709733991493600,Sat May 02 22:18:43 +0000 2020,RT @alivitali: NEW: On the complaint Reade says she filed &gt;&gt; "I filed a complaint re sexual harassment and retaliation but I am not sure wh…
1256656458915160000,Sat May 02 18:47:02 +0000 2020,Reade tells @AP of the complaint she filed against Joe Biden in 1993: “The main word I used — and I know I didn’t u… https://t.co/tMGiW4vmwo
1256655073373048800,Sat May 02 18:41:31 +0000 2020,Come on now. 🔪 🐝 https://t.co/c6yeCjJaQI
1256624556233588700,Sat May 02 16:40:15 +0000 2020,@MaxRose4NY Congratulations, @MaxRose4NY! What a blessing.
1256589859604566000,Sat May 02 14:22:23 +0000 2020,@benmezrich Congrats, Ben! Looks like another good one.
1256582932514377700,Sat May 02 13:54:51 +0000 2020,Way to go, @EddieLin1998! 👏 https://t.co/9t3gGpvCN8
1256580997027696600,Sat May 02 13:47:10 +0000 2020,Hey, hey, Virginia! Love that mug. See you tomorrow morning. #SundayTODAY https://t.co/OOynO7lAoQ
1256529793807536000,Sat May 02 10:23:42 +0000 2020,RT @peterbakernyt: Trump moves to replace watchdog official whose report identifying critical medical shortages last month amid the coronav…
1256341001435824000,Fri May 01 21:53:31 +0000 2020,RT @alivitali: JUST IN: In a letter to the Secy. of the Senate, Biden asks that steps be taken to release the complaint re: sexual harassme…
1256329451782062000,Fri May 01 21:07:37 +0000 2020,RT @andrewsiff4NY: NEW: @SamaritansPurse confirms they will not receive new patients starting Monday at the Central Park field hospital. On…
1256193171773685800,Fri May 01 12:06:05 +0000 2020,RT @mikememoli: .@JoeBiden tells @morningmika of the Tara Reade allegation of sexual assault: "I'm saying unequivocally, it never happened.…
1256188484550828000,Fri May 01 11:47:28 +0000 2020,RT @MikeDelMoro: The former Vice President will be on @Morning_Joe in minutes for his first interview on the allegation. https://t.co/HMRAJ…
1256186472807272400,Fri May 01 11:39:28 +0000 2020,RT @mikememoli: FLAG: Biden says: "I am requesting that the Secretary of the Senate ask the Archives to identify any record of the complain…
1256186160516411400,Fri May 01 11:38:14 +0000 2020,RT @mikememoli: NEW: In paper statement ahead of @Morning_Joe interview, @JoeBiden says of Tara Reade allegations: "They aren’t true. This…
1256179974094102500,Fri May 01 11:13:39 +0000 2020,RT @HotlineJosh: GEORGIA polling, commissioned for Georgia GOP (Cygnal):  Fav/unfavorability:  Trump 49/49 Kemp 43/52 Collins 32/22 Loeffle…
1256177971259420700,Fri May 01 11:05:41 +0000 2020,@creativille @Morning_Joe Noted, Steve. I’ll alert the groundskeeping staff.
1256045915086950400,Fri May 01 02:20:57 +0000 2020,Wyatt! Welcome to the world, big guy. Congratulations, @AndersonCooper! https://t.co/qHzNyGehXW
1256045486026481700,Fri May 01 02:19:14 +0000 2020,RT @Andy: I am crying @AC360
1255994855173632000,Thu Apr 30 22:58:03 +0000 2020,RT @Morning_Joe: Joining us tomorrow: @JoeBiden https://t.co/VeD3Qkbp1p
1255953633776107500,Thu Apr 30 20:14:15 +0000 2020,RT @CNBC: J. Crew is preparing for a bankruptcy filing that could come this weekend https://t.co/rXfcU624Bf
1255948855897718800,Thu Apr 30 19:55:16 +0000 2020,.@NASCAR to resume racing in two weeks, at Darlington Raceway in South Carolina. https://t.co/Y2n3SNzEys
1255938098053230600,Thu Apr 30 19:12:31 +0000 2020,RT @bluestein: BREAKING: Kemp to lift statewide shelter-in-place for most Georgians on Friday #gapol  https://t.co/gbu2bvDZfg
1255838006952542200,Thu Apr 30 12:34:47 +0000 2020,RT @SavannahGuthrie: I hope you’ll take the time to hear her story. We are asking so much of our health care workers right now.
1255837948697809000,Thu Apr 30 12:34:33 +0000 2020,🚨 30 million Americans, more than 9% of the country’s population, have made an unemployment claim in the last 6 wee… https://t.co/KTBH5nCoWb
1255837183820193800,Thu Apr 30 12:31:31 +0000 2020,RT @AP_Images: 45 years ago today, the Vietnam War ended as the South Vietnamese capital of Saigon fell to Communist forces. https://t.co/O…
1255836703182540800,Thu Apr 30 12:29:37 +0000 2020,RT @GeoffRBennett: NEW: Fauci warns reopening states: “You can't just leap over things” https://t.co/KGUqujeKe2
1255664444807483400,Thu Apr 30 01:05:07 +0000 2020,RT @JonLemire: NEW: Bad battleground state polls, disastrous press briefings, grim economic stats. Inside President Trump's fury at his sen…
1255614743521431600,Wed Apr 29 21:47:37 +0000 2020,@blairschool @VanderbiltU I took a one-hour guitar class at Blair second semester of senior year, so I’m gonna go a… https://t.co/2GFJNPoLtH
1255602084608606200,Wed Apr 29 20:57:19 +0000 2020,👏, @VanderbiltU @BlairSchool. You made us proud. ⚓️⬇️ https://t.co/dce8qcQZTX
1255542224684753000,Wed Apr 29 16:59:27 +0000 2020,RT @mviser: NEW: The assault allegation against Joe Biden has squeezed Democrats between two competing goals: to support all women accusing…
1255506207344922600,Wed Apr 29 14:36:20 +0000 2020,The amazing @NYCommonPantry remains open and ready to help New Yorkers in need. 👇 https://t.co/g8zAbU0Eo6
1255476733328920600,Wed Apr 29 12:39:13 +0000 2020,RT @byHeatherLong: BREAKING: US economy shrank by  -4.8% in the first quarter -- the biggest decline since the Great Recession (GDP fell -8…
1255474099759038500,Wed Apr 29 12:28:45 +0000 2020,@maryalicewood @gardellajoe @christinageist We’ll be FaceTiming you very soon for the first cut. ✂️
1255470292215967700,Wed Apr 29 12:13:37 +0000 2020,@gardellajoe @christinageist Not yet! It’s been 8 weeks since @MaryAliceWood gave me a haircut back at work. Holding strong, Mare!
1255469778682200000,Wed Apr 29 12:11:35 +0000 2020,RT @AP_Planner: A week today: National Nurses Day (6 May)
1255463480045580300,Wed Apr 29 11:46:33 +0000 2020,RT @NBCNewsPR: EXCLUSIVE: Trump administration asks intelligence agencies to find out whether China, WHO hid info on coronavirus pandemic,…
1255457604177887200,Wed Apr 29 11:23:12 +0000 2020,RT @Tennessean: Kentucky Gov. Andy Beshear apologizes to Tupac Shakur over coronavirus unemployment claim https://t.co/p3g4fjjrDr
1255443650454196200,Wed Apr 29 10:27:45 +0000 2020,RT @Morning_Joe: Who Americans prefer to handle the coronavirus crisis, per NPR/Marist poll https://t.co/iSrOrLc1oI
1255438503342674000,Wed Apr 29 10:07:18 +0000 2020,RT @NBCNewsWorld: JUST IN: Carrie Symonds, the fiancée of British PM Johnson, has given birth to a baby boy, Downing St. tells @NBCNews
1255309653019373600,Wed Apr 29 01:35:18 +0000 2020,RT @dave_brown24: Cockpit footage from the Blue Angels flight over New York City https://t.co/feBIqgUTxA
1255271183127281700,Tue Apr 28 23:02:26 +0000 2020,RT @NBCNews: LATEST: As of 6:30 p.m. ET, April 28, there are 1,010,248 confirmed coronavirus cases in the US, and 58,158 deaths. https://t.…
1255190039409111000,Tue Apr 28 17:40:00 +0000 2020,RT @NBCNewYork: If you were in New York City and Newark Tuesday around noon and you looked up at the sky you were in for a special treat -…
1255130475624046600,Tue Apr 28 13:43:19 +0000 2020,@marybschneider Did you go to Illinois? My parents met there. I went to Lou Henson Basketball Camp every summer, an… https://t.co/gKci2pYr6W
1255122229203013600,Tue Apr 28 13:10:33 +0000 2020,@marybschneider My dad is from Champaign, so we love all those downstate town names. Versailles being the best, as you point out.
1255121326228062200,Tue Apr 28 13:06:57 +0000 2020,@marybschneider Noted. As an Illinois native (“It’s Kay-Ro” not “Cairo”), I should have known better.
1255094761087787000,Tue Apr 28 11:21:24 +0000 2020,This is so cool. NYC flyover today at Noon. 🇺🇸 https://t.co/LeoNS1CKAH
1254956879161294800,Tue Apr 28 02:13:30 +0000 2020,Another absolute heartbreaker.   Their romance began when Mary wrote Wilford letters while he was serving in the Pa… https://t.co/U8tbzlbRge
1254937636189372400,Tue Apr 28 00:57:02 +0000 2020,RT @NYCMayorsOffice: New York City is providing 500,000 halal meals to make sure our Muslim neighbors who need food on the table can get it…
1254888076620583000,Mon Apr 27 21:40:06 +0000 2020,RT @gregpmiller: NEW: Coronavirus warnings appeared in the PDB more than a dozen times in Jan/Feb.  All while Trump, who doesn't read the b…
1254881733188690000,Mon Apr 27 21:14:54 +0000 2020,RT @VanderbiltU: As spring semester was winding down, a few familiar faces dropped in on some classes to show their support and share advic…
1254858699182452700,Mon Apr 27 19:43:22 +0000 2020,RT @WillieGeist: ICYMI on #SundayTODAY: Great @HarrySmith piece on animals around the world reclaiming the great outdoors while humans stay…
1254855444972986400,Mon Apr 27 19:30:26 +0000 2020,This is gut-wrenching.   Dr. Lorna Breen’s father pleads: “Make sure she’s praised as a hero, because she was. She’… https://t.co/z3jbqZ9tgG
1254813864534978600,Mon Apr 27 16:45:13 +0000 2020,RT @WillieGeist: ICYMI on #SundayTODAY: @JoeFryer with a look inside one of the many restaurants fighting to survive coronavirus, and helpi…
1254785799716917200,Mon Apr 27 14:53:42 +0000 2020,If you’ll indulge me in a moment of spousal pride: @ChristinaGeist &amp; her amazing team of women at @Boombox_Gifts, l… https://t.co/dkwowXLlhe
1254776855007162400,Mon Apr 27 14:18:09 +0000 2020,RT @WillieGeist: ICYMI on #SundayTODAY: Former Acting @CDCGov Director @DrRichBesser, who served during the 2009 Swine Flu outbreak, on whe…
1254769246996963300,Mon Apr 27 13:47:55 +0000 2020,RT @WillieGeist: ICYMI on #SundayTODAY: Our tribute to the late Sgt. Philip Kahn, 100-year-old World War II hero whose twin brother died sh…
1254576139143729200,Mon Apr 27 01:00:35 +0000 2020,Let’s go. #TheLastDance @ESPN https://t.co/4t0cpZBycO
1254575190471737300,Mon Apr 27 00:56:48 +0000 2020,RT @SportsCenter: RT to remind your timeline.  Tonight. #TheLastDance. 9 PM ET 🍿 https://t.co/V11DgMdACQ
1254535032192065500,Sun Apr 26 22:17:14 +0000 2020,👏, Team @Boombox_Gifts! 💥 https://t.co/BV7oDK68Cq
