id,created_at,text
1260529108120932400,Wed May 13 11:15:33 +0000 2020,Say hello to #DailyDeli, our latest range of freshly baked artisanal breads, natural preserves, and delicious dips… https://t.co/8iqbkvtp21
1255847808151761000,Thu Apr 30 13:13:44 +0000 2020,Our amazing kitchen staff is hard at work to deliver your favourite deli-deliciousness in the safest way possible.… https://t.co/s5ZBBn0zrr
1247851988584407000,Wed Apr 08 11:41:12 +0000 2020,DALGONA DOPED by @RoastedToday is our take on the internet trend that goes way off the beaten path with an Indian t… https://t.co/vA7ZA9ihP4
1247445346755596300,Tue Apr 07 08:45:21 +0000 2020,Craving a delightfully juicy burger? Get your favourite indulgence deli-vered! Order now on @ZomatoIN  or… https://t.co/5lab9m1QsZ
1228201939403325400,Fri Feb 14 06:18:55 +0000 2020,Will you be my Valentine? If yes, let’s toast!   #SmokeHouseDeli #GoodnessToGo #GourmetFood #Deli #DeliNewsStand… https://t.co/sSGOToehm2
1227938927018991600,Thu Feb 13 12:53:48 +0000 2020,An eruption of sinful decadence, this dormant delight is raring to spew its love across your palate.… https://t.co/xrUvIqw12y
1227230576022700000,Tue Feb 11 13:59:04 +0000 2020,RT @HouseOfTammam: @LucyMangan Looks like @SmokeHouseDeli restaurants in India. Very cool!
1227149834139787300,Tue Feb 11 08:38:14 +0000 2020,When it comes to a wholesome culinary experience, our scrumptious Chicken Salami Sandwich leaves no salamis unturne… https://t.co/Tt8Oph7OjT
1226872369941139500,Mon Feb 10 14:15:41 +0000 2020,@rupabalachandar says, "It's hard to encounter a soul in Bengaluru who doesn't rave about Smoke House Deli," and we… https://t.co/VlOnrqlsNJ
1225412424280395800,Thu Feb 06 13:34:23 +0000 2020,Light on the tummy but heavy on the heart, our Smoked Chicken and Pasta with Creamy Pesto salad, straight from our… https://t.co/xjz0v0mlkr
1224675598770917400,Tue Feb 04 12:46:30 +0000 2020,Take a seat Cumberbatch, there's a new Benedict in town! Eggs poached to perfection, accompanied by a generous help… https://t.co/y1WxSdgYcF
1224224256378036200,Mon Feb 03 06:53:02 +0000 2020,RT @CNBCTV18News: As maximum city goes 24x7... Mumbaikars your favourite restaurants will now remain open round the clock!  @smokehousedeli…
1223824644618084400,Sun Feb 02 04:25:07 +0000 2020,We’ve got a saying around here — it’s never too late for pancakes.  Staying true to this very relevant cliché, we’v… https://t.co/dWRoRxPQAz
1223061624187015200,Fri Jan 31 01:53:09 +0000 2020,An ode to all our vegetarian friends, our Parmesan Potato Gnocchi is definitely the most tongue twisting, elaborate… https://t.co/IbNyvESU86
1222502385047625700,Wed Jan 29 12:50:56 +0000 2020,Organic leafy greens, seasonal veggies and fresh Burrata - mozzarella on the outside, cream on the inside — looks l… https://t.co/xnnVZ6S904
1221284963712004000,Sun Jan 26 04:13:20 +0000 2020,A country that feasts together, stays together. This #RepublicDay, we’re paying tribute to all the fresh, organic p… https://t.co/35oupPkPJf
1220687190549647400,Fri Jan 24 12:38:00 +0000 2020,If you like big buns and you cannot lie, we couldn’t possibly deny you our Barbeque pulled pork burger. If you can… https://t.co/t85i13PZ3I
1219970512433995800,Wed Jan 22 13:10:10 +0000 2020,How do we like our coffee? Let’ see. Made with fresh, third wave roasted beans - Check Simple, strong and fragrant… https://t.co/BEdpzavceX
1219235061502865400,Mon Jan 20 12:27:45 +0000 2020,Red wine and white wine  and baskets of muffins; Four kinds of cheese and  breads have us sniffin; We’ve got glasse… https://t.co/ZgqHNaNZ1C
1218058550334783500,Fri Jan 17 06:32:43 +0000 2020,#Avo Maria! The goodness of fresh Avocados spread over your favourite kinda dough — dig in to a great start to your… https://t.co/cGT2Ao9hKN
1217390236839243800,Wed Jan 15 10:17:05 +0000 2020,A very joyously competitive Makar Sankranti to you all! Today we’re celebrating by packing up all the fresh and fru… https://t.co/MkA5klq2Vz
1217332331771416600,Wed Jan 15 06:26:59 +0000 2020,Happy Makar Sankranti!  Tweet us your picture with a kite and tag us to avail 10% off on food and drinks.
1215978549057740800,Sat Jan 11 12:47:32 +0000 2020,Made with freshly sourced fruits, organic ingredients and a whole lotta love, our Citrus Apple Cobbler could be tha… https://t.co/gwnqBqOlnN
1215260147947208700,Thu Jan 09 13:12:52 +0000 2020,We’re (para)gliding our way swiftly through our new All-Pizza menu. WBU?  #SmokeHouseDeli #GoodnessToGo… https://t.co/OWw7QpMmuO
1214542170549416000,Tue Jan 07 13:39:53 +0000 2020,RT @gophoenixing: @BeCureFit Here's what's in store for you: 9:00 AM - 10:00 AM : CrossFit session at Festival Square 10:00 AM : Protein Po…
1214525975293120500,Tue Jan 07 12:35:31 +0000 2020,An ode to all our vegetarian friends, our Parmesan Potato Gnocchi is definitely the most tongue twisting, elaborate… https://t.co/pQyIo6jslu
1213490156629446700,Sat Jan 04 15:59:33 +0000 2020,Beer and Food lovers of Namma Bengaluru! Come experience what's in store for you at Smoke House Deli, savour some s… https://t.co/wOszhrdduU
1212747352953380900,Thu Jan 02 14:47:55 +0000 2020,You tweet what you eat!  Tweet us a snap of what you’re eating on the second day of 2020 and we shall give you a gl… https://t.co/LgmdqScrT4
1212290365761323000,Wed Jan 01 08:32:01 +0000 2020,Hindsight 2020: Always eat dessert first.  #SmokeHouseDeli #HappyNewYear2020 #GoodnessToGo #GourmetFood #Deli… https://t.co/lYppyzN2Cg
1211912688965574700,Tue Dec 31 07:31:15 +0000 2019,Tomorrow is a new day, a new year. Your last meal of the decade deserves to be an ode to all the goodness that 2019… https://t.co/4CRCfki9VW
1211288758814797800,Sun Dec 29 14:11:59 +0000 2019,Bridging the gap between Christmas and New Year’s Eve with a tall glass of warmth and wine. Do sip and tell :)… https://t.co/MPumMfjA2l
1210526264185933800,Fri Dec 27 11:42:06 +0000 2019,The good folks at Dope Coffee Roasters stocked Smoke House Deli up with their fine, third wave, freshly roasted cof… https://t.co/mHUyoFEJS3
1209783541367656400,Wed Dec 25 10:30:47 +0000 2019,@kritimonga Merry Christmas, @kritimonga! You'll ALWAYS find hugs at Smoke House Deli :)
1209396061728411600,Tue Dec 24 08:51:05 +0000 2019,We've whisked up some real festive goodness for you all! A custard baked with fresh fruits and lots of love, our Ch… https://t.co/xrXKdxZF4d
1208398084721520600,Sat Dec 21 14:45:29 +0000 2019,Braeburn apples and organic jaggery sourced from TARU are just the beginning of the gorgeous ingredients used to ma… https://t.co/1JDMMCD08s
1207956205861130200,Fri Dec 20 09:29:36 +0000 2019,@AbhiRamanathan @RiyaazAmlani Could you please DM us your contact details and give us an opportunity to speak to yo… https://t.co/TMdhVf29Y4
1207956146037768200,Fri Dec 20 09:29:22 +0000 2019,@AbhiRamanathan @RiyaazAmlani Hey Abhi, thank you for taking the time to write to us.  Our sincere apologies for yo… https://t.co/uOFrOfsm9I
1207655122517418000,Thu Dec 19 13:33:13 +0000 2019,Sprinkled on our favourite grilled chicken, we’re spicing up vanilla season with a large dose of Peri Peri. Drop by… https://t.co/GuYhyZ8L9a
1207555087725252600,Thu Dec 19 06:55:42 +0000 2019,A big, warm hug to everyone who voted for us at the @TimesFnN  awards — look what you did 🙂   We're celebrating wit… https://t.co/2P4cY9YPAH
1206914449606471700,Tue Dec 17 12:30:02 +0000 2019,Hit ‘back to browse’ on your lunch-time Netflix, gather round with your teammates, and embrace the goodness of lunc… https://t.co/fyyRdVEVoo
1206553869930520600,Mon Dec 16 12:37:13 +0000 2019,The art of brewing tea was...   A. Discovered by accident B. Started in China thousands of years ago C. Both  The c… https://t.co/r777kXeUUm
1206163165228089300,Sun Dec 15 10:44:42 +0000 2019,You know we’d walk 500 (chamo)miles in every direction for an excellent and oo(long) selection of tea. Question is:… https://t.co/bPJAtTWFAI
1205115991144845300,Thu Dec 12 13:23:36 +0000 2019,Smoke House Deli now serves @happybooch Kombucha — sooner or later, this was a pair that was (fer)ment to be 🙂… https://t.co/WM1UwOVVsT
1204755756391600000,Wed Dec 11 13:32:10 +0000 2019,Mumbai, bored of the usual food you eat for lunch at work? Sizzle your taste buds with our goodness To Go meals! Cl… https://t.co/sFv2SqBNW7
1204017705289842700,Mon Dec 09 12:39:25 +0000 2019,We’d go that extra, cheesy mile to call our breakfast spread quite the eggs-travaganza. If you’ve tried it (and lov… https://t.co/sEe1564pEP
1203615969215578000,Sun Dec 08 10:03:03 +0000 2019,Baking recipe contest.  Submit a recipe of any winter desserts and the best one wins a spot on our Christmas menu a… https://t.co/IUqlah0ZOW
1202922884366135300,Fri Dec 06 12:08:59 +0000 2019,The good folks at Deccan Chronicle have something to say about our new 'Big Meat-Up' menu in Bangalore! Read Aslam… https://t.co/7l1rvCWdFF
1202507689751765000,Thu Dec 05 08:39:09 +0000 2019,We love a good dessert, but we love a guilt-free dessert so much s’more.  Gluten free friends (and everyone who’s u… https://t.co/AGpNcWOQMU
1202243880126578700,Wed Dec 04 15:10:52 +0000 2019,@sddutta Could you please DM us your contact details and give us an opportunity to speak to you to understand this… https://t.co/PNnPm5qroG
1202243545513386000,Wed Dec 04 15:09:32 +0000 2019,@sddutta Hey Sukanya, thank you for taking the time to write to us.  Our sincere apologies for your recent experien… https://t.co/fIgiZyBhTa
1201834170076418000,Tue Dec 03 12:02:49 +0000 2019,Hey #Bangalore, on the account of bi-elections, Smoke House Deli at Lavelle Road is going to be closed from today,… https://t.co/7Wkd9K0qwk
1201820637989228500,Tue Dec 03 11:09:03 +0000 2019,RT @crossword_book: Do you ever feel hungry for knowledge and food at the same time? Smokehouse Deli is now open at Crossword Bookstore, Ke…
1201820416496435200,Tue Dec 03 11:08:10 +0000 2019,@ananya_dinda @RiyaazAmlani We’re waiting to host you at Pali Hill, BKC and Phoenix Mills. Hope to see you soon! :)
1200739863089172500,Sat Nov 30 11:34:26 +0000 2019,Smoke House Deli High Street Phoenix has love pouring in like it’s a big juicy burger! ❤  Listen to what Mumbai Foo… https://t.co/6TdY9oC5Su
1199957177630244900,Thu Nov 28 07:44:19 +0000 2019,We’re calling for all hands on deck for our community dining offer available on weekdays at Smoke House Deli, Mumba… https://t.co/TWrJxVfMCf
1199584699582042000,Wed Nov 27 07:04:14 +0000 2019,We’re making Wednesdays a cozy, cushioned mid-week buffer. If you need to douse the rest of this week with an entic… https://t.co/RwYqro7Hnl
1198957470904807400,Mon Nov 25 13:31:51 +0000 2019,Tis the season to spread some cheer! #Mumbai friends, #GoodnessToGo by Smoke House Deli is now at a cozy nook of ou… https://t.co/18CMQzjwjC
1197881272564998100,Fri Nov 22 14:15:25 +0000 2019,Remember: at any point of the day, you’re always one step away from our Salted Caramel Cake.  Order it off our… https://t.co/dhHuzVU7uC
1196792869261955000,Tue Nov 19 14:10:30 +0000 2019,There’s a slight nip in the air. You know what that means—loading up on our creamy,frothy,hot chocolate!Made using… https://t.co/cyEMFvhtvS
1195948094908559400,Sun Nov 17 06:13:40 +0000 2019,Today,we talk about the absolute warm blanket of love that is our breakfast menu.On one side,we have the fried eggs… https://t.co/lJb4Sa6iHn
1194910023257747500,Thu Nov 14 09:28:44 +0000 2019,"The more that you read, the more that you'll know,the more that you learn, the more places you'll go!" Off to… https://t.co/oe9YhDvZNm
1194517923697590300,Wed Nov 13 07:30:40 +0000 2019,Pour some l’amour into someone’s day, won’t you?  We’re feeling extra affectionate today, and so should you. Share… https://t.co/D9HY5EJIgz
1194233818053406700,Tue Nov 12 12:41:44 +0000 2019,@saurabh @gophoenixing @RiyaazAmlani Our team is delighted to hear that you had a good time. We look forward to seeing you again real soon!
1194191431629279200,Tue Nov 12 09:53:18 +0000 2019,@FShantiniketan @dominos_india @KFC_India @CafeCoffeeDay @MadOverDonuts @burgerkingindia @ColdStone @KrispyKremeIn… https://t.co/JxpxUtDAav
1194189735213711400,Tue Nov 12 09:46:34 +0000 2019,RT @saurabh: Have you visited the new @SmokeHouseDeli at @gophoenixing, Lower Parel?   Brilliant art on the walls. High ceiling. Great ambi…
1194189707153772500,Tue Nov 12 09:46:27 +0000 2019,RT @FShantiniketan: Global delicacies at a global venue! Come treat your palate to mouthwatering delights — only at #ForumShantiniketan.  @…
1193905013652803600,Mon Nov 11 14:55:11 +0000 2019,Have you ever day-dreamed about a plate of perfection?   We manifested it--and topped it with cheese.… https://t.co/fpmm1RYogY
1193416440038051800,Sun Nov 10 06:33:46 +0000 2019,On the occasion of Eid-e-milad, all Smoke House Deli outlets in Bangalore will be closed today, the 10th of Novembe… https://t.co/ytFmEG494Z
1192799312440262700,Fri Nov 08 13:41:31 +0000 2019,#Bengaluru, you can count on our Whitefield outlet to get some #GoodnessToGo via Swiggy or Zomato.  (P.S. Bombay)… https://t.co/43vADxzrvD
1192709655639707600,Fri Nov 08 07:45:16 +0000 2019,#Mumbai friends, our bar is going to be closed on the account of Ekadashi today, November 8th, at all our outlets i… https://t.co/lEA3jfZKMc
1192396078798131200,Thu Nov 07 10:59:13 +0000 2019,All we’re saying is, it’s 1 pm and you’re nowhere close to eating your lunch. We’ll make your job easier for you! C… https://t.co/wPkn4S8rRw
1192034128528470000,Wed Nov 06 11:00:57 +0000 2019,If you’re craving something fresh and wholesome, our #GoodnessToGo menu is a delicious feast minus the unnecessary… https://t.co/Eci4T8B3jc
1191342515619676200,Mon Nov 04 13:12:44 +0000 2019,@MinorityReview Hey Sailesh,   We’re glad to know that you liked our Green Dot Menu! :)   Thank you,  Team Smoke House Deli
1190999437935464400,Sun Nov 03 14:29:28 +0000 2019,A window of delicious opportunity has opened up with our new Season’s Goodness Menu. Peek into all the healthy opti… https://t.co/kTfbKmoprq
1190164630296875000,Fri Nov 01 07:12:14 +0000 2019,Who said going vegan means desserts takes a backseat? This #WorldVeganDay,we're celebrating our delectable Vegan Ch… https://t.co/sK5PkdM5zp
1189878506303344600,Thu Oct 31 12:15:17 +0000 2019,@palaksingoat @RiyaazAmlani Hi Palak,  our sincere apologies for your experience with our Lavelle road outlet. Whil… https://t.co/m4CRmVO98L
1189876635165581300,Thu Oct 31 12:07:51 +0000 2019,RT @heenakhandlwal: Restauranteur @RiyaazAmlani on @SmokeHouseDeli 2.0, what made him switch to sourcing local organic produce over importi…
1189876282508501000,Thu Oct 31 12:06:27 +0000 2019,RT @Finelychopped: We went to @SmokeHouseDeli at Mumbai’s Phoenix Mills yesterday and chanced upon what they call the ‘green dot menu.’ I o…
1189876110034489300,Thu Oct 31 12:05:46 +0000 2019,RT @Finelychopped: @RiyaazAmlani Bit of a coincidence that I was writing this when I read that https://t.co/diRqZwhFf1
1189165840572117000,Tue Oct 29 13:03:24 +0000 2019,If it were up to us, breakfast would be the only reason for an early start to the day.   Don’t skip #brekkie, folks… https://t.co/jwT0iqxIsO
1188334468106375200,Sun Oct 27 05:59:50 +0000 2019,Our newest head of mascottery, Salem, wishes you all the happiest and most purrperous Diwali :)   #smokehousedeli… https://t.co/nIDoTHbsim
1187025981074133000,Wed Oct 23 15:20:22 +0000 2019,Our #SeasonsGoodnessMenu is going green for this festivity filled month!We've curated an all-vegetarian Green Dot M… https://t.co/aijkrDxfDh
1187006316503371800,Wed Oct 23 14:02:14 +0000 2019,@akiagarwal @swiggy_in @SwiggyCares Hi Akhil. Our sincere apologies for this mix-up. Request you to please share yo… https://t.co/b6DKXBfOYe
1186284656200536000,Mon Oct 21 14:14:36 +0000 2019,A beast of a feast never needs a special occasion. Delectable, specially curated feast boxes now delivered to your… https://t.co/oyUMWnbdda
1186282980538368000,Mon Oct 21 14:07:57 +0000 2019,@kirti00447 Our sincere apologies for your recent experience with Smoke House Deli. Your concern has been noted and… https://t.co/iFABvA6PdO
1185208827215351800,Fri Oct 18 14:59:39 +0000 2019,From a menu packed with wholesome food and fresh drinks, to a prèt bar full of grab-n-go goodness, we've got all th… https://t.co/my6R7EnnsQ
1184850802055114800,Thu Oct 17 15:16:59 +0000 2019,A whimsical aesthetic, walls that intersect the natural and digital realms, freshly handmade ice creams — just some… https://t.co/JbMU21ccbU
1183763865315623000,Mon Oct 14 15:17:53 +0000 2019,The much awaited #TheDeliClassroom by Smoke House Deli is finally here!  We're going to spend Wednesday, October 23… https://t.co/EVH4xsgNaX
1183386038212808700,Sun Oct 13 14:16:32 +0000 2019,Dark chocolate and dark coffee — we’d take a rainchoc on all our plans for this goodness! What’s your version of a… https://t.co/LVzfvhnb3O
1182648095756042200,Fri Oct 11 13:24:13 +0000 2019,Diving straight to guac bottom with this Avo-Philly Cheese Sandwich on our goodness to go menu.   #smokehousedeli… https://t.co/IKngI9xCJS
1181536729666187300,Tue Oct 08 11:48:02 +0000 2019,Oktoburger fest is here and the question now remains - to beer or not to beer?  Curated pairings of burgers, appeti… https://t.co/9EaZkiesnB
1180125267731218400,Fri Oct 04 14:19:24 +0000 2019,At Smoke House Deli, we’re celebrating everything that vodkan do—so come through at our Bengaluru outlets at Lavell… https://t.co/CDST27bVEV
1180114269355962400,Fri Oct 04 13:35:41 +0000 2019,Hey there beerdos, it’s finally our month ;) Head on over to a Smoke House Deli near you to celebrate Okto-burger-f… https://t.co/n6zDYeAVmb
1179021185046073300,Tue Oct 01 13:12:10 +0000 2019,#Mumbai and #Delhi friends, while our bar will be closed tomorrow, the 2nd of October, we're celebrating Gandhi Jay… https://t.co/HW89ksBVaA
1179020736767250400,Tue Oct 01 13:10:23 +0000 2019,On the occasion of Gandhi Jayanti, all Smoke House Deli outlets in Bangalore will be closed tomorrow, the 2nd of Oc… https://t.co/ErfkJqekTw
1179010076926832600,Tue Oct 01 12:28:01 +0000 2019,So long September, hello Oktoburger!  We’re celebrating the onset of the festive season with our personal favourite… https://t.co/nWv78oPBwS
1178657548657807400,Mon Sep 30 13:07:12 +0000 2019,Mumbai folks! Has the little birdie told you we’ve got a whole new Smoke House Deli for you?   #smokehousedeli… https://t.co/YmGMbpLl9D
1178656877992800300,Mon Sep 30 13:04:32 +0000 2019,Cheesus Crust, would you lookie what we’ve got here! From freshly baked pizzas to healthy grilled cauliflower steak… https://t.co/ywTyCH6cd8
1178656217813532700,Mon Sep 30 13:01:55 +0000 2019,It’s always happy hour when the cocktails look like this. What’s your favourite drink from our new menu at… https://t.co/v2llCMK0fo
1177812783779307500,Sat Sep 28 05:10:25 +0000 2019,Thank you for the love, Bangalore! Keep it coming ❤️ https://t.co/tZN1CUhoYz
1177221383572426800,Thu Sep 26 14:00:24 +0000 2019,Have you met our new mascot, our new friend?  Here’s Salem, the most philosophical, whimsical cat you’ll ever have… https://t.co/oCtgahuYzV
1176127389996216300,Mon Sep 23 13:33:15 +0000 2019,“Cravings are a wish your stomach makes.⁣And boy, am I wishing hard for a Classic Pepperoni and Scarmoza Pizza from… https://t.co/xvTs4TPGB8
1176122640584495000,Mon Sep 23 13:14:23 +0000 2019,“One picture, two cups of coffee, umpteen emotions.  Also, Brazil Bourbon at @smokehousedeli - CHECK”… https://t.co/16nOY5xQnz
1176122266083451000,Mon Sep 23 13:12:54 +0000 2019,How to hold on to Mango season? Frozen smoothies.  (Picture by @platters_n_pixels)  #smokehousedeli #mangoseason… https://t.co/0FFKifQklX
1174683842956808200,Thu Sep 19 13:57:07 +0000 2019,‘Breakfast of champions’ is taken pretty seriously here at Smoke House Deli. The most important meal of the day is… https://t.co/bGEyCAijxr
1174683474218799000,Thu Sep 19 13:55:39 +0000 2019,Give up carbs? Over our bread bodies.  Gourmet offerings made fun here at our Shantiniketan outlet in Bangalore :)… https://t.co/pSw698YmJn
1174682581108973600,Thu Sep 19 13:52:06 +0000 2019,Ain’t no sunshine when tea’s gone…  Tea time tales to satisfy that 5pm chai craving here at our outlets in Delhi!… https://t.co/IhmV3U94kA
1173957510123991000,Tue Sep 17 13:50:56 +0000 2019,Fresh out of the oven and ready to go, come get your loaf from our outlets in Bangalore.   #smokehousedeli… https://t.co/LWFFhNnrRp
1173954060833063000,Tue Sep 17 13:37:13 +0000 2019,It’s a ‘nine to wine’ with our offers on cocktails in #Delhi. Four long, happy hours await you every weekday :)… https://t.co/mLtv1l0IOr
1173953811209060400,Tue Sep 17 13:36:14 +0000 2019,Just one plate but the table has been laid!  Head to @ZomatoIN or @swiggy_in to order our delicious and wholesome f… https://t.co/mjQeNd0DxM
1172043051528667100,Thu Sep 12 07:03:33 +0000 2019,#Mumbai folks - the bars at all our outlets in Mumbai will not be serving today, the 12th of September. See you bri… https://t.co/tzizqvbAhG
1172029286120751000,Thu Sep 12 06:08:51 +0000 2019,Ladies and gentlemen, presenting to you a little goodness to go — a concept to keep takeaway food fresh, healthy, a… https://t.co/KfDnDfwDh2
1172028240115798000,Thu Sep 12 06:04:42 +0000 2019,Ladies and gentlemen, presenting to you a little goodness to go — a concept to keep takeaway food fresh, healthy, a… https://t.co/uggsK6JjyR
1172026926958928000,Thu Sep 12 05:59:29 +0000 2019,RT @ScootsyIt: Order in a hearty meal from @SmokeHouseDeli’s new menu, with dishes including Whipped Ricotta With Truffle Oil, Smoke House…
1172026848437399600,Thu Sep 12 05:59:10 +0000 2019,Ladies and gentlemen, presenting to you a little goodness to go — a concept to keep takeaway food fresh, healthy, a… https://t.co/9TqMWdQsP3
1170602813027565600,Sun Sep 08 07:40:34 +0000 2019,That green dot so many of us look for on food packaging is finally its own menu here at Smoke House Deli! A special… https://t.co/tVXAPjFeSp
1170602301897134000,Sun Sep 08 07:38:32 +0000 2019,A specially curated vegetarian menu full of wholesome, fresh, and healthy options awaits you at our outlets in Bang… https://t.co/4mlsPpdO6E
1170601891299876900,Sun Sep 08 07:36:54 +0000 2019,Get spoilt for choice with our new Green Dot Menu  — a special vegetarian selection of wholesome soups, fresh salad… https://t.co/6BbVwlSPMP
1170254683044110300,Sat Sep 07 08:37:13 +0000 2019,@traceydabreo Hey Tracey,  Apologies for the issue you faced with our service. If you could please DM us your contact details?
