id,created_at,text
1261267128906387500,Fri May 15 12:08:11 +0000 2020,@neeratanden I just told the mister that this WILL be happening. We’re in.
1259822380098224000,Mon May 11 12:27:16 +0000 2020,@brianstelter Franklin pities him. https://t.co/pdMBXCGxqj
1259809690852130800,Mon May 11 11:36:51 +0000 2020,“Consider the way news outlets &amp; pundits have adopted the language of ‘reopening the country’ from politicians, mak… https://t.co/6KFOgpcHCS
1259808844605161500,Mon May 11 11:33:29 +0000 2020,@RedHourBen I’m so sorry. Your father was so funny, and made no secret of his love for his family and hard work. Hi… https://t.co/IcmHe0Ahap
1259646082113511400,Mon May 11 00:46:43 +0000 2020,Two months ago, we would not have walked in the rain and stopped to watch five deer staring back at us. Today it wa… https://t.co/cXhss8dIKz
1259638599395553300,Mon May 11 00:16:59 +0000 2020,@AuthorFarrah @shannonrwatts @MomsDemand @MollyJongFast Farrah, thank you. On we go.
1259574301436543000,Sun May 10 20:01:29 +0000 2020,@PrincesSun This means the world to me, Shams. What a privilege to know you. I am so proud of all that you have accomplished.
1259521293575209000,Sun May 10 16:30:51 +0000 2020,@JamilSmith Thank you, dear Jamil.💜
1259497736166146000,Sun May 10 14:57:15 +0000 2020,@Mimi_in_MI @jcourtsull Thank you, Terri!
1259471783939518500,Sun May 10 13:14:07 +0000 2020,@duchessgoldblat I hope the same for you, Your Grace.
1259471498517123000,Sun May 10 13:12:59 +0000 2020,@annemarieisblue @jcourtsull @MyBCPL Thank you, Anne-Marie!
1259471325778915300,Sun May 10 13:12:18 +0000 2020,@mmmarilyn @AvidBookshop Thank you, Marilyn!
1259464977158717400,Sun May 10 12:47:04 +0000 2020,@julieln57 @jcourtsull He’s read it four times. He is the husband I couldn’t even imagine before we met.
1259464797575356400,Sun May 10 12:46:22 +0000 2020,@JoanneBergen @jcourtsull The Daughters of Erietown. It’s in the smaller print. Thank you for asking!
1259462512308863000,Sun May 10 12:37:17 +0000 2020,Sherrod⁩ just turned to me and said, “Your novel comes out in less than a month.” I can’t speak for other writers,… https://t.co/yGG5dQOPTX
1259437447819210800,Sun May 10 10:57:41 +0000 2020,Happy Mother’s Day to those who celebrate. If you are struggling, may this day land gently.  P. S. Dear single moms… https://t.co/mmw6pkz6mA
1259306026333061000,Sun May 10 02:15:28 +0000 2020,This is Walter pretending he  can’t hear us when we’re calling him inside. So much drama.  You made it through Satu… https://t.co/Tn92CYCobA
1259272284524753000,Sun May 10 00:01:23 +0000 2020,RT @sarahkendzior: You can watch @ConnieSchultz interview me about my new book HIDING IN PLAIN SIGHT and more on the #LABookFest livestream…
1259236230048465000,Sat May 09 21:38:07 +0000 2020,@soledadobrien @sarahcolonna Names, plural. I’ve lost my grammar at the sight of her.
1259235597962694700,Sat May 09 21:35:36 +0000 2020,@soledadobrien @sarahcolonna Oh, sure. You’re “fostering.” What’s her first and middle name?
1259214593064403000,Sat May 09 20:12:08 +0000 2020,Fleka was my friend of nearly 40 years. This is her with my daughter, in ‘92. She had a heart attack Sunday &amp; died… https://t.co/kxye8yQKoU
1259107813294583800,Sat May 09 13:07:50 +0000 2020,@jackiefell He started reading my column.💜
1259107578384134100,Sat May 09 13:06:54 +0000 2020,Whew, this essay. Darcy Courteau is delivering food during the pandemic:   “Lurking at restaurants until my app din… https://t.co/kuOKEv3Enc
1259102641403179000,Sat May 09 12:47:17 +0000 2020,April 1954. Dr. Charles Brown joined doctors across the U.S. in inoculating their children with a new vaccine for p… https://t.co/VDmH2K5oZV
1259094601656348700,Sat May 09 12:15:20 +0000 2020,@OliviaC019 Franklin County is first, Cuyahoga second.
1259094136185065500,Sat May 09 12:13:29 +0000 2020,@sannewman I’m fine with being called Grandma, by my grandchildren.
1259092033639256000,Sat May 09 12:05:08 +0000 2020,@theferocity Two hours north of you, it’s snowing. We’re talking paw prints in the yard.
1259087266892468200,Sat May 09 11:46:11 +0000 2020,@cmclymer To so much of the world, we never stop being useful for the wrong reasons.
1259085479494013000,Sat May 09 11:39:05 +0000 2020,“An additional 885 total cases were reported by the Ohio Department of Health on Friday, bringing the statewide tot… https://t.co/HtcgtymTIk
1259082403575980000,Sat May 09 11:26:52 +0000 2020,Twitter sure can spark memories. I remember when a fellow journalist told me, in 2004, that my impending marriage t… https://t.co/ZJ7imNrMuB
1259077633196900400,Sat May 09 11:07:54 +0000 2020,I am enjoying ⁦@mollyesque⁩’s book, PELOSI, so much that Walter now thinks it’s a rival for my affections. https://t.co/KFDV6GGBha
1259068785320919000,Sat May 09 10:32:45 +0000 2020,For what is life, without toast? https://t.co/dfNd2r2k8e
1258949249208909800,Sat May 09 02:37:45 +0000 2020,@Twoo24 Alas, this photo is from months ago. I miss our grandchildren so much.
1258948171591549000,Sat May 09 02:33:28 +0000 2020,@CharlesPPierce I was dating Sherrod at the time, in 2003. I wanted Ethel Kennedy to meet him after the ceremony, s… https://t.co/7PSBFbYZLP
1258939956233453600,Sat May 09 02:00:50 +0000 2020,@ileifeo Yes!
1258939714595324000,Sat May 09 01:59:52 +0000 2020,@CarlosLozadaWP Listen to your earliest self, and ignore the naysayer who showed up, presumably after coffee
1258939157218558000,Sat May 09 01:57:39 +0000 2020,@chrissyteigen A wise friend once told me that, when you can’t figure out someone’s mean behavior, envy is what does the business.
1258935601639891000,Sat May 09 01:43:31 +0000 2020,RT @BookPeople: @mimipurnell Hi! Are you looking for The Daughters of Erietown? If so, it pubs in June but it’s available to preorder here:…
1258931889437659100,Sat May 09 01:28:46 +0000 2020,@JaniLaNica Alas, this was months ago, Jani. I miss them so.
1258931555826876400,Sat May 09 01:27:27 +0000 2020,@duchessgoldblat Franklin thanks you, Your Grace. https://t.co/WQEb70m4vU
1258926165760368600,Sat May 09 01:06:02 +0000 2020,@OhioAgent FRANK and LIN.
1258924145397686300,Sat May 09 00:58:00 +0000 2020,Look, you play your heart out and there are bound to be some tumbles. Also, don’t start with me about the portrait.… https://t.co/iUv3g7uZja
1258917423115382800,Sat May 09 00:31:17 +0000 2020,@brianstelter It’s hard to be Todd, apparently.
1258891132722974700,Fri May 08 22:46:49 +0000 2020,@byteme @girlsreallyrule @JasonOverstreet Thank you, Myles.
1258842162361446400,Fri May 08 19:32:14 +0000 2020,Challenge accepted, Mayor. @SenSherrodBrown and I wear masks because we are not exceptions to the rule. We must do… https://t.co/M8AvsxJU9e
1258828226182422500,Fri May 08 18:36:51 +0000 2020,I'm so proud of my sister, Toni Schultz. I'll never forget visiting her at her school in Ashtabula last year. The s… https://t.co/QZk8IluzwH
1258778661874012200,Fri May 08 15:19:54 +0000 2020,Good for Costco.   If you are open for business, the only way to protect customers AND workers is to requires face… https://t.co/6914VZ85JO
1258587196468203500,Fri May 08 02:39:05 +0000 2020,Last summer Sherrod called my name &amp; I raced outside thinking something was wrong &amp; there he was, photographing a r… https://t.co/hYucGd42ga
1258520477154205700,Thu May 07 22:13:58 +0000 2020,@jennifergracen @matthewjdowd @HoarseWisperer @maggiesmithpoet @ChuckWendig @Lin_Manuel @BCDreyer @johnpavlovitz… https://t.co/Vjz6bzqwkO
1258517116237475800,Thu May 07 22:00:37 +0000 2020,@jennifergracen @matthewjdowd @HoarseWisperer @maggiesmithpoet @ChuckWendig @Lin_Manuel @BCDreyer @johnpavlovitz… https://t.co/xlQWo45UfO
1258487582910021600,Thu May 07 20:03:15 +0000 2020,@LisaWeihman @GreeneCoMD @girlsreallyrule Thank you, Lisa.
1258487528115572700,Thu May 07 20:03:02 +0000 2020,@GreeneCoMD @girlsreallyrule Thank you,
1258486004173938700,Thu May 07 19:56:59 +0000 2020,@Kelly_Clardy @girlsreallyrule Thank you, Kelly.
1258475438629957600,Thu May 07 19:15:00 +0000 2020,“Nothing that our legal system can do outpaces the efficiency of racism when it comes to delivering consequences.”… https://t.co/hqvltfvycw
1258470839944720400,Thu May 07 18:56:44 +0000 2020,@WajahatAli He must lose by a landslide. Voter protections and turnout are everything.
1258424604030353400,Thu May 07 15:53:00 +0000 2020,I’m still thinking about this interview with @sarahkendzior. So smart, and brave. https://t.co/KSHYSZeGrn
1258412472303788000,Thu May 07 15:04:48 +0000 2020,@TheBookMaven @duchessgoldblat @AMIGHTYBLAZE Count me in! DAUGHTERS OF ERIETOWN COMES comes out June 9.
1258356788216443000,Thu May 07 11:23:32 +0000 2020,@lmansley Thank you, Laura. Stay safe.
1258355774197321700,Thu May 07 11:19:30 +0000 2020,Dress for success if it helps you be productive, and never apologize for the occasional oven mitt. We’re all multit… https://t.co/6rggTRQwxU
1258353142862942200,Thu May 07 11:09:02 +0000 2020,RT @Desiree_Duffy: Don't miss @sarahkendzior at #LABookFest2020  She is in conversation with @ConnieSchultz discussing Kendzior's latest, #…
1258219779128778800,Thu May 07 02:19:06 +0000 2020,@Mimi_in_MI May you prevail, Terri, and in record time.
1258219404111810600,Thu May 07 02:17:37 +0000 2020,@murphyheather_ I always see you as strong and steadfast, Heather.
1258212152973951000,Thu May 07 01:48:48 +0000 2020,@JeniTwoNickels I know.
1258209906945151000,Thu May 07 01:39:52 +0000 2020,@ErinAHennessy @theferocity Well done, you.
1258208639048974300,Thu May 07 01:34:50 +0000 2020,Franklin has developed a bit of an attitude at bedtime. I said move over, buddy.  It’s Wednesday evening. Tomorrow,… https://t.co/9jWiGUc0Ta
1258188720710303700,Thu May 07 00:15:41 +0000 2020,@theferocity xo
1258186475415404500,Thu May 07 00:06:46 +0000 2020,@RealMaxMaven @BCDreyer 💜
1258186414598099000,Thu May 07 00:06:31 +0000 2020,@BCDreyer Oh, stop it. You’re adorable.
1258145176465309700,Wed May 06 21:22:39 +0000 2020,I’m enjoying these blue-check folks bragging about their willingness to be called “grandma killers” because they’re… https://t.co/d7fyczQhnc
1258121706364973000,Wed May 06 19:49:24 +0000 2020,“I thought we could wind it down sooner, but I had no idea how popular the task force is until actually [Tuesday] w… https://t.co/0TzcLDvxuS
1258043731850207200,Wed May 06 14:39:33 +0000 2020,@theferocity Our Franklin is a Leo. https://t.co/kHU5cOYQTo
1258028981036646400,Wed May 06 13:40:56 +0000 2020,The county of my roots. When I was younger, I thought everyone knew the quiet grace of covered bridges. https://t.co/1dHHVVyLTU
1258017576510206000,Wed May 06 12:55:37 +0000 2020,This is a beautiful tribute to 29-year-old Alison Schwartz, who clearly understood the healing power of joy, and wi… https://t.co/q35QELg1tY
1258013449558384600,Wed May 06 12:39:13 +0000 2020,@duchessgoldblat I’ve always loved rainy days for that reason, Duchess. Keeps me in the chair with fingers over the keyboard. Stay safe.
1258011002400112600,Wed May 06 12:29:30 +0000 2020,@duchessgoldblat Good morning, Your Grace. What is today’s weather in Crooked Path?
1258006438993068000,Wed May 06 12:11:22 +0000 2020,4/ Today is Wednesday. We are living in a time of dreams deferred, but not extinguished. This is not our forevermor… https://t.co/pjFl1YCRVT
1258006319077961700,Wed May 06 12:10:53 +0000 2020,3/ We learned that there is no one trajectory for a rewarding life. We made each other brave. Here we are in 1999,… https://t.co/siboW0KXNp
1258005612757225500,Wed May 06 12:08:05 +0000 2020,2/ Gaylee was a silkscreen artist who had always wanted to be a doctor. I was a stay-at-home mom who yearned to be… https://t.co/aLNzvdLliU
1258005497287934000,Wed May 06 12:07:37 +0000 2020,1/ This is my friend Gaylee McCracken &amp; me in 1986. We were working on a newsletter at a laundromat because I didn’… https://t.co/dwFgpjZUvY
1257851526728634400,Wed May 06 01:55:48 +0000 2020,@indyfromspace Thank you, Sarah. I follow you for good reason.
1257850168868843500,Wed May 06 01:50:24 +0000 2020,At the end of a hard day it sometimes helps me to remember that this tired old world is brand new to a baby.  We’ve… https://t.co/iYtAZ2mkD4
1257842918381027300,Wed May 06 01:21:35 +0000 2020,RT @Sifill_LDF: The D.A.’s stmt comes after a horrifying video was released showing this killing. More than 2 months after it occurred. He’…
1257805798308282400,Tue May 05 22:54:05 +0000 2020,RT @nhannahjones: A day after Ida B. Wells is awarded a posthumous Pulitzer Prize for her documentation of lynching, some 90 years after he…
1257753295181041700,Tue May 05 19:25:28 +0000 2020,@davidgura It’s dogs, plural, and theirs was a brief greeting for the UPS man. Walter and Franklin are Midwesterner… https://t.co/3pKMz284E6
1257735908570419200,Tue May 05 18:16:22 +0000 2020,A chicken knows things. https://t.co/OuDLRNPD5x
1257735346181353500,Tue May 05 18:14:08 +0000 2020,RT @SenSherrodBrown: May 5th - still no national testing strategy from the President.
1257728892925808600,Tue May 05 17:48:30 +0000 2020,@franklinleonard Envy is never a good look.
1257728042643980300,Tue May 05 17:45:07 +0000 2020,“I was kind of like their voice because they were voiceless.” - Tanisha Brunson-Malone. https://t.co/1rw3eiToIL
1257725177867182000,Tue May 05 17:33:44 +0000 2020,“The document alleges that the team responsible for PPE had little success in helping the government secure such eq… https://t.co/W0GXu1jWaX
1257723726210138000,Tue May 05 17:27:58 +0000 2020,Happy pub day, @jenniferweiner! Looking forward to your BIG SUMMER. https://t.co/QvaZBlTCj5
1257722980555161600,Tue May 05 17:25:00 +0000 2020,@BCDreyer I love you extra today.
1257646933176397800,Tue May 05 12:22:49 +0000 2020,@CarlosLozadaWP So true.
1257640265537532000,Tue May 05 11:56:19 +0000 2020,Eight years ago today. Off-stage, most cameras (except mine) behind them, Barack and Michelle Obama continued to gr… https://t.co/dlNOQUnGAx
1257635088176689200,Tue May 05 11:35:45 +0000 2020,It takes courage to do the right but unpopular thing. One of the enduring narratives of this pandemic will be the s… https://t.co/2FUjFOsmGg
1257625236226310100,Tue May 05 10:56:36 +0000 2020,@PleaseGoAwaySir I am so sorry. My your memories of your father sustain you in this hard, hard time.
1257485607837872000,Tue May 05 01:41:46 +0000 2020,@MollyJongFast I can’t adequately describe the anxieties around this.
1257435562597900300,Mon May 04 22:22:54 +0000 2020,There’s not a right-winger on God’s green earth who can sully the joy of those who won @PulitzerPrizes today. Congr… https://t.co/TVf820dxO3
1257426914479935500,Mon May 04 21:48:32 +0000 2020,@davidharsanyi Envy is never a good look.
1257421639672909800,Mon May 04 21:27:35 +0000 2020,@SorayaMcDonald Wonderful news! Brava, you.
1257411529093324800,Mon May 04 20:47:24 +0000 2020,@LeonardPittsJr1 Glorious.
1257406630674776000,Mon May 04 20:27:56 +0000 2020,Congratulations, @nhannahjones, on winning the Pulitzer Prize for Commentary. I am standing here applauding remarka… https://t.co/t5SLpPDOHF
1257402756446457900,Mon May 04 20:12:33 +0000 2020,.@SenSherrodBrown and I are so proud of you, @lizforus.
1257402491869724700,Mon May 04 20:11:30 +0000 2020,“...lack of child care, fear for safety, limited access to food and navigating complicated government assistance pr… https://t.co/l8LvaPjjsZ
1257370390663479300,Mon May 04 18:03:56 +0000 2020,Not ever. https://t.co/9i9AG6FWVk
1257340916320403500,Mon May 04 16:06:49 +0000 2020,RT @AdamSerwer: This is a form of human sacrifice. https://t.co/R1CgmFbd7C https://t.co/ifZv2KUybC
1257328472965419000,Mon May 04 15:17:22 +0000 2020,RT @CleverTitleTK: These are the stories I think about when I see the protestors holding hands, or hear about people going to get manicures.
1257284691406749700,Mon May 04 12:23:24 +0000 2020,RT @CarlosLozadaWP: It’s @PulitzerPrizes day! Tune in at 3pm today to celebrate great work of journalism, literature and the arts. Watch th…
1257278346431467500,Mon May 04 11:58:11 +0000 2020,Today is Monday. Take a deep breath and blow out your biggest wish. https://t.co/ClRrqOvnlu
1257274626725613600,Mon May 04 11:43:24 +0000 2020,Like so many other Kent State students, knowing I was attending a campus (in the late ‘70s) where the government ha… https://t.co/FXkYJJeC8v
1257269120212578300,Mon May 04 11:21:31 +0000 2020,“Weeks before Nixon’s Cambodia speech stirred up still more protest, Reagan, running for reëlection, said that he w… https://t.co/wj4xW7GYDs
1257267685546758100,Mon May 04 11:15:49 +0000 2020,@tribelaw I was looking forward to seeing you on our campus.
1257147237198704600,Mon May 04 03:17:12 +0000 2020,@christos_ioa Thank you, Christos.
1257145381407817700,Mon May 04 03:09:50 +0000 2020,When Clayton was seven he believed I could protect him no matter what &amp; the wind agreed. He has since survived Hurr… https://t.co/NxTgsOAr0w
1257121327590375400,Mon May 04 01:34:15 +0000 2020,Well, there’s that. https://t.co/BH3gNOHTZt
1257110391433375700,Mon May 04 00:50:47 +0000 2020,@JoyceWhiteVance I shall polish your crown with full-strength Windex.
1257060574250315800,Sun May 03 21:32:50 +0000 2020,@jan_moulder No, I used thinning shears - not kidding -- and then combed down his fur.   I'm ridiculous.
1257027475596599300,Sun May 03 19:21:19 +0000 2020,Even his roots are prettier than mine.   Hey, have you taken a deep breath this afternoon? Now would be good. https://t.co/QwZDA7H1Xz
1256941103003177000,Sun May 03 13:38:06 +0000 2020,Once upon a time, a few months ago, I helped Milo learn to fly. Now many miles away, I sometimes sit on our front p… https://t.co/ffsf1brEcu
1256933835998183400,Sun May 03 13:09:13 +0000 2020,RT @brianstelter: The U.S. president's message on #WorldPressFreedomDay https://t.co/8SmgINcDjC
1256933379934691300,Sun May 03 13:07:25 +0000 2020,@JessicaValenti My mom screwed up movie names without mercy or regret. My favorite: Texas Jigsaw Massacre. “Mom,” I… https://t.co/2hPzXSnmiE
1256930332928065500,Sun May 03 12:55:18 +0000 2020,@charliehtweets Oh, my. He has the face of a retired lion.
1256929064365035500,Sun May 03 12:50:16 +0000 2020,@AnjaKeister @LOLGOP This is thoughtful, too. Plastic is easy to wipe off, and they can open when they feel comfortable to do so.
1256928739910393900,Sun May 03 12:48:58 +0000 2020,@beehive1027 Hi, Ray. Never presume to tell a woman what she is thinking. It never accomplishes what you think it does.
1256927758623682600,Sun May 03 12:45:04 +0000 2020,@LOLGOP And thank you for asking!
1256927706589147100,Sun May 03 12:44:52 +0000 2020,@LOLGOP Two ways: A digital tip, when possible, of at least 20%. (I confirm w/delivery persons-thru  screen door, m… https://t.co/9k5Sg5Bm3c
1256926109536575500,Sun May 03 12:38:31 +0000 2020,So looking forward to reading ⁦@mollyesque⁩’s new book, Pelosi, out Tuesday. My first encounter w/Nancy Pelosi: She… https://t.co/pW4tgZ8JFj
1256921859498619000,Sun May 03 12:21:38 +0000 2020,This is a grim assessment of how we got here, and how much our view of “normal” must change. However, the American… https://t.co/k7vmDkVfjJ
1256917818093731800,Sun May 03 12:05:34 +0000 2020,@lourdesgnavarro @mollyesque Hanging on your every word.
1256769054720831500,Sun May 03 02:14:26 +0000 2020,@johannabandana @SenSherrodBrown @NetGalley Oh boy. Such kind words, Jo. I hope you like it!
1256748815819985000,Sun May 03 00:54:01 +0000 2020,@EricMGarcia @CavalierGuy1246 @jacobfhsmith @SenSherrodBrown I’ve trimmed Sherrod’s hair twice so far. The key is t… https://t.co/VGrkL1ulMB
1256748261072867300,Sun May 03 00:51:49 +0000 2020,@EricMGarcia @CavalierGuy1246 @jacobfhsmith @SenSherrodBrown 💜
1256727673835065300,Sat May 02 23:30:00 +0000 2020,RT @brianstelter: Now he's up to 35 tweets and retweets, including five promos for OANN, two promos for Fox News, and two RTs of an account…
1256698454119723000,Sat May 02 21:33:54 +0000 2020,@BCDreyer My goodness, this small, sweet boy.
1256638548628947000,Sat May 02 17:35:51 +0000 2020,This photo by Elijah Nouvelage @wanderinghome at a nail salon in Georgia this week tells a story that too many Amer… https://t.co/x5cVqLYN8v
1256608866281885700,Sat May 02 15:37:55 +0000 2020,I cut the fur too short on Franklin’s right ear and telling him to breathe is definitely not helping. https://t.co/gXZoJRqb3i
1256598817098600400,Sat May 02 14:57:59 +0000 2020,@jentaub What a welcoming home. Magical.
1256535287532052500,Sat May 02 10:45:32 +0000 2020,“Without Ohio, it is hard to imagine Trump winning a second term. That the state appears to be in play should be a… https://t.co/BMhxXm7WsY
1256315672155447300,Fri May 01 20:12:52 +0000 2020,Attention, fellow Ohioans: https://t.co/HcIAWAx5Hb
1256315506748911600,Fri May 01 20:12:12 +0000 2020,I cut off that tag: @ARobbinsTV.
1256315157719863300,Fri May 01 20:10:49 +0000 2020,@nicolasbooks Retweeted — and yes! See you, virtually, in June!
1256315047585943600,Fri May 01 20:10:23 +0000 2020,@SchulerBooks Retweeted — and yes!
1256314971903758300,Fri May 01 20:10:05 +0000 2020,RT @nicolasbooks: @ConnieSchultz We’d love a call out as an indie in neighboring Michigan offering books shipped to home for $1 and contact…
1256314952761008000,Fri May 01 20:10:00 +0000 2020,RT @SchulerBooks: @ConnieSchultz We’d love a call out as an indie in neighboring Michigan offering books shipped to home for $1 and contact…
1256314191285121000,Fri May 01 20:06:59 +0000 2020,@beaglesandwine @laurahancock I hope your husband is okay.
1256274429325303800,Fri May 01 17:28:59 +0000 2020,These bullies are sprouting like weeds, indifferent to the dangers they pose for others.   Stay strong… https://t.co/qaUxAfHrNt
1256224039934312400,Fri May 01 14:08:45 +0000 2020,ElaCon thinks GrandmaCon brings the magic with her, and that’s keeping me afloat today.  On the count of three, let… https://t.co/ynzceHzReN
1256196012286378000,Fri May 01 12:17:22 +0000 2020,Your heart belongs to someone else now, @andersoncooper, and his name is Wyatt Morgan. I’m thinking of what my daug… https://t.co/JgoZIFShuD
1256190212377641000,Fri May 01 11:54:20 +0000 2020,I’d listen to Gina Barreca read a grocery list, @geneweingarten. That wit, that voice. Dr. Jill Biden should be cal… https://t.co/9feKiDL6yf
1256184320055750700,Fri May 01 11:30:55 +0000 2020,“Hard times call for soft people.” https://t.co/PKSZZC4IHE
1256060689686372400,Fri May 01 03:19:39 +0000 2020,Wearing a face mask to protect others compels us to make eye contact with more strangers. So much said in these sil… https://t.co/1XL4rhq8nv
1256053501836353500,Fri May 01 02:51:05 +0000 2020,@jessieopie Of course you want to sleep &amp; watch TV, Jessie. So much more of our wakeful time is spent worrying abou… https://t.co/WyWhjXeNIa
1256024868396695600,Fri May 01 00:57:19 +0000 2020,@jeffjarvis Those who love you want you to live. Isn’t that wonderful, Jeff?
1255978733527326700,Thu Apr 30 21:53:59 +0000 2020,@sjdemas @annaliznichols @MichiganAdvance Amen.
1255978576870080500,Thu Apr 30 21:53:22 +0000 2020,@BCDreyer @duchessgoldblat Whenever you call I race to pick up. Can’t promise that will ever change.
1255961797485609000,Thu Apr 30 20:46:41 +0000 2020,@annaliznichols @drumenaker @PENamerica Thank you, Anna. I’m in awe of your strength today. Please stay out of (further) harm’s way.
1255957701621940200,Thu Apr 30 20:30:25 +0000 2020,This journalist is putting herself at risk to inform all of us. Please show your support and follow @annaliznichols. https://t.co/lwlMpMaOYO
1255956736219000800,Thu Apr 30 20:26:35 +0000 2020,How dare she. https://t.co/WzlO2LcBHa
1255955280812277800,Thu Apr 30 20:20:48 +0000 2020,@OliviaC019 @Chasten @Chasten, Olivia here has cut my hair for years.
1255955036204675000,Thu Apr 30 20:19:49 +0000 2020,@BCDreyer Good Lord.
1255943712020013000,Thu Apr 30 19:34:49 +0000 2020,Thank you for all of these quick and helpful responses! So many good people on Twitter, I swear it.
