id,created_at,text
1259522394726690800,Sun May 10 16:35:14 +0000 2020,@SAMIK_JOSHI Our delivery partners are our biggest assets and your satisfaction is our prime motto. Rest assured yo… https://t.co/QyYKUjUJko
1233421518530478000,Fri Feb 28 15:59:40 +0000 2020,@SubramanyuSahu Hi Subramanyu, we really apologize for the inconvenience caused to you. We have arranged a callback for you.
1233088853327528000,Thu Feb 27 17:57:46 +0000 2020,@KISHOREKUMARJ1 We can understand your dissatisfaction. Please be assured from our end we are taking the relevant a… https://t.co/sb5vrLVrpt
1233049682575671300,Thu Feb 27 15:22:07 +0000 2020,@KISHOREKUMARJ1 Hi Kishore, we really apologize for the inconvenience caused. We have noted down your feedback and… https://t.co/OrOCg6VpOj
1232716170005844000,Wed Feb 26 17:16:52 +0000 2020,@ShemalT Hi Shemal, we really apologize for the inconvenience caused. We request you to kindly DM your registered m… https://t.co/fO1MNaF7vi
1232288147079217200,Tue Feb 25 12:56:03 +0000 2020,@RITIKPAREEK6 Please be assured we have noted down your concern and will do the needful to avoid similar incidents in the future.
1232279434817753000,Tue Feb 25 12:21:26 +0000 2020,@RITIKPAREEK6 Hi Ritik, We are extremely sorry, this is something which is not acceptable at all. We have marked th… https://t.co/8PZrzvPEkN
1231558665330552800,Sun Feb 23 12:37:21 +0000 2020,@MehekMaheshwari As per our telephonic conversation, we have refunded Rs. 17 to your Jugnoo account.
1231545881201004500,Sun Feb 23 11:46:33 +0000 2020,@MehekMaheshwari @jugnoose We tried to contact you on your registered number but unfortunately could not get in tou… https://t.co/ifMLClKPF8
1231536917755261000,Sun Feb 23 11:10:56 +0000 2020,@MehekMaheshwari @jugnoose Hi Mehak,  We really apologize​ for the inconvenience caused. Please allow us some time… https://t.co/MfLmPdkC1o
1230183393041641500,Wed Feb 19 17:32:31 +0000 2020,@KISHOREKUMARJ1 We are sorry to hear that you did not experience the best of our services. We have conveyed your fe… https://t.co/NW6TqVNeev
1230167560412225500,Wed Feb 19 16:29:36 +0000 2020,@KISHOREKUMARJ1 Hi Kishore, We really apologise for the inconvenience caused. I am sharing driver details with the… https://t.co/M9mZ0Ao9VY
1229823332704342000,Tue Feb 18 17:41:46 +0000 2020,@AJAYMUK52778747 Hi Ajay, As per your concern, we have shared your feedback with the relevant team to look into it.
1229800153495683000,Tue Feb 18 16:09:39 +0000 2020,@AJAYMUK52778747 Hi Ajay, we request you to kindly DM your registered mobile number with your city name.
1228682636056387600,Sat Feb 15 14:09:02 +0000 2020,@AdarshN_Singh Hi Adarsh, we really apologize for the inconvenience caused to you, as per your concern we have refu… https://t.co/ho321zO9Nx
1228618866697195500,Sat Feb 15 09:55:39 +0000 2020,@ToyeshJoshi Hi Toyesh, sincere apologies for the inconvenience faced by you. Please be assured that from our end w… https://t.co/CPMK8pIFXP
1228386913251287000,Fri Feb 14 18:33:57 +0000 2020,@Karamjyot9 Hi Karamjyot, we really apologize for the inconvenience caused to you. We have forwarded your concern t… https://t.co/j4cI1XyVay
1228299718481997800,Fri Feb 14 12:47:28 +0000 2020,@nrpm_ch Hi Nirupam, we would like to inform you that currently, we are not operational in Silchar city.
1228287853739724800,Fri Feb 14 12:00:19 +0000 2020,@pc_jat_boy__ Hi Prashant, This is definitely not the experience we’d like you to have. Please DM the registered nu… https://t.co/Q7oinSNtCH
1227472284161630200,Wed Feb 12 05:59:32 +0000 2020,@SodhaUtsav As per the telephonic conversation, your issue has been addressed.
1227464207446290400,Wed Feb 12 05:27:26 +0000 2020,@SodhaUtsav Please DM your registered number, so that we can help you out accordingly.
1227459253134352400,Wed Feb 12 05:07:45 +0000 2020,@SodhaUtsav Hi Utsav, We are constantly expanding and increasing our radius while maintaining the standards, thus i… https://t.co/NoDYgos3XJ
1227317390188433400,Tue Feb 11 19:44:02 +0000 2020,@SodhaUtsav Hi Utsav Sodha, We are operational in Mumbai Andheri East.
1226880868393705500,Mon Feb 10 14:49:28 +0000 2020,@Spal171 Hi Shubham, we can understand your concern, Please be assured from our end we are taking the relevant acti… https://t.co/5YeBotZcti
1226797964410024000,Mon Feb 10 09:20:02 +0000 2020,@bhaveshlamba007 We are sorry to hear about this experience. It was the inexcusable behavior and the details of the… https://t.co/KzpE7Qdti7
1226786310066585600,Mon Feb 10 08:33:43 +0000 2020,@bhaveshlamba007 As checked the driver canceled the ride as he was not able to get in touch with you over the call while making the pickup.
1226742759115018200,Mon Feb 10 05:40:40 +0000 2020,@utsavbhatt22 Hi Utsav, We are sorry to hear about this experience. This is definitely not acceptable. We have note… https://t.co/nsjrmG3DlV
1226728226472390700,Mon Feb 10 04:42:55 +0000 2020,@bhaveshlamba007 We understand such issues are never pleasant to deal with. Please be assured that we monitor such… https://t.co/v2fxDIaKbW
1226721834218819600,Mon Feb 10 04:17:31 +0000 2020,@bhaveshlamba007 We are extremely sorry, this is something which is not acceptable at all. We have marked the drive… https://t.co/Dn9fegP4p2
1226572700845428700,Sun Feb 09 18:24:55 +0000 2020,@ashish01 Hi Ashish, How can we assist you?
1226465245285105700,Sun Feb 09 11:17:55 +0000 2020,@amit_220516 As per our telephonic conversation,  your issue has been resolved.
1226454657817407500,Sun Feb 09 10:35:51 +0000 2020,@amit_220516 We tried to contact you on your registered number but unfortunately could not get in touch with you. P… https://t.co/vP50JUlel8
1226452791905771500,Sun Feb 09 10:28:26 +0000 2020,@amit_220516 @jugnoose We are arranging a call for you.
1226449698308817000,Sun Feb 09 10:16:09 +0000 2020,@amit_220516 The fare estimates are calculated from your current pickup location, and fares may vary due to traffic… https://t.co/XjcORkiRqh
1226448057304109000,Sun Feb 09 10:09:37 +0000 2020,@amit_220516 Hi Amit, We would like to inform you that the convenience charges are levied in order to provide you w… https://t.co/2GhRG4MyV9
1226171543719313400,Sat Feb 08 15:50:51 +0000 2020,@Spal171 Hi Shubham, as per your concern, we have processed the refund of Rs. 12/-. It will take 24-48 hours to ref… https://t.co/m9k6UlFyKx
1226165867135635500,Sat Feb 08 15:28:18 +0000 2020,@Spal171 Hi Shubham, As per your concern, we have checked the ride details, the fare was high due to the change in the route.
1225370894614184000,Thu Feb 06 10:49:22 +0000 2020,@Spal171 @jugnoose Hi Shubham, We apologize for the inconvenience caused and have refunded Rs. 4 to your account an… https://t.co/I9rD1KLBx0
1225299202319638500,Thu Feb 06 06:04:29 +0000 2020,@DholakiyaAnkit Hi Ankit, We are sorry to hear about this experience. Please DM the ride id, we will get this sorted on an immediate basis.
1225279080884424700,Thu Feb 06 04:44:32 +0000 2020,@MehekMaheshwari Hi Mehek, We apologize for the discrepancy. This seems to be one odd case, where the fare was char… https://t.co/aHfc9EEJzw
1225101075272745000,Wed Feb 05 16:57:12 +0000 2020,@bhaveshlamba007 @jugnoose @JagoGrahakJago_ @JagoGrahakJagoo Hi Bhavesh, We really apologise for the inconvenience… https://t.co/TIq6iznBZu
1224926657737191400,Wed Feb 05 05:24:07 +0000 2020,@ManishGoel10 @samarsingla We are already working on this.
1224726779346047000,Tue Feb 04 16:09:53 +0000 2020,@ManishGoel10 Hi Manish, We value your feedback, although the branding has been done through an agency, being a par… https://t.co/wsPltwnmF8
1224683048685330400,Tue Feb 04 13:16:06 +0000 2020,@Kharinta Hi Sushil, We value your feedback, although the branding has been done through an agency, being a part of… https://t.co/xs1Wqjwfgp
1224556614520332300,Tue Feb 04 04:53:42 +0000 2020,@VijayKu48023638 As per our telephonic conversation, we hope your issue has been resolved.
1224548472835076000,Tue Feb 04 04:21:21 +0000 2020,@VijayKu48023638 Hi Vijay, Sorry for the hassle. We are arranging a call for you shortly.
1223974839368609800,Sun Feb 02 14:21:56 +0000 2020,@VijayKu48023638 Hi Vijay, we really apologize for the convenience caused. As per you concern, we are arranging a callback shortly.
1223663161347203000,Sat Feb 01 17:43:26 +0000 2020,@Vir94769021 As per your concern, your actual travelled distance is 5.3 km and accordingly, we have refunded Rs. 4/-.
1223562242773225500,Sat Feb 01 11:02:26 +0000 2020,@Vir94769021 We apologize for the inconvenience caused and have refunded Rs. 4 to your account within 24 hours. Fur… https://t.co/kw4V63taai
1223503580331511800,Sat Feb 01 07:09:19 +0000 2020,@Vir94769021 Hi, We regret you felt this way. Please help us understand the concern with the booking ID so that we… https://t.co/gpQlGZOIhy
1222017484108095500,Tue Jan 28 04:44:06 +0000 2020,@Gaurav30081994 (2/2) canceled within 5 minutes.
1222017280638255000,Tue Jan 28 04:43:18 +0000 2020,@Gaurav30081994 Hi Gaurav, We would like to inform you that once the driver is completing the previous ride at a ne… https://t.co/CFCn4eYW7P
1221709522177147000,Mon Jan 27 08:20:23 +0000 2020,@npntrans @jugnoose Hi Shubham, We are extremely sorry, this is something which is not acceptable at all. We have m… https://t.co/vhJ1YZxnZw
1221131007660683300,Sat Jan 25 18:01:34 +0000 2020,@ankur8489 We understand you were compelled to cancel the ride accordingly, we are refunding Rs. 10/- to your paytm… https://t.co/nHJfxiWcYT
1221091576228638700,Sat Jan 25 15:24:53 +0000 2020,@ankur8489 Hi Ankur, we really apologize for the inconvenience caused. Kindly DM your registered mobile number.
1220332982201770000,Thu Jan 23 13:10:30 +0000 2020,@Spal171 Hi Shubham, We would like to inform you that you have been charged Rs 6 for convenience charges and Re 1 f… https://t.co/vokjdjtOgi
1220263711731896300,Thu Jan 23 08:35:14 +0000 2020,@jaey_p We have checked, no coupon was applied on your ride. That's why you have not received the benefit of the coupon.
1220217007661912000,Thu Jan 23 05:29:39 +0000 2020,@jaey_p Hi Jaymin, Sorry for the hassle. Please help us understand the concern with the booking ID so that we can e… https://t.co/9YhcHu9VbM
1220180997255250000,Thu Jan 23 03:06:34 +0000 2020,@VijayKu48023638 Hi Vijay, Sincere apologies for the inconvenience caused. As per your telephonic conversation with… https://t.co/H49Xnm4MgF
1220097662738788400,Wed Jan 22 21:35:25 +0000 2020,@jaey_p Hi Jaymin, would request you to please elaborate your concern.
1220014895690698800,Wed Jan 22 16:06:32 +0000 2020,@rahul9022060830 Please be assured, we keep track of driver cancellations at our end to ensure that our driver-part… https://t.co/V5fwKmRc4A
1219992664688382000,Wed Jan 22 14:38:12 +0000 2020,@rahul9022060830 Hi, we really apologize for the inconvenience caused. We can understand your dissatisfaction pleas… https://t.co/czRPxFXS88
1219665947625058300,Tue Jan 21 16:59:56 +0000 2020,@skunalb Hi Krunal, we really apologize for the inconvenience caused. Kindly DM your registered mobile number, so t… https://t.co/MrxksbR3Mg
1219458738207117300,Tue Jan 21 03:16:34 +0000 2020,@jaey_p Hi Jaymin, Sorry to hear that. Please DM your registered contact number so that we can further look into it.
1218620006461632500,Sat Jan 18 19:43:45 +0000 2020,@Viraj2511 Hi Viraj, we really apologize for the inconvenience caused. Please be assured, we didn't charge you for… https://t.co/ijRb8eWTPl
1218469804526293000,Sat Jan 18 09:46:54 +0000 2020,@Fuzailhkhan @bhaveshlamba007 Hi Fuzail, It seems like you are not satisfied with our services. Please let us know… https://t.co/bm3xPfSzrX
1218284787674124300,Fri Jan 17 21:31:42 +0000 2020,@bhaveshlamba007 Hi Bhavesh, we really apologize for the inconvenience caused. We have forwarded your concern to th… https://t.co/mu6X4Yl0Jx
1216700300037279700,Mon Jan 13 12:35:31 +0000 2020,@aryanbhardwaj28 Hi Aryan, This is definitely not the experience we’d like you to have. Please DM the booking ID an… https://t.co/POfmHwh4BI
1215982015796826000,Sat Jan 11 13:01:19 +0000 2020,@someshgobhuj @jugnoose @ministryoftrans @nitin_gadkari Hi Somesh, We really apologize​ for the inconvenience cause… https://t.co/w8J7waWWyQ
1215200273422925800,Thu Jan 09 09:14:57 +0000 2020,@SubramanyuSahu Hi Subramanyu, We apologies for the inconvenience caused. Please help us understand the concern wit… https://t.co/qPDY2WfYaM
1215175718570586000,Thu Jan 09 07:37:22 +0000 2020,@Subhana07758140 @jugnoose We understand your concern and we tried to contact you on your registered number but unf… https://t.co/9VkLkWtYNC
1215147310260207600,Thu Jan 09 05:44:29 +0000 2020,@Subhana07758140 @jugnoose Hi Subhanali, Sorry to hear that. Please DM your registered contact number so that we can further look into it.
1214894585035444200,Wed Jan 08 13:00:15 +0000 2020,@CaDalmia @jugnoose Hi, We would like to inform you that you can check your Jugnoo cash under the wallet option.
1214865907731714000,Wed Jan 08 11:06:18 +0000 2020,@deepanjalijain1 @jugnoose Hi Deepanjali, We apologize for the inconvenience caused and have refunded Rs. 10 to your account.
1214532100906348500,Tue Jan 07 12:59:52 +0000 2020,@SubramanyuSahu Hi Subramanyu, We apologize for the inconvenience caused. We have shared your details with the team… https://t.co/ckSjxEpq2Z
1213071165876424700,Fri Jan 03 12:14:38 +0000 2020,@Gaurav30081994 Hi, Gaurav We really apologise for the inconvenience caused.Can you please DM the ride Id, so that we can check the details.
1211825490639515600,Tue Dec 31 01:44:46 +0000 2019,@arunyadav7295 @jugnoose Please be assured we have noted down your concern and will do the needful to avoid similar incidents in future.
1211822521227464700,Tue Dec 31 01:32:58 +0000 2019,@arunyadav7295 @jugnoose We understand what you are feeling right now. Please be assured that from our end we have… https://t.co/t2qcMFLuHl
1211727766053245000,Mon Dec 30 19:16:26 +0000 2019,@arunyadav7295 @jugnoose Hi Arun, We are extremely sorry that you had to undergo discomfort with us. Please DM the… https://t.co/ROOwJM69De
1211727514302734300,Mon Dec 30 19:15:26 +0000 2019,@arunyadav7295 @jugnoose Hi Arun, We are extremely sorry that you had to undergo discomfort with us. Please be assu… https://t.co/CaLFNjI4Gw
1211726483686690800,Mon Dec 30 19:11:21 +0000 2019,@adityadityas Hi Aditya,  We really apologize for the inconvenience caused.We have forwarded your concern to the re… https://t.co/4jW1nsinCX
1211286912238944300,Sun Dec 29 14:04:39 +0000 2019,@nrpm_ch Hi Nirupam, We apologies for the inconvenience caused. We request you to DM your details along with the sc… https://t.co/zkW7lGOddf
1210547593094152200,Fri Dec 27 13:06:51 +0000 2019,@nrpm_ch Hi Nirupam, We have already launched in Silchar and are constantly expanding and increasing our radius whi… https://t.co/ecu1CiCYjl
1210442541218201600,Fri Dec 27 06:09:25 +0000 2019,@Gaurav30081994 Hi Gaurav, It seems like you are not satisfied with our services. Please let us know more about the… https://t.co/N9HCXFKF5E
1210131986146197500,Thu Dec 26 09:35:23 +0000 2019,@UtsavSaxena14 @jugnoose Hi Utsav, We apologize for the inconvenience caused. We have cleared your cancellation deb… https://t.co/azoY6w3miB
1209354420799934500,Tue Dec 24 06:05:37 +0000 2019,@martenissu @jugnoose @Divya_Bhaskar @cotguj Hi Bhavin, We really apologize​ for the inconvenience caused. Please a… https://t.co/iVlaAKmOUB
1207252899299909600,Wed Dec 18 10:54:55 +0000 2019,@Subhana07758140 Hi Subhanali, This is definitely not the experience we’d like you to have. Please DM the registere… https://t.co/mjGl3kMQHx
1207195621607653400,Wed Dec 18 07:07:19 +0000 2019,@satpathy_gaurav @jugnoose Hi Gaurav, Sorry to hear that. We have 24*7 live chat support  and we request you to DM… https://t.co/mZUCgYXf28
1207162286697111600,Wed Dec 18 04:54:51 +0000 2019,@saurabh22mehta Hi Saurabh, We will share your feedback with the relevant department and we will train our drivers… https://t.co/FF1B7dje9Z
1206562067727077400,Mon Dec 16 13:09:48 +0000 2019,@ashokjhawar2 It seems that the driver might have started the ride even when you didn't take one.Further since the… https://t.co/zYXwb00EX5
1206560802158678000,Mon Dec 16 13:04:46 +0000 2019,@ashokjhawar2 Hi Ashok, We apologies for the inconvenience caused. Please allow us some time we will get back to you.
1205368132207931400,Fri Dec 13 06:05:32 +0000 2019,@007suniln Hi Sunil, Thank you for reaching out to us. We have shared your details with the team and they will contact you soon.
1204029384102826000,Mon Dec 09 13:25:49 +0000 2019,@isaacinauh We really apologise for the inconvenience caused.Please share your order id. So i can help you accordingly.
1203242141410943000,Sat Dec 07 09:17:36 +0000 2019,@drarchana27 Hi Archana, As per your telephonic conversation with our team, I'm marking your issue as resolved. Ple… https://t.co/ZmS5sX7u6V
1202950318910099500,Fri Dec 06 13:58:00 +0000 2019,@PiyushJ98313074 Hi Piyush, we can understand your concern. The fare is charged as per the drop location entered fr… https://t.co/m4SK7Nld9M
1202643345916358700,Thu Dec 05 17:38:12 +0000 2019,@dasam320 As we have confirmed from Mr. Anvesh he had contacted you earlier and provided you the details regarding… https://t.co/fY9eXbvE5Z
1202262382287802400,Wed Dec 04 16:24:23 +0000 2019,@Vaibhav61125369 Hi Vaibhav, we really apologize for the inconvenience caused, would request you to kindly DM your registered mobile number.
1202162885247373300,Wed Dec 04 09:49:01 +0000 2019,@Aryanjayking Hi Kaleen, Sorry to hear that. Please share your friend's registered email ID/phone number along with… https://t.co/GlrMSCjVxf
1201897279579283500,Tue Dec 03 16:13:36 +0000 2019,@Aryanjayking Hi Aryanjay, we really apologise for the inconvenience caused, as per your concern we have refunded R… https://t.co/dy810iTg0G
1201752181210136600,Tue Dec 03 06:37:02 +0000 2019,@Subhana07758140 Sincere apologies for the inconvenience faced by you. We will share your feedback with the relevan… https://t.co/TSFxuc7GiT
1201725918978306000,Tue Dec 03 04:52:40 +0000 2019,@kamleshrv1 Hi Kamlesh, We sincerely apologize for the inconvenience caused. We have refunded Rs 156 to your Paytm… https://t.co/dxiY88vCTr
1201711039496147000,Tue Dec 03 03:53:33 +0000 2019,@VanyaliAlisha Hi Alisha, Deepest apologies for the inconvenience caused. As I have checked, the ride id provided b… https://t.co/nnrTBY1pdS
1201052266515456000,Sun Dec 01 08:15:49 +0000 2019,@im__ps Hi Priyankk, This is definitely not the experience we’d like you to have. Please help us understand the con… https://t.co/GfiZVyMxMS
1201051818303737900,Sun Dec 01 08:14:02 +0000 2019,@jayantnjayant Hi Jayant, We are extremely sorry, this is something which is not acceptable at all. We will be grat… https://t.co/jXZbTvtjx3
1200294787833684000,Fri Nov 29 06:05:52 +0000 2019,@Subhana07758140 As per your telephonic conversation with our team, I'm marking your issue as resolved.
1200292677075361800,Fri Nov 29 05:57:29 +0000 2019,@jimsymk We request you to share the relevant screenshot via DM so that we can further look into it.
1200289386702622700,Fri Nov 29 05:44:24 +0000 2019,@Subhana07758140 Hi Subhanali, It seems like you are not satisfied with our services. Please let us know more about… https://t.co/ARa2rAbH3a
1200288610253033500,Fri Nov 29 05:41:19 +0000 2019,@jimsymk Hi Jimsy, We would like to inform you that when you open the app, we automatically use GPS and Wi-Fi to se… https://t.co/GyUV9RQ6ZO
1199229092958093300,Tue Nov 26 07:31:11 +0000 2019,@sudhirmutha Hi Sudhir, Sincere apologies for the inconvenience faced by you.Please be assured that from our end we… https://t.co/4JY28Sm33c
1198950291292377000,Mon Nov 25 13:03:19 +0000 2019,@sudhirmutha Hi Sudhir, We are extremely sorry, this is something which is not acceptable at all. We will be gratef… https://t.co/G9qy2s96eW
1198624121334034400,Sun Nov 24 15:27:14 +0000 2019,@Jagannath2002D Hi Jagannath, we really apologize for the inconvenience caused, we understand you were compelled to… https://t.co/E3qEdJvUCx
1198550528604557300,Sun Nov 24 10:34:48 +0000 2019,@shrutia12 As per your telephonic conversation with our team, I'm marking your issue as resolved.
1198525306077769700,Sun Nov 24 08:54:35 +0000 2019,@shrutia12 Hi Shrutika, This is definitely not the experience we’d like you to have. Please DM the booking ID and w… https://t.co/virp6VxEDr
1197375978453889000,Thu Nov 21 04:47:34 +0000 2019,@shraddhab2506 Hi ਸ਼ਰਧਾ, It seems you have faced some inconvenience with us. Please let us know more about the issu… https://t.co/9t1r9gy47Q
1196785900048355300,Tue Nov 19 13:42:48 +0000 2019,@prav55N Hi Praveen, we request you to kindly DM your ride id, so that we can check the details accordingly.
1196342316258099200,Mon Nov 18 08:20:09 +0000 2019,@mmundra1331 Sorry to hear that. Please clear the data and cache for your app by going to your phone settings. This… https://t.co/tovhHfvagC
1196243778182369300,Mon Nov 18 01:48:36 +0000 2019,@vijaynmh2 Hi Vijay, we really apologize for the inconvenience caused, we request you to kindly DM the ride id, so… https://t.co/wYTLhkEXPD
1196119950135447600,Sun Nov 17 17:36:33 +0000 2019,@mmundra1331 Hi Manish, we really apologise for the inconvenience caused. As per your concern we have refunded Rs. 10 to your paytm wallet.
1195899348669751300,Sun Nov 17 02:59:58 +0000 2019,@imAbhirup18 Hi Abhirup, Thank you for the valuable feedback. We have conveyed your feedback to the relevant depart… https://t.co/BEN7gekVE5
1195571647639457800,Sat Nov 16 05:17:48 +0000 2019,@imAbhirup18 Hi Abhirup, We are constantly trying to improve the density of drivers in certain areas that don't hav… https://t.co/gp7ewzjHK2
1195401318619205600,Fri Nov 15 18:00:58 +0000 2019,@mmundra1331 Hi Manish, we really apologize for the inconvenience caused, we request you to kindly DM the ride id,… https://t.co/NhXbNW95mQ
1195222142331211800,Fri Nov 15 06:08:59 +0000 2019,@additol Please be assured that from our end we have forwarded your concern to the relevant department and an appro… https://t.co/Z54iCjTSIS
1195221808833646600,Fri Nov 15 06:07:40 +0000 2019,@additol As per the telephonic conversation, the fare is charged as per the drop location entered from your end, in… https://t.co/2cFABc8HBL
1195024310357725200,Thu Nov 14 17:02:52 +0000 2019,@gauravsaraswat3 Hi Gaurav, we really apologize for the inconvenience caused. As per your concern we have refunded… https://t.co/lVEAZZWQTF
1195012726751252500,Thu Nov 14 16:16:50 +0000 2019,@additol Hi Vijay, we really apologise for the inconvenience caused. Kindly DM the ride id. We will check the detai… https://t.co/VqkwH06s0K
1194915587362680800,Thu Nov 14 09:50:51 +0000 2019,@deepak_deshkar Please be assured that from our end we have forwarded your concern to the relevant department and a… https://t.co/6ZhuRGUqo9
1194850654189043700,Thu Nov 14 05:32:49 +0000 2019,@jimsymk Please help us understand the concern with the booking ID so that we can ensure a quick resolution.
1194843515773018000,Thu Nov 14 05:04:27 +0000 2019,@jimsymk The cancellation charges are applied to limit the number of cancellations. These charges are applicable if… https://t.co/oWD3U63fqA
1194833764897046500,Thu Nov 14 04:25:43 +0000 2019,@jimsymk Hi Jimsy, would like to inform you that before you request, we show the estimated time of arrival for the… https://t.co/hjut6DspSf
1194680445016760300,Wed Nov 13 18:16:28 +0000 2019,@deepak_deshkar Hi Deepak, we really apologise for the inconvenience caused, we have shared your complaint with the… https://t.co/j6Ayc73D2Y
1194596210671177700,Wed Nov 13 12:41:45 +0000 2019,@deepak_deshkar Hi Deepak, This is definitely not the experience we’d like you to have. Please DM the booking ID an… https://t.co/53DqZeKbbA
