id,created_at,text
1261073552788410400,Thu May 14 23:18:59 +0000 2020,In Yemen, deaths with coronavirus-like symptoms are spiking as hospitals shut down, from @raghavanWaPo  https://t.co/7Cc94lytDj
1260958624622444500,Thu May 14 15:42:18 +0000 2020,Hunger could be more deadly than coronavirus in poorer countries. The damage to economies and health caused by lock… https://t.co/Je9jCL3oAy
1260946647716167700,Thu May 14 14:54:42 +0000 2020,Netanyahu may still head Israel’s new government. But it’s a big change nonetheless. From @SBHendrix  https://t.co/yqYiwUZI60
1258353042325409800,Thu May 07 11:08:39 +0000 2020,Israel's High Court allows Netanyahu to form a new government and begin his fifth term despite being under indictme… https://t.co/ZTcij7KLwn
1258178722697564200,Wed May 06 23:35:57 +0000 2020,Trump has vetoed a congressional resolution limiting his authority to launch military strikes against Iran, from… https://t.co/L128ooOub0
1258141704085004300,Wed May 06 21:08:52 +0000 2020,Afghanistan and Iran have launched a joint investigation into allegations that dozens of Afghan migrants who crosse… https://t.co/cp3F2dOhZ0
1258083102238392300,Wed May 06 17:16:00 +0000 2020,This is so intriguing -- and potentially so consequential: The Rami Makhlouf saga poses a dangerous challenge for A… https://t.co/8XAVXG8fVB
1257669306416070700,Tue May 05 13:51:43 +0000 2020,This is a revealing, if not entirely surprising, look at how Turkey’s Pres. Erdogan is packing the courts with thou… https://t.co/aiFi9Jn2yu
1257630804567613400,Tue May 05 11:18:44 +0000 2020,Gaza life lightens up for Ramadan as lockdown eases with epidemic at bay, from @iHaZeMi and @SBHendrix  https://t.co/qulzkDQOpR
1257440989586866200,Mon May 04 22:44:28 +0000 2020,After U.S. pressure, a Pennsylvania teacher is released from an Egyptian prison and returns home, from… https://t.co/o82werk41O
1257394892873097200,Mon May 04 19:41:18 +0000 2020,And a shout out to Foreign Desk photo editors @ccolemanmedia and @olivierclaurent for their photo editing of the Pu… https://t.co/4fx0prXG3G
1257392697549127700,Mon May 04 19:32:34 +0000 2020,So proud of our Foreign Desk colleagues @maxbearak @simondenyer @jenniferamur and @BrianFMurphy who share in the Pu… https://t.co/aczBQVu3Cn
1257350482806427600,Mon May 04 16:44:50 +0000 2020,Iraq’s economy is collapsing under the double blow of sinking oil prices and coronavirus lockdown, from @leloveluck… https://t.co/l3mcjsBFHj
1257316227518627800,Mon May 04 14:28:43 +0000 2020,In a marathon hearing, Israel’s top court debates Netanyahu’s fate and the legalities of his coalition, from… https://t.co/6pg1OoG8Um
1257070518248845300,Sun May 03 22:12:21 +0000 2020,RT @ccolemanmedia: Israel coronavirus: Students return to school amid uncertainty, anxiety - photos by ⁦@davidvaaknin⁩  https://t.co/DzybSH…
1256991241373462500,Sun May 03 16:57:20 +0000 2020,Is it time to send children back to school? In Israel, schools are reopening, but there's no touching, sharing or b… https://t.co/I5ltJejA0P
1256681621165654000,Sat May 02 20:27:01 +0000 2020,Cellphone monitoring is spreading around the world with the coronavirus. So is an uneasy tolerance of surveillance.… https://t.co/nuNz1uIuJL
1256365922820018200,Fri May 01 23:32:32 +0000 2020,U.S. authorities have charged two Iranians and seized $12 million used to purchase a Liberian-flagged oil tanker, c… https://t.co/WJ4kvz9yiO
1256231928866496500,Fri May 01 14:40:06 +0000 2020,A rift at the highest levels of Syria's ruling Assad family has erupted into the open as Pres. Assad's powerful cou… https://t.co/x1dCIhdi8Y
1256180820898955300,Fri May 01 11:17:01 +0000 2020,Israel’s largest bank, Bank Hapoalim, will pay more than $900 million after admitting it helped U.S. customers evad… https://t.co/aLHgXnLlvh
1255461501609087000,Wed Apr 29 11:38:41 +0000 2020,Nestled in the agreement between Gantz and Netanyahu is a clause to advance plans to annex parts of the occupied We… https://t.co/dKw8EglAai
1255454844904710100,Wed Apr 29 11:12:14 +0000 2020,Israel has deemed women’s ritual baths -- or mikvahs -- essential during the time of coronavirus, and that's leavin… https://t.co/GJbNJL35wb
1255233166937383000,Tue Apr 28 20:31:22 +0000 2020,Here’s what it’s like to fly from Turkey to the U.S. during the coronavirus outbreak. @kfahim shares his surreal ex… https://t.co/KJJMSh0xVu
1255226188550856700,Tue Apr 28 20:03:38 +0000 2020,Unrest is escalating in Lebanon as the currency collapses and the prospect of hunger grows, from @SarahDadouch and… https://t.co/USOXs29YPz
1255092789790085000,Tue Apr 28 11:13:34 +0000 2020,Growing up in Iraq, I longed for a life without lockdowns. Now the world has become Baghdad. From @Mustafa_salimb https://t.co/Dw9ABQizb6
1254811585668886500,Mon Apr 27 16:36:09 +0000 2020,A declaration of self-rule by the most influential Yemeni southern separatist group has triggered concerns that Yem… https://t.co/kJiwbBdMs0
1254766282857222100,Mon Apr 27 13:36:08 +0000 2020,Sickness amid the cedars: The Lebanese were watching for the virus. But the outbreak in this secluded and stunningl… https://t.co/ikNp8O3t0f
1254426176896020500,Sun Apr 26 15:04:41 +0000 2020,Here's what happened when @reglash went to a roadside testing booth in Israel and got tested for coronavirus. She s… https://t.co/U7AamvCQCp
1254388364008185900,Sun Apr 26 12:34:26 +0000 2020,It feels like the end of the world. So we should get married now. @PaulSchemm on couples in Egypt, Israel, India an… https://t.co/TaauWv61Rd
1254114997195677700,Sat Apr 25 18:28:10 +0000 2020,An Arab doctor and an ultra-Orthodox Jew find common ground in a covid ward. The city outside is contested, but the… https://t.co/4LKvDS1ZSS
1253362187453837300,Thu Apr 23 16:36:46 +0000 2020,Dozens of U.N. programs that assist millions of impoverished Yemenis could shut down by the end of the month largel… https://t.co/3B7ybCx2rK
1253307080171290600,Thu Apr 23 12:57:47 +0000 2020,This is so interesting. Warning Shots: Israel Spares Hezbollah Fighters to Avert a War. From @NYTBen and… https://t.co/sV1LdPj1Yt
1253292860646084600,Thu Apr 23 12:01:17 +0000 2020,With a German court starting to hear a landmark case of alleged Syrian war crimes, this could be the first time an… https://t.co/rw0kMzocva
1253288115260870700,Thu Apr 23 11:42:26 +0000 2020,A top Iranian general has warned the U.S. against "dangerous behavior" in the Persian Gulf, saying that his forces… https://t.co/UOQd4y7s1h
1253116387050037200,Thu Apr 23 00:20:03 +0000 2020,Trump says he has directed the Navy to “shoot down and destroy” Iranian gunboats that “harass” U.S. ships, and U.S.… https://t.co/dFZQ0pm9mr
1253028622392230000,Wed Apr 22 18:31:18 +0000 2020,Turkish dissidents remain jailed as thousands of inmates are released to avoid prison epidemic, from @kfahim  https://t.co/BtjmU8mC1t
1252997775043813400,Wed Apr 22 16:28:43 +0000 2020,Iran’s Revolutionary Guard is capitalizing on the pandemic to strengthen its grip on the country, from @JobyWarrick… https://t.co/4GpK1hRAse
1252921717707726800,Wed Apr 22 11:26:30 +0000 2020,Lebanon is in a big mess. But on coronavirus, it’s doing something right, writes @LizSly https://t.co/kA9g7RTcMQ
1252596605393473500,Tue Apr 21 13:54:37 +0000 2020,Israel may get its first government in months, but can it govern? From @SBHendrix and @reglash https://t.co/nw2gXFgV1R
1252386777278460000,Tue Apr 21 00:00:50 +0000 2020,Egypt is sending a military plane with medical supplies to help the U.S. address coronavirus. Some Egyptian critics… https://t.co/qZbVAgHlGw
1252346480729309200,Mon Apr 20 21:20:43 +0000 2020,Centuries-old Ramadan traditions and practices are being upended across the Muslim world by the coronavirus epidemi… https://t.co/INiDGIB9WA
1252280704341282800,Mon Apr 20 16:59:20 +0000 2020,BREAKING: Israeli leaders agree to form emergency unity government, with Netanyahu remaining prime minister for now https://t.co/SYKKldTwgM
1251964608203677700,Sun Apr 19 20:03:17 +0000 2020,Stirrings of unrest around the world could portend turmoil as economies collapse. Protests against coronavirus rest… https://t.co/t3X4XnuPnO
1251519534420439000,Sat Apr 18 14:34:43 +0000 2020,As men wage a bloody battle for the Syrian province of Idlib, women sew face masks to fight the next threat, from… https://t.co/PYJlznPxEw
1250753830217793500,Thu Apr 16 11:52:05 +0000 2020,UAE’s ‘Happiness and Positivity Council’ is debuting a new high-tech police helmet for coronavirus combat, from… https://t.co/0hJK5mcJha
1250749641680920600,Thu Apr 16 11:35:27 +0000 2020,Israel’s factions have failed again to form a government, raising the possibility of a fourth election, from… https://t.co/0UmvT2L3OV
1250123899322486800,Tue Apr 14 18:08:58 +0000 2020,A revealing look at how the Kremlin outmaneuvered the White House to revive Russian influence in Libya, from… https://t.co/J4KWzZyV9Y
1250042656190861300,Tue Apr 14 12:46:08 +0000 2020,Now joining the fight against coronavirus: The world’s armed rebels, drug cartels and gangs. From  @ksieff… https://t.co/iclFFh3Tlc
1249841276368846800,Mon Apr 13 23:25:55 +0000 2020,Israel’s unacknowledged military campaign against Iranian targets in Syria could provide a model for the United Sta… https://t.co/AwWwBh3Odi
1249771856619585500,Mon Apr 13 18:50:04 +0000 2020,If left unchecked, the financial catastrophe descending upon countries such as South Africa, Brazil, India and Leba… https://t.co/ijBV3tiP9C
1249740495707934700,Mon Apr 13 16:45:27 +0000 2020,Libya’s war escalates despite international calls for a ‘humanitarian pause’ amid the pandemic, from @raghavanWaPo… https://t.co/WcirRHgzLr
1249701446095982600,Mon Apr 13 14:10:17 +0000 2020,Lessons for life today from times of turmoil in Syria, the West Bank, South Sudan and El Salvador. Memories of shel… https://t.co/9DvYaR2L1P
1249011523437179000,Sat Apr 11 16:28:47 +0000 2020,Israelis and Palestinians are accusing each other of exploiting the coronavirus outbreak for political gain in Jeru… https://t.co/PPRfMIYPH8
1248749459015643100,Fri Apr 10 23:07:26 +0000 2020,Far right-wing and radical Islamist groups are exploiting coronavirus turmoil, from @smekhennet  https://t.co/OVENkFyb22
1248706466971816000,Fri Apr 10 20:16:36 +0000 2020,The U.S. is distracted by the pandemic, but foreign policy challenges persist in the Middle East and elsewhere, fro… https://t.co/lBxcZ7nDS2
1248678260084441000,Fri Apr 10 18:24:31 +0000 2020,Iran and the U.S. agree on Iraq’s latest nominee for prime minister. But will Iraqis? @Mustafa_salimb and… https://t.co/RS6fi8kHGj
1248648864019689500,Fri Apr 10 16:27:42 +0000 2020,Rare voices from Iran’s epic coronavirus outbreak tell of stumbling government, deluged hospitals. From @kfahim and… https://t.co/vV2aMXjPvo
1248583351474229200,Fri Apr 10 12:07:23 +0000 2020,When you have all the time in the world. Here are suggestions for passing the pandemic: book and movie recommendati… https://t.co/2iSrLrzJCa
1248371744269897700,Thu Apr 09 22:06:32 +0000 2020,Canada is lifting its ban on arms exports to Saudi Arabia imposed after Jamal Khashoggi was killed by Saudi agents… https://t.co/qAVXdjKtW9
1248066537149341700,Thu Apr 09 01:53:45 +0000 2020,Saudi Arabia has announced a cease-fire in Yemen as aid agencies brace for the spread of the coronavirus, from… https://t.co/gP7rUR3iUb
1247959406513397800,Wed Apr 08 18:48:03 +0000 2020,An international watchdog has firmly linked Syria’s government to deadly sarin and chlorine attacks on a rebel town… https://t.co/0wm2GJqWrt
1247851498266153000,Wed Apr 08 11:39:15 +0000 2020,Coronavirus is putting Trump’s ‘maximum pressure’ campaign against Iran, Venezuela and others under pressure, write… https://t.co/8jB453qxGQ
1247840890879643600,Wed Apr 08 10:57:06 +0000 2020,Saudi Arabia executed them after questionable trials. Now it won’t give up the bodies for proper burial. From… https://t.co/YRK0gVhXW7
1247293962202886100,Mon Apr 06 22:43:48 +0000 2020,As coronavirus layoffs surge in richer countries, poorer ones are losing vital remittance payments. Billions of dol… https://t.co/WfwTSeWXwZ
1246836901778198500,Sun Apr 05 16:27:37 +0000 2020,Journalists threatened and detained as countries on multiple continents restrict coronavirus coverage, from… https://t.co/dVx3ieDk7q
1246423863849869300,Sat Apr 04 13:06:21 +0000 2020,The U.S. was beset by denial and dysfunction as the coronavirus raged.  A deep dive on how the U.S., supposedly the… https://t.co/z4qtNIE6cl
1246413202780565500,Sat Apr 04 12:23:59 +0000 2020,Violence is hampering the coronavirus response in Libya, Yemen, Ukraine, Afghanistan and other conflict zones, from… https://t.co/EteigU8Iu5
1246105469808230400,Fri Apr 03 16:01:10 +0000 2020,With Passover, Easter and Ramadan looming, clergy are scrambling to create holidays at a distance, from @spulliam a… https://t.co/HDWwiouZgs
1246050969152041000,Fri Apr 03 12:24:36 +0000 2020,Trump's suggestion of a truce in the oil dispute between Russia and Saudi Arabia may be premature, writes… https://t.co/b3DKGcx09P
1246041145781739500,Fri Apr 03 11:45:34 +0000 2020,Israel is struggling to form a government, even after the sides agree to join forces, from @SBHendrix https://t.co/NpKeta5xh5
1245770771881918500,Thu Apr 02 17:51:11 +0000 2020,Delighted by the news that our Washington Post team has been awarded a Bob Considine citation by the Overseas Press… https://t.co/dA7bjUin0d
1245745451573424000,Thu Apr 02 16:10:35 +0000 2020,The Mossad's latest mission: Hunting worldwide for scarce ventilators, from @SBHendrix https://t.co/ssME6oibik
1245307046918000600,Wed Apr 01 11:08:31 +0000 2020,The coronavirus pandemic could overwhelm developing nations already plagued by fraying health-care systems, fragile… https://t.co/70jGwKmIRO
1245018055454986200,Tue Mar 31 16:00:10 +0000 2020,As the coronavirus spikes among ultra-Orthodox Jews, Israel is deploying security forces to make them stay home, fr… https://t.co/qGBAJG04L6
1244588920748355600,Mon Mar 30 11:34:56 +0000 2020,Kurdish-led forces say they've regained control over a prison housing former Islamic State fighters in northeastern… https://t.co/mobC8ls697
1244251011486793700,Sun Mar 29 13:12:12 +0000 2020,As coronavirus cases explode in Iran, U.S. sanctions hamper access to drugs and medical equipment. Banking restrict… https://t.co/N0OkHv9AVG
1244056804457406500,Sun Mar 29 00:20:30 +0000 2020,The pandemic is prompting calls to lift U.S. sanctions on Iran and Venezuela as Trump administration imposes more,… https://t.co/xO3Py6qpeS
1243896679021019100,Sat Mar 28 13:44:13 +0000 2020,Militia attacks on Americans in Iraq are becoming more audacious. The U.S. is wrestling with how to respond. From… https://t.co/j7unagQVQZ
1243654856805625900,Fri Mar 27 21:43:18 +0000 2020,RT @nakashimae: Bright spot amid the gloom: New York astrophysicist said she acquired 500,000 masks with help from Hong Kong democracy acti…
1243644938560180200,Fri Mar 27 21:03:53 +0000 2020,Not since the Black Plague have Jerusalem’s holy alleys fallen so still, from @SBHendrix https://t.co/ztdjkYCws3
1243349799518244900,Fri Mar 27 01:31:07 +0000 2020,As coronavirus looms, U.S. proceeding with dramatic reduction of aid to Yemen, from @missy_ryan  https://t.co/LNcRBzU3y7
1243276786231840800,Thu Mar 26 20:40:59 +0000 2020,What coronavirus? With indictment of Venezeula’s Maduro and sanctions on Iran, U.S. doubles down on ‘maximum pressu… https://t.co/48x36GLSmE
1243217434531823600,Thu Mar 26 16:45:08 +0000 2020,Israeli lawmakers have taken what could be a significant step toward forming an emergency government and ending the… https://t.co/T7aEgek5If
1243179641613025300,Thu Mar 26 14:14:58 +0000 2020,From Mexico’s newest superhero to Iran’s most elegant hand-washer and Egypt's most beloved comic actor: Watch how c… https://t.co/TQdzLFyAl0
1243165618305667000,Thu Mar 26 13:19:14 +0000 2020,RT @raghavanWaPo: Egypt forces Guardian journalist to leave after #coronavirus story -the latest blow to press freedoms under the #Sissi re…
1243137228563497000,Thu Mar 26 11:26:26 +0000 2020,How the coronavirus is igniting riots, releases and crackdowns in world’s prisons, from @raghavanWaPo and… https://t.co/BnzwJWWNiJ
1243130921626239000,Thu Mar 26 11:01:22 +0000 2020,The U.S. traditionally leads in times of crisis. Now it’s practicing self-isolation. From @LizSly @michaelbirnbaum… https://t.co/GexynSkrzz
1242941069953831000,Wed Mar 25 22:26:58 +0000 2020,Robert Levinson, a retired FBI agent who vanished in 2007, died in Iranian custody, his family says. From… https://t.co/pvJ9nBUWpC
1242916365591359500,Wed Mar 25 20:48:48 +0000 2020,Soldiers around the world are getting a new mission: Enforcing coronavirus lockdowns. From @ksieff  https://t.co/JGE49QtRt4
1242786055167840300,Wed Mar 25 12:11:00 +0000 2020,Brass-knuckles maneuvering in Israel as the Knesset speaker resigns hours before a court-imposed deadline requiring… https://t.co/XaBoMGreAB
1242777434690330600,Wed Mar 25 11:36:44 +0000 2020,Turkish prosecutors have indicted 20 Saudis in the killing of Jamal Khashoggi, including two top officials, Saud al… https://t.co/CrJHmsQAph
1242775854033375200,Wed Mar 25 11:30:27 +0000 2020,How this closing chapter of Syria’s war has become its most brutal. @kfahim's report from inside Idlib province wit… https://t.co/QYJAItlJBM
1242423657579847700,Tue Mar 24 12:10:57 +0000 2020,Israel is on the brink of a constitutional crisis, with the speaker of the parliament, the Knesset, vowing to defy… https://t.co/g0xEjew07v
1242416068628566000,Tue Mar 24 11:40:48 +0000 2020,Aid agencies fear a disaster as coronavirus threatens to hit the world’s most vulnerable people hardest, from… https://t.co/S5uqpzdzwZ
1242168025861800000,Mon Mar 23 19:15:10 +0000 2020,Fresh barbs fly between Tehran and Washington over who’s to blame for coronavirus’s spread in Iran, from @LizSly  https://t.co/oN6LCihVNH
1242161601240858600,Mon Mar 23 18:49:38 +0000 2020,How Canada approved an Assad loyalist to serve the country’s terrorized Syrian refugees, from @a_coletta  https://t.co/KOpvqknFE1
1241753367392727000,Sun Mar 22 15:47:28 +0000 2020,Amid coronavirus, Israel has modified the funeral rituals for its first victim, a survivor of the Holocaust. From… https://t.co/7FRmsJ2YXi
1241416421697106000,Sat Mar 21 17:28:33 +0000 2020,As Iran Reels, Trump Aides Clash Over Escalating Military Showdown https://t.co/5BeyjGYxSz
1241025014297747500,Fri Mar 20 15:33:15 +0000 2020,Tehran is normally full of shoppers during Nowruz. People buy pastries and cookies, as well as preparing springtime… https://t.co/JSFU8lfqk8
1240979279506215000,Fri Mar 20 12:31:31 +0000 2020,As the epidemic menaces refugee camps, the Middle East’s most vulnerable face a deepening nightmare. From… https://t.co/FJs13zLJk0
1240734223486648300,Thu Mar 19 20:17:45 +0000 2020,Trump has asked the Syrian government to ‘work with us’ to free Austin Tice, a freelance journalist from Texas.who… https://t.co/n86zdSYF1a
1240710963084451800,Thu Mar 19 18:45:19 +0000 2020,Israel is using cellphone surveillance to warn citizens: You may already be infected. From @SBHendrix and @reglash  https://t.co/M6qexNe04l
1240605779234824200,Thu Mar 19 11:47:21 +0000 2020,There’s little doubt that U.S. sanctions have hindered Iran’s response to the virus. But to many, the Iranian gover… https://t.co/evPYzlqCbK
1240382671102128000,Wed Mar 18 21:00:48 +0000 2020,Hundreds of Americans are stuck in Morocco after flight bans. They’re pleading for Washington to help.  From… https://t.co/2MihENpsLl
1240351200328978400,Wed Mar 18 18:55:45 +0000 2020,Efforts to revive Israel’s parliament stumble amid virus outbreak, from @reglash  https://t.co/0I6DYZIzuQ
1240335195250647000,Wed Mar 18 17:52:09 +0000 2020,Afghanistan's 22 reported cases are linked to people returning from Iran, which has been hit hard by the virus.  In… https://t.co/yGnRVXz1cQ
1240017015433240600,Tue Mar 17 20:47:49 +0000 2020,This is perhaps the most comprehensive look yet at the making of the coronavirus catastrophe in Iran. From… https://t.co/EBwMW014gN
1239599005044179000,Mon Mar 16 17:06:48 +0000 2020,U.S.-led coalition to withdraw hundreds of troops from smaller bases in Iraq, from @leloveluck  https://t.co/r4aMnxWBU5
1239576086729629700,Mon Mar 16 15:35:43 +0000 2020,The Middle East is already wracked by war. Now it must confront the coronavirus, too. From @LizSly  https://t.co/3CCa4kcxL1
1239298942334050300,Sun Mar 15 21:14:27 +0000 2020,Israel’s president is gives challenger Benny Gantz the first chance at trying to form a government by assembling a… https://t.co/S8IkHX6O1F
1239203493971452000,Sun Mar 15 14:55:10 +0000 2020,Israel is planning to deploy electronic counterterrorism measures to track people who might be infected with the co… https://t.co/chL17BnwFI
1238899812524834800,Sat Mar 14 18:48:27 +0000 2020,RT @SarahDadouch: Coronavirus ME roundup: -Saudi Arabia suspends all international flights for 2 weeks -UAE suspends flights btwn Lebanon,…
1238879144546635800,Sat Mar 14 17:26:19 +0000 2020,A fresh rocket attack has wounded international troops in Iraq, potentially deepening U.S.-Iran tensions, from… https://t.co/0Fg2u6EINT
1238799065506369500,Sat Mar 14 12:08:07 +0000 2020,Camel wrestling: It’s a thing, and we have video. From Zeynep Karatas in Edremit, Turkey https://t.co/HjTZ0pKv1i
1238791409890705400,Sat Mar 14 11:37:42 +0000 2020,Here's the inside tale of the Nile cruise that spawned an international coronavirus outbreak, from @raghavanWaPo… https://t.co/FqBgMZwzcP
1238609791137833000,Fri Mar 13 23:36:01 +0000 2020,Iran is digging a massive grave for coronavirus victims outside the holy city of Qom. Video from @SarahCahlan… https://t.co/Y3YCVrb93L
1238586948262002700,Fri Mar 13 22:05:14 +0000 2020,RT @YoYo_Ma: In these days of anxiety, I wanted to find a way to continue to share some of the music that gives me comfort. The first of my…
1238452660774281200,Fri Mar 13 13:11:38 +0000 2020,Coronavirus could finally break Israel's political deadlock as the rival factions embrace, tentatively, the possibi… https://t.co/XuaHB1NYES
1238432864624152600,Fri Mar 13 11:52:58 +0000 2020,Iraq has condemned a wave of U.S. airstrikes targeting Iran-backed militias early Friday, saying they'd killed sold… https://t.co/CxVkeVbztS
1238236877800591400,Thu Mar 12 22:54:11 +0000 2020,BREAKING: U.S. launches strikes in Iraq against Iranian-backed militias after attack that killed coalition troops,… https://t.co/5XOnBqP4Ld
1238213345360195600,Thu Mar 12 21:20:41 +0000 2020,A fierce ‘dragon’ storm has hit Egypt with flooding rain and damaging winds. Israel is bracing for more of the same… https://t.co/lj6dQe3tTw
1238206426687901700,Thu Mar 12 20:53:11 +0000 2020,Yes, Two US AND a British Army female medic https://t.co/1Ej6SVOO2k
1238185303191535600,Thu Mar 12 19:29:15 +0000 2020,U.S. defense officials say an attack on a base in Iraq that killed two U.S. troops was carried out by Iranian-backe… https://t.co/y7M3hkrCUR
1238131180547039200,Thu Mar 12 15:54:11 +0000 2020,Satellite images show Iran building vast burial trenches, an indication that Tehran is dramatically understating th… https://t.co/6Rr9tf3CSR
1238106294164377600,Thu Mar 12 14:15:18 +0000 2020,EXCLUSIVE: Coronavirus burial pits in Iran so vast that they’re visible from space, from @erinmcunningham and… https://t.co/c3RnI0JX43
1238092229224337400,Thu Mar 12 13:19:24 +0000 2020,Coronavirus burial pits in Iran so vast that they’re visible from space, from @erinmcunningham and @DDaltonBennett https://t.co/zlqVXRYqWM
1238058871123517400,Thu Mar 12 11:06:51 +0000 2020,In Egypt, a vibrant brand of street music is outlawed as censorship deepens, from @raghavanWaPo  https://t.co/Z03uegrYNB
1237893448386003000,Thu Mar 12 00:09:31 +0000 2020,He tested positive, then negative for coronavirus. Now this American is stuck in Egypt. From @MerylKornfield  https://t.co/BJgIUJKvqz
1237860454245879800,Wed Mar 11 21:58:25 +0000 2020,House passes resolution requiring Trump to get congressional authorization for further military action against Iran… https://t.co/wyYe5fLaRe
1237854919375245300,Wed Mar 11 21:36:25 +0000 2020,BREAKING: U.S. and coalition troops killed in rocket attack in Iraq, potentially spiking tensions with Iran. From… https://t.co/GDYKmb3Qkx
1237550731214766000,Wed Mar 11 01:27:41 +0000 2020,RT @nakashimae: No evidence yet that Russia has taken steps to help any candidate in 2020, intel official tells senators. But carefully-wor…
1237492098078773200,Tue Mar 10 21:34:42 +0000 2020,The recovery of Marines killed in Iraq was slowed by unforgiving terrain, U.S. military officials say. From… https://t.co/RjrHnE3hnp
1237469784574496800,Tue Mar 10 20:06:02 +0000 2020,Moscow got itself into an oil price war with Saudi Arabia, a major gamble for Russia’s economy. From @ikhurshudyan  https://t.co/CdZ8dQVkrX
1237438428234633200,Tue Mar 10 18:01:26 +0000 2020,The arrival hall of Ben Gurion Airport's Terminal 3 is Israel's front door. One day after the government instituted… https://t.co/qgVSnEQe93
1237107518956081200,Mon Mar 09 20:06:31 +0000 2020,Netanyahu’s self-declared election victory is looking less certain as his rival reaches out to unlikely coalition p… https://t.co/PzcoWWyfw6
1237081572974776300,Mon Mar 09 18:23:25 +0000 2020,BREAKING: Israel announces that anyone entering the country from abroad will be quarantined for 14 days  https://t.co/Wgr2trGuqk
1237060388858081300,Mon Mar 09 16:59:14 +0000 2020,Two members of a U.S. Marine Special Operations team have been killed in Iraq in an operation targeting an ISIS mou… https://t.co/1uFSoWja8d
1237052114112860200,Mon Mar 09 16:26:21 +0000 2020,The oil price war Saudi Arabia launched against Russia has sent crude prices into one of the steepest falls in hist… https://t.co/GMTyBchN64
1236984699458916400,Mon Mar 09 11:58:29 +0000 2020,As more virus cases trace their origins to Egypt, questions arise over government measures to stem the outbreak, fr… https://t.co/FJzlaX23yh
1236978707149004800,Mon Mar 09 11:34:40 +0000 2020,Sudan’s prime minister has escaped an assassination attempt unscathed, from @maxbearak https://t.co/f6Mdh1RgPX
1236976163962183700,Mon Mar 09 11:24:34 +0000 2020,Tunisia is one of the world’s top olive oil producers. But now, it’s facing a crisis of too much. From… https://t.co/9zdpjZmcHC
1236782293760516000,Sun Mar 08 22:34:11 +0000 2020,Two senior princes detained in a crackdown against potential rivals of Saudi Arabia's powerful crown prince are bei… https://t.co/Sp7w0yBctj
1236779439469592600,Sun Mar 08 22:22:51 +0000 2020,The coronavirus outbreak could imperil Egypt's crucial tourism sector, with nearly four dozen infections now confir… https://t.co/PCdCCiUKsq
1236773938895753200,Sun Mar 08 22:00:59 +0000 2020,Launching an oil price war with Russia, Saudi Arabia is moving to flood a market depressed by the coronavirus with… https://t.co/bDdxWFroW1
1236710266806702000,Sun Mar 08 17:47:59 +0000 2020,Gaza militants are targeting Israel with party balloons bearing bombs, from @SBHendrix @iHaZeMi and @reglash  https://t.co/XoJgsHznrb
