id,created_at,text
1260322559494668300,Tue May 12 21:34:48 +0000 2020,RT @Crave_PR: Canadian comedian @TomHenry sat down with @billharris_TV during @JFL42 to discuss his comedic influences growing up. Read the…
1260281683305250800,Tue May 12 18:52:22 +0000 2020,RT @TSN_PR: .@TSN_Sports Invites Basketball Fans to Choose Their Own Hoops Adventure with SELECT THE SERIES. More on @thelede_ca: https://t…
1253429975371272200,Thu Apr 23 21:06:08 +0000 2020,RT @CTV_PR: .@CTVNews Delivers Live Coverage of NOVA SCOTIA REMEMBERS: A LOVING TRIBUTE FOR THOSE WE LOST, a Virtual Vigil for Nova Scotia…
1253363614473498600,Thu Apr 23 16:42:26 +0000 2020,RT @TSN_PR: .@TSN_Sports Serves Up Unforgettable Grand Slam Tennis Matches. More on @thelede_ca: https://t.co/GaJJCHpeEi
1253363595930407000,Thu Apr 23 16:42:22 +0000 2020,RT @Crave_PR: Ahead of the premiere of PENNY DREADFUL: CITY OF ANGELS on @CraveCanada, creator and executive producer, John Logan, tells TV…
1253363580134740000,Thu Apr 23 16:42:18 +0000 2020,RT @TSN_PR: Additional classic Expos games have been added to the schedule! Find the complete schedule here: https://t.co/mJXyGbOmik https:…
1253330543619346400,Thu Apr 23 14:31:02 +0000 2020,RT @CTV_PR: Must-watch titles for the week of April 27 across @CTV the CTV Specialty Channel group include all-new episodes of #Transplant,…
1253295784667250700,Thu Apr 23 12:12:54 +0000 2020,Les Québécois @CharlotteCardin, @GeorgesStPierre, @SamRobertsBand et le @Cirque du Soleil s’ajoutent aux personnali… https://t.co/CM6p32MXrh
1253293380811001900,Thu Apr 23 12:03:21 +0000 2020,Dozens of additional Canadian artists, athletes, and icons announced for historic STRONGER TOGETHER, TOUS ENSEMBLE… https://t.co/F0Pg7wN9WK
1252987923647078400,Wed Apr 22 15:49:35 +0000 2020,RT @TSN_PR: .@TSN_Sports Stays Home to Deliver Live Coverage of the Historic 2020 NFL DRAFT, April 23-25​: https://t.co/rqqJoACPQr
1252987901832507400,Wed Apr 22 15:49:29 +0000 2020,RT @Crave_PR: Bell Media’s premium English and French-language Pay TV networks and streaming services, including @CraveCanada @STARZCA, @su…
1252949515411304400,Wed Apr 22 13:16:57 +0000 2020,RT @ADISQ_: L’ADISQ lance une offensive publicitaire sur les ondes radios de la province, La minute par heure #PalmarèsADISQ, initiée par @…
1252932416861339600,Wed Apr 22 12:09:01 +0000 2020,À la suite d’une réception incroyable, l’émission spéciale canadienne STRONGER TOGETHER, TOUS ENSEMBLE est prolongé… https://t.co/ezdJR0Zjza
1252931384726954000,Wed Apr 22 12:04:55 +0000 2020,STRONGER TOGETHER, TOUS ENSEMBLE extends to 90 minutes as new broadcasters join the largest single-show broadcast e… https://t.co/p0FpgiFiZa
1252678164117061600,Tue Apr 21 19:18:42 +0000 2020,RT @Crave_PR: Crave in May features: Award winning films Parasite &amp; Joker; the series premiere of HBO’s I Know This Much Is True &amp; Betty, &amp;…
1252678151811092500,Tue Apr 21 19:18:39 +0000 2020,RT @DiscoveryCAN_PR: All aboard! This #EarthDay, eco-conscious viewers can sail away to @AnimalPlanetCA to learn about the ongoing poaching…
1252669357068599300,Tue Apr 21 18:43:42 +0000 2020,Bell Media congratulates its television and digital media partners on their nominations for the 2020 Rockie Awards! https://t.co/6FSjKp2szx
1252659242324066300,Tue Apr 21 18:03:31 +0000 2020,RT @Crave_PR: HOMELAND is coming to an end this Sunday at 9 p.m. ET on @CraveCanada. Ahead of the series finale, @billharris_TV reports on…
1252599467171250200,Tue Apr 21 14:05:59 +0000 2020,Du lundi 18 mai au vendredi 22 mai à 19h30, @VRAKtv s’attaque aux lois non écrites de l’univers de la COVID-19 avec… https://t.co/EYEMdxUDMw
1252291381122523100,Mon Apr 20 17:41:46 +0000 2020,RT @CTV_PR: .@CTVNews Launches the CTV NATIONAL NEWS WITH LISA LAFLAMME PODCAST, Beginning Today: https://t.co/AZpunSacY5 @lisalaflammectv
1252291260712472600,Mon Apr 20 17:41:17 +0000 2020,RT @RDS_RP: Mercredi à 18h30 | @FightOwensFight et Michel Goulet seront les invités de l'émission ET LE BUT ! AVEC PIERRE HOUDE.   Aussi ce…
1252235563085660200,Mon Apr 20 13:59:58 +0000 2020,Ce dimanche 26 avril, les principaux diffuseurs du Canada s'unissent pour soutenir les travailleurs de première lig… https://t.co/DNRRNW5tyY
1252206120938229800,Mon Apr 20 12:02:58 +0000 2020,Canada’s major broadcasters unite to support frontline workers with all-Canadian, star-studded special STRONGER TOG… https://t.co/ZUZB5MeBwJ
1251220820715810800,Fri Apr 17 18:47:44 +0000 2020,RT @iHeartRadioCAPR: .@Chum1045 continues to Make Toronto Pop by unveiling the innovative ways they are connecting with listeners during th…
1251196646832115700,Fri Apr 17 17:11:41 +0000 2020,RT @HBOCanadaPR: Creator of HBO’s RUN, @JonesDryWrite, shares the inside joke with Phoebe Waller-Bridge that inspired the series, and how t…
1251170902345212000,Fri Apr 17 15:29:23 +0000 2020,RT @CTV: Get ready to make some noise with @KeithUrban, @taylorswift13, Chris Martin, Eddie Vedder, @StevieWonder and more as we support he…
1251150402659049500,Fri Apr 17 14:07:55 +0000 2020,RT @Bell_Nouvelles: .@Bell_FR acquiert 1,5 million de masques protecteurs afin de soutenir les travailleurs de la santé de première ligne e…
1251150285260468200,Fri Apr 17 14:07:27 +0000 2020,RT @Bell_News: .@Bell acquires 1.5 million protective face masks to support frontline healthcare and other essential public workers through…
1251148433764700200,Fri Apr 17 14:00:06 +0000 2020,RT @TSN_PR: The Beautiful Game Goes Virtual: EA SPORTS FIFA 20 #StayAndPlay CUP Continues Today on @TSN_Sports: https://t.co/YBOdjFRj2C
1250888349386264600,Thu Apr 16 20:46:37 +0000 2020,RT @Crave_PR: When it comes to stand-up, are there really such things as good and bad audiences? @billharris_tv spoke with @mrgrahamkay abo…
1250888301957075000,Thu Apr 16 20:46:26 +0000 2020,RT @iHeartRadioCA: We are proud to broadcast the historic One World #TogetherAtHome global special ft. @ladygaga, @billieeilish @ShawnMende…
1250888285918027800,Thu Apr 16 20:46:22 +0000 2020,RT @HBOCanadaPR: The new drama series Perry Mason debuts Sunday, June 21 at 9 p.m. ET, only on @CraveCanada. Head to @thelede_ca to learn m…
1250823393215221800,Thu Apr 16 16:28:30 +0000 2020,RT @CTV_PR: With more Canadians looking for their next binge-worthy show, https://t.co/85grarWPYz has something for everyone to help pull t…
1250823385984258000,Thu Apr 16 16:28:29 +0000 2020,RT @iHeartRadioCAPR: .@iHeartRadioca stations across the Maritimes are taking on initiatives to support and spread hope to the frontline an…
1250804588787175400,Thu Apr 16 15:13:47 +0000 2020,RT @CTV_PR: #SVU, #TacomaFD, #KillingEve, #DCsLegendsOfTomorrow, and more, round out the list of must-watch titles for the week of April 20…
1250792958980481000,Thu Apr 16 14:27:34 +0000 2020,RT @RDS_RP: #RDS présente 4 matchs de la rivalité légendaire entre les Canadiens et les Nordiques dès le lundi 20 avril.  &gt;&gt; Détails : http…
1250493186411245600,Wed Apr 15 18:36:23 +0000 2020,RT @TSN_PR: Sunday Sweeps! @TSN_Sports relives some of the most memorable bonspiels in recent history with CURLING ENCORE SUNDAYS. More on…
1250138224800006100,Tue Apr 14 19:05:53 +0000 2020,RT @DiscoveryCAN_PR: .@DiscoveryCanada relives all the metal-crunching fun of the #BattleBots 2019 World Championship, Sundays at 7 p.m. ET…
1250104654920384500,Tue Apr 14 16:52:30 +0000 2020,RT @CTV_PR: .@BenMulroney joins @LiveKellyRyan for a special segment of “I Live” in quarantine on Wednesday, April 15 at 9 a.m. ET/PT on @C…
1250053504099586000,Tue Apr 14 13:29:14 +0000 2020,RT @RDS_RP: L'Antichambre de retour mercredi à 22h !  Détails &gt;&gt; https://t.co/PDfv945mr1 https://t.co/1kt5UzgUPe
1249801041371152400,Mon Apr 13 20:46:03 +0000 2020,@TIFF_NET + @CraveCanada announce additional virtual chats and screenings for #StayAtHomeCinema experience, April 1… https://t.co/iqDxU8Gs2l
1249776004899524600,Mon Apr 13 19:06:33 +0000 2020,RT @TSN_PR: Les Expos Sont Là! @TSN_Sports to Air Classic Montreal Expos Games, Beginning Tomorrow: https://t.co/DyRMRb6tsS
1249702876659802000,Mon Apr 13 14:15:58 +0000 2020,RT @CTV: In 5 days, join @ladygaga, @eltonofficial and @johnlegend  and more for the One World: #TogetherAtHome special this Saturday at 8/…
1249702831776546800,Mon Apr 13 14:15:48 +0000 2020,RT @RDS_RP: Le 5 à 7, Max &amp; Bruno, Et le but ! avec Pierre Houde, Le sport en crise, Blitz et On jase seront au poste cette semaine. Merci…
1249702772716580900,Mon Apr 13 14:15:34 +0000 2020,RT @RDS_RP: Et le but ! avec Pierre Houde | Une nouvelle émission présentée tous les mercredis à 18h30 sur #RDS.  Les invités de cette sema…
1248298858205057000,Thu Apr 09 17:16:54 +0000 2020,RT @Crave_PR: Bell Media’s English and French-language Pay TV networks and streaming services, Crave, STARZ, Super Écran, and Cinépop, are…
1248298146364625000,Thu Apr 09 17:14:05 +0000 2020,Le 22 avril prochain, @CraveCanada, Super Écran et Cinépop mettent en lumière le cinéma d'ici à l'occasion de la Jo… https://t.co/EWxQweX9Kk
1248294057245368300,Thu Apr 09 16:57:50 +0000 2020,RT @CTV_PR: Must-watch titles for the week of April 13 across @CTV &amp; the CTV Specialty Channel group include new episodes of #IDoRedo, #Mar…
1247982408433111000,Wed Apr 08 20:19:27 +0000 2020,RT @TSN_PR: #ChampionshipRelived: @TSN_Sports Invites Canadians to a National Watch Party to Celebrate the @Raptors’ NBA Title Win, April 1…
1247959357763080200,Wed Apr 08 18:47:51 +0000 2020,RT @CraveCanada: Exciting News: Crave is now available on @Roku players and Roku TVs in Canada!   More info here: https://t.co/XzB1Us4xSW.…
1247940087263957000,Wed Apr 08 17:31:17 +0000 2020,RT @CTV_PR: In a hilarious conversation with @billharris_TV, TACOMA FD star @Hoganfilm brought up how the cast is integrating video-confere…
1247931871004147700,Wed Apr 08 16:58:38 +0000 2020,RT @CTV: Question: #WhoWantsToBeAMillionaire returns A)Tonight B)Tonight C)Tonight D)Tonight Get into it at 10/8mt on CTV. https://t.co/2lI…
1247888001343975400,Wed Apr 08 14:04:18 +0000 2020,RT @Crave_PR: #TIFFAtHome continues this week! Tune in at 7pm ET for these Instagram Live Q&amp;As with @cameron_tif, followed by screenings @C…
1247887942569214000,Wed Apr 08 14:04:04 +0000 2020,RT @HBOCanadaPR: Ahead of the premiere of HBO’s INSECURE, TV Critic @billharris_tv reports on what @IssaRae had to say about each character…
1247617708906164200,Tue Apr 07 20:10:16 +0000 2020,Confinée chez elle, @MaripierMorin poursuit sa quête pour mieux comprendre les sujets qui la déstabilisent alors qu… https://t.co/BXOFDVXgDq
1247594507027329000,Tue Apr 07 18:38:04 +0000 2020,RT @iHeartRadioCAPR: .@VancityReynolds and other Canadian celebrities surprise @VirginRadioYEG with generous donations to the Feed Your Fri…
1247529667361267700,Tue Apr 07 14:20:25 +0000 2020,Du 4 au 7 mai, @CanalVie proposera la programmation spéciale Nos familles nombreuses en confinement avec LA FAMILLE… https://t.co/0EWqAneIrg
1247272673979367400,Mon Apr 06 21:19:13 +0000 2020,RT @TSN_PR: .@TSN_Sports Relives Unforgettable Masters Moments with #MastersRewind, Beginning Today. More on @thelede_ca: https://t.co/l5qF…
1247206153156780000,Mon Apr 06 16:54:53 +0000 2020,.@vraktv est fière de présenter en direct le concert mondial ONE WORLD : TOGETHER AT HOME, ENSEMBLE CHEZ NOUS le sa… https://t.co/Hr3pXF8JE1
1247198927557886000,Mon Apr 06 16:26:10 +0000 2020,Bell Media signs on for World Health Organization and Global Citizen International Special, ONE WORLD: TOGETHER AT… https://t.co/cJLx6pJ2cb
1247165404247720000,Mon Apr 06 14:12:58 +0000 2020,RT @Quibi: Phone, meet #Quibi. Go download the app now: https://t.co/obf7POIKya https://t.co/tmDC5AlHwk
1247164542599266300,Mon Apr 06 14:09:32 +0000 2020,RT @RDS_RP: #RDS propose la nouveauté LE SPORT EN CRISE les jeudis à 18 h 30. Durant 30 minutes, l’animateur @fecorbinRDS s’entretiendra av…
1247156519474466800,Mon Apr 06 13:37:39 +0000 2020,RT @Crave_PR: .@TheChloeWilde, host of @CraveCanada's HEALTHY IS HOT, shares tips on keeping a healthy mind, body, and soul in self isolati…
1246172349306716200,Fri Apr 03 20:26:55 +0000 2020,Bell Média accueille favorablement l’approbation du CRTC et fait l’acquisition du réseau V et… https://t.co/Sk7LKGxRMP
1246172195635724300,Fri Apr 03 20:26:18 +0000 2020,Bell Media Welcomes CRTC Approval of V and https://t.co/GaqP5cpnDM Acquisition  https://t.co/6Oezb7HXVl
1246155462397112300,Fri Apr 03 19:19:49 +0000 2020,RT @CTV_PR: .@CTV adds 20th Anniversary celebrity edition of #WhoWantsToBeAMillionaire to spring lineup. Hosted by @jimmykimmel, the iconic…
1246096440226656300,Fri Apr 03 15:25:17 +0000 2020,RT @TSN_PR: NBA Stars Hit the Virtual Courts of NBA2K in Tournament Airing on @TSN_Sports, Beginning Today. More on @thelede_ca: https://t.…
1245839176525844500,Thu Apr 02 22:23:00 +0000 2020,Le Fonds Harold Greenberg finance 13 nouveaux projets   https://t.co/yUJd1hxvlH
1245803872263852000,Thu Apr 02 20:02:43 +0000 2020,À compter du dimanche 12 avril à 20 h, les amateurs de fiction pourront découvrir ÉMERGENCE à @VRAKtv, une série qu… https://t.co/u8q7kDvIKo
1245797095287730200,Thu Apr 02 19:35:47 +0000 2020,RT @HBOCanadaPR: Ahead of this weekend’s new episode of WESTWORLD, @evanrachelwood, @TessaThompson_x, and Vincent Cassel discuss the shocki…
1245797051012649000,Thu Apr 02 19:35:37 +0000 2020,RT @CTV_PR: Must-watch titles for the week of April 6 across @CTV and the CTV Specialty Channel Group include season premieres of #Cardinal…
1245797021581279200,Thu Apr 02 19:35:30 +0000 2020,RT @RDS_RP: Ce soir à 21 h, @PierreHoudeRDS et @MarcDenis_RDS seront parmi les invités de @snyderjulie pour la dernière émission de la sais…
1245796983895404500,Thu Apr 02 19:35:21 +0000 2020,RT @iHeartRadioCA: JOIN US on Friday April 3 on Instagram Live for an #iHeartLivingRoomSession with @BrettKissel!   Brett will be performin…
1245759127508394000,Thu Apr 02 17:04:55 +0000 2020,RT @Crave_PR: .@CraveCanada Original Documentary ONCE WERE BROTHERS: ROBBIE ROBERTSON AND THE BAND to Premiere April 3 https://t.co/5iAvUDq…
1245748147172913200,Thu Apr 02 16:21:17 +0000 2020,RT @iHeartRadioCAPR: iHeartRadio Canada continues to deliver new premium content to engage Canadians during COVID-19. For details, please v…
1245435122641485800,Wed Apr 01 19:37:26 +0000 2020,RT @CTV_PR: Viewers looking to catch more of @TransplantCTV’s @JohnHannah, can now stream #FourWeddingsAndAFuneral on #CTVThrowback with no…
1245435054098206700,Wed Apr 01 19:37:10 +0000 2020,RT @Crave_PR: Coming to @CraveCanada this week: Blinded by the Light, the premiere of @HBO's Atlanta's Missing and Murdered: The Lost Child…
1245414031491555300,Wed Apr 01 18:13:38 +0000 2020,RT @TSN_PR: .@TSN_Sports Presents a Slate of All-New Original Soccer Specials, Beginning Tomorrow. More on @thelede_ca: https://t.co/VqDTa5…
1245412753671622700,Wed Apr 01 18:08:33 +0000 2020,RT @iHeartRadioCA: JOIN US on Thursday April 2 on Instagram Live for an #iHeartLivingRoomSession with @lauvsongs!  Lauv will be performing…
1245375175853555700,Wed Apr 01 15:39:14 +0000 2020,RT @iHeartRadioCAPR: With encore broadcasts on @CTV and VRAK this weekend, Bell Media’s broadcast of THE IHEART LIVING ROOM CONCERT has rai…
1245353171976949800,Wed Apr 01 14:11:48 +0000 2020,RT @Crave_PR: .@TIFF_NET &amp; @CraveCanada are launching more series of virtual chats and screenings with Stay-at-Home Cinema. @cameron_tiff w…
1245353102036930600,Wed Apr 01 14:11:31 +0000 2020,RT @CTV_PR: New @CTV Original podcast series, MARILYN DENIS DOES A PODCAST, debuts April 1. For details, please visit @thelede_ca by clicki…
1245353091333009400,Wed Apr 01 14:11:29 +0000 2020,RT @TSN_PR: It’s No Joke: @TSN_Sports Delivers a Full Slate of Seldom Seen Sports with OCHO FOOLS DAY, Tomorrow. More on @thelede_ca: https…
1245353062216216600,Wed Apr 01 14:11:22 +0000 2020,RT @CTV_PR: British chef @jamieoliver solves pantry problems with the timely new cooking series, Jamie: Keep Cooking and Carry On, airing e…
1245079388854648800,Tue Mar 31 20:03:53 +0000 2020,ROAST COVID-19 réunira, en direct, une dizaine d’humoristes en distanciation sociale qui traiteront de la COVID-19… https://t.co/OjA9hzkBbl
1245027153089048600,Tue Mar 31 16:36:19 +0000 2020,RT @iHeartRadioCA: Introducing #iHeartRadioFamily!   Explore our Kids &amp; Family Digital Stations, Podcasts and more! ☺️ https://t.co/sAb2oAV…
1244978521610608600,Tue Mar 31 13:23:04 +0000 2020,Bell Media Announces Anchors for @Quibi’s #DailyEssentials Programs in Canada  NEWSDAY BY @CTVNews, NEWSNIGHT BY… https://t.co/6uPCxVJ8P4
1244738231968694300,Mon Mar 30 21:28:15 +0000 2020,RT @Bell_LetsTalk: Let’s stay home. Let’s reach out. Let’s get through this together. Learn more on our website: https://t.co/8eOKqUWa70  #…
1244738178810105900,Mon Mar 30 21:28:02 +0000 2020,RT @Bell_Cause: On reste à la maison. On garde le contact. On va passer à travers ensemble. Découvrez en plus sur notre site web : https://…
